title,description,address,location-name,price,type,featured_image,photos,amenities,url
Arizona Love And Care,"Arizona Love And Care is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","15250 West Pierson Street, Goodyear, AZ 85395",Goodyear,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=15250 West Pierson Street,Goodyear,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/goodyear/arizona-love-and-care
Hallmark Assisted Living At Pacey,"Hallmark Assisted Living At Pacey creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.","2022 North Pacey Road, Phoenix, AZ 85037",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=2022 North Pacey Road,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/hallmark-assisted-living-at-pacey
Glynnis Place,"Glynnis Place offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.","4216 North 100Th Avenue, Phoenix, AZ 85037",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=4216 North 100Th Avenue,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/glynnis-place
Sheridan Garden Assisted Living Home,"Sheridan Garden Assisted Living Home creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. From daily routines to special moments, residents are supported every step of the way.","8937 West Sheridan, Phoenix, AZ 85037",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=8937 West Sheridan,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/sheridan-garden-assisted-living-home
Angel Arms Young Adult Residence,"Angel Arms Young Adult Residence is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","2509 North 87Th Avenue, Phoenix, AZ 85037",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=2509 North 87Th Avenue,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/angel-arms-young-adult-residence
Spring Valley Senior Care,"Spring Valley Senior Care creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.","4108 South 186th Avenue, Goodyear, AZ 85338",Goodyear,2750.0,Assisted Living,,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/goodyear/spring-valley-senior-care-goodyear
Amiscare,"At Amiscare, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","8118 West Watkins Street, Phoenix, AZ 85043",Phoenix,2750.0,Assisted Living,"""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=8118 West Watkins Street,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/amiscare
Effective Care For Elderly Living,"At Effective Care For Elderly Living, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.","8524 West Weldon Avenue, Phoenix, AZ 85037",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=8524 West Weldon Avenue,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/effective-care-for-elderly-living
Litchfield Countryside Home Care,"Litchfield Countryside Home Care is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. From daily routines to special moments, residents are supported every step of the way.","3333 North 188Th Avenue, Litchfield Park, AZ 85340",Litchfield Park,4170.0,"Assisted Living, Board and Care Home",,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/litchfield-park/litchfield-countryside-home-care
Kaur Ashram Assisted Living,"Kaur Ashram Assisted Living is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","4538 North 183Rd Avenue, Goodyear, AZ 85395",Goodyear,2750.0,"Assisted Living, Board and Care Home",,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/goodyear/kaur-ashram-assisted-living-llc
Beautiful Beginnings Assisted Living Home,"Beautiful Beginnings Assisted Living Home is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","2819 South 73Rd Drive, Phoenix, AZ 85043",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=2819 South 73Rd Drive,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/beautiful-beginnings-assisted-living-home-llc
Diamond Manor Adult Care,"Diamond Manor Adult Care is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","7330 West Getty Drive, Phoenix, AZ 85043",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=7330 West Getty Drive,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/diamond-manor-adult-care
Morning Glory 2,"Morning Glory 2 creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","20262 West Morning Glory Street, Buckeye, AZ 85326",Buckeye,3850.0,Assisted Living,,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/buckeye/morning-glory-2
House Right Assisted Living Home,"House Right Assisted Living Home creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","18621 West Denton Avenue, Litchfield Park, AZ 85340",Litchfield Park,3480.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=18621 West Denton Avenue,Litchfield Park,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/litchfield-park/house-right-assisted-living-home
Morning Glory 1,"Morning Glory 1 is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","20266 West Morning Glory Street, Buckeye, AZ 85326",Buckeye,3950.0,Assisted Living,,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/buckeye/morning-glory-1
Mount Zion Assisted Living Home,"Mount Zion Assisted Living Home creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. From daily routines to special moments, residents are supported every step of the way.","7019 West Cambridge Avenue, Phoenix, AZ 85035",Phoenix,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=7019 West Cambridge Avenue,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/mount-zion-assisted-living-home-llc
Angel Castle Care Home,"Angel Castle Care Home offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","5623 North 83Rd Avenue, Glendale, AZ 85303",Glendale,2750.0,Assisted Living,,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/glendale/angel-castle-care-home
Crystal Joy Care Home,"At Crystal Joy Care Home, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.","6088 North 85Th Avenue, Glendale, AZ 85305",Glendale,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=6088 North 85Th Avenue,Glendale,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/glendale/crystal-joy-care-home
Peoria Vista,"Peoria Vista is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","10430 West Royal Palm Road, Peoria, AZ 85345",Peoria,2750.0,Assisted Living,"""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=10430 West Royal Palm Road,Peoria,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/peoria/peoria-vista
Mom And Dad Solutions Assisted Living,"At Mom And Dad Solutions Assisted Living, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","7412 West Wolf Street, Phoenix, AZ 85033",Phoenix,2750.0,Assisted Living,"""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=7412 West Wolf Street,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/mom-and-dad-solutions-assisted-living
Care Included,"At Care Included, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. From daily routines to special moments, residents are supported every step of the way.","5418 North 192Nd Drive, Litchfield Park, AZ 85340",Litchfield Park,3940.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=5418 North 192Nd Drive,Litchfield Park,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/litchfield-park/care-included
Medlock Caring Place,"Medlock Caring Place is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.","7475 West Medlock Drive, Glendale, AZ 85303",Glendale,2750.0,Assisted Living,"""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=7475 West Medlock Drive,Glendale,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/glendale/medlock-caring-place
Wide Horizon,"Wide Horizon is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.","1024 North 62nd Avenue, Phoenix, AZ 85043",Phoenix,2750.0,Assisted Living,"""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=1024 North 62nd Avenue,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/wide-horizon
Rejoice Assisted Living Home 2,"At Rejoice Assisted Living Home 2, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","6035 North 79Th Drive, Glendale, AZ 85303",Glendale,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=6035 North 79Th Drive,Glendale,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/glendale/rejoice-assisted-living-home-2
Su Casa Assisted Living,"At Su Casa Assisted Living, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.","1144 North 59Th Avenue, Phoenix, AZ 85043",Phoenix,2750.0,Assisted Living,"""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=1144 North 59Th Avenue,Phoenix,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/su-casa-assisted-living
Westgate Assisted Living,"Westgate Assisted Living creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.","8613 West Carole Lane, Glendale, AZ 85305",Glendale,2750.0,Assisted Living,,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/glendale/westgate-assisted-living-glendale
Orchid Residential Care,"Orchid Residential Care creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","9580 West Orchid Lane, Peoria, AZ 85345",Peoria,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=9580 West Orchid Lane,Peoria,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/peoria/orchid-residential-care
Sheridan Garden Assisted Living,"At Sheridan Garden Assisted Living, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.","7419 North 82Nd Lane, Glendale, AZ 85303",Glendale,2750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=7419 North 82Nd Lane,Glendale,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/glendale/sheridan-garden-assisted-living
Bloom Assisted Living,"Bloom Assisted Living creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. From daily routines to special moments, residents are supported every step of the way.","695 South 221St Drive, Buckeye, AZ 85326",Buckeye,3800.0,Assisted Living,"""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=695 South 221St Drive,Buckeye,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/buckeye/bloom-assisted-living
In Angel Arms,"In Angel Arms creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","22868 West Hopi, Buckeye, AZ 85326",Buckeye,4090.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=22868 West Hopi,Buckeye,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/buckeye/in-angel-arms-llc
A Home For Care,"A Home For Care offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","25548 West Dunlap Road, Buckeye, AZ 85326",Buckeye,3750.0,"Assisted Living, Board and Care Home","""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=25548 West Dunlap Road,Buckeye,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/buckeye/a-home-for-care-llc
Gardenia Care,"Gardenia Care is a welcoming place for older adults to feel at home. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","23026 West Gardenia Drive, Buckeye, AZ 85326",Buckeye,3770.0,Assisted Living,"""https://maps.googleapis.com/maps/api/streetview?size=1279x680&location=23026 West Gardenia Drive,Buckeye,AZ&fov=80&heading=70&pitch=0&key=AIzaSyBbN8J_ogumAythgDCzwXzbuIn6qP-w0fM&return_error_code=true""",,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/buckeye/gardenia-care
Davis Place,"At Davis Place, residents find a supportive environment that puts well-being first. Amenities include air conditioning, all day dining, allergy-sensitive, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.","2943 Desert Sky, Bullhead City, AZ 86442",Bullhead City,3785.0,Assisted Living,https://d354o3y6yz93dt.cloudfront.net/images/1200x/827f1c729c523870af832ea382653b141c394ebd/davis-placedavis-place-6commonroom.jpg,"https://d354o3y6yz93dt.cloudfront.net/images/1200x/827f1c729c523870af832ea382653b141c394ebd/davis-placedavis-place-8bedroom.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/827f1c729c523870af832ea382653b141c394ebd/davis-placedavis-place-9bedroom.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/827f1c729c523870af832ea382653b141c394ebd/davis-placedavis-place-3courtyard.jpg","air conditioning, all day dining, allergy-sensitive, arts room, barber / salon, business room, cable tv, community-sponsored activities, continuing learning experience, day trips, diabetes diet, dining room, emergency alert system, faith based, fireplace, fitness programs, furnished, garden, grill, grocery shopping / errands, housekeeping, international cuisine, kitchenette, laundry service / dry cleaning, library, meal preparation and service, move-in coordination, movie nights, music programs, outdoor common space, patio, pet-friendly, piano, resident-run activities, restaurant-style dining, special dietary restrictions, telephone, transportation & parking, vegetarian, walking paths, wi-fi / high-speed internet",https://www.seniorly.com/assisted-living/arizona/bullhead-city/davis-place
