title,address,location-name,state,url,featured_image,type,price
Augdon Senior Care Home 2,"134 Colorado Avenue, Tulare, Ca 93274",Tulare,CA,https://app.seniorplace.com/communities/show/60909314-42e4-4b02-a8ad-3d9b0a9ac004,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/72c7248454aff89fdb7fcd8eb0411b4b.jpg,Assisted Living Home,
Augdon Senior Care Home 3,"216 Albert Avenue, Exeter, Ca 93221",Exeter,CA,https://app.seniorplace.com/communities/show/6f09a8a3-9016-485e-a3e7-01588d867e99,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/9d37cde86aad3fcb709464c9a31e414d.jpg,Assisted Living Home,
Augustin Gardens,"24361 Augustin Street, Mission Viejo, Ca 92691",Mission Viejo,CA,https://app.seniorplace.com/communities/show/d0106c26-9ead-4c69-9957-01257bed8737,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/52e183828d27fa1aeefe40fbd90c607f.jpg,Assisted Living Home,
Augustine Family Elder Care,"544 Saint John Place, Inglewood, Ca 90301",Inglewood,CA,https://app.seniorplace.com/communities/show/7f39aea0-39f7-4b8e-b48f-e6f36b507abf,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/83be563ada7d21c9c8ebaedaaf1b3e85.jpg,Assisted Living Home,
Ballard Adult Supportive Living Home,"1226 West Roderick Avenue, Oxnard, Ca 93030",Oxnard,CA,https://app.seniorplace.com/communities/show/0402e325-5239-4356-b927-315beff1ba46,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/0c6144c78bc750768343859391f6bf50.jpg,Assisted Living Home,
Ballard Family Home,"1611 Brookside Avenue, Oxnard, Ca 93035",Oxnard,CA,https://app.seniorplace.com/communities/show/ffa3d7bd-0938-4ef5-b56d-c833714a13ea,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/9cec7fc2b22646e711ca9870cb9de648.jpg,Assisted Living Home,
Ballard Home,"142 West Mendocino Street, Altadena, Ca 91001",Altadena,CA,https://app.seniorplace.com/communities/show/6b4f7f3f-49b2-4701-be2c-fdc7294a9b22,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b94e62c3cbbb1fe61798a9d910a9941f.jpg,Assisted Living Home,
Ballard Home,"3231 Grandeur Avenue, Altadena, Ca 91001",Altadena,CA,https://app.seniorplace.com/communities/show/054a1751-0fd0-4aff-9a84-f39d194b067a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/670e61a3b14a51a6a515cdc2119524df.jpg,Assisted Living Home,
Ballard Home 2,"2642 Vista Laguna Terrace, Pasadena, Ca 91103",Pasadena,CA,https://app.seniorplace.com/communities/show/df1a646c-5685-4832-8140-4f679eaf5615,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ef6ab59be79de3a6634af02c95e3a12f.jpg,Assisted Living Home,
Ballard Home 4,"21 North Mountain Trail, Sierra Madre, Ca 91024",Sierra Madre,CA,https://app.seniorplace.com/communities/show/8abaf95f-2f74-4563-8829-f8540e09b7d1,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a55dedc866928a918031ce10b1e79b10.jpg,Assisted Living Home,
Ballard Home 4,"62 West Harriet Street, Altadena, Ca 91001",Altadena,CA,https://app.seniorplace.com/communities/show/0fb1878c-1e68-4205-b53a-d11be0c02dfc,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e821485689caccbadca4fe4e02231bab.jpg,Assisted Living Home,
Ballentine Residential Care,"40154 Tennyson Road, Murrieta, Ca 92563",Murrieta,CA,https://app.seniorplace.com/communities/show/f655f9f2-4bd7-4a35-a6f7-9b1aa7a15980,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/4b331fb156c124ae89df57e279475eff.jpg,Assisted Living Home,
Balmanias Care Home,"8980 Neponset Drive, Elk Grove, Ca 95624",Elk Grove,CA,https://app.seniorplace.com/communities/show/b3be6f76-19e3-4711-919c-7008dc1d8c7d,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d99627d31e18892b8342acb00992ea5e.jpg,Assisted Living Home,
Baltic Sea Manor,"311 Baltic Sea Court, Pittsburg, Ca 94565",Pittsburg,CA,https://app.seniorplace.com/communities/show/d333d6d8-0264-4e80-bd54-c0e4824c45f1,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/f199d16cbb07dcf1bd23648b7cc70a91.jpg,Assisted Living Home,
Baltic Sea Manor Ii,"2237 Lynbrook Drive, Pittsburg, Ca 94565",Pittsburg,CA,https://app.seniorplace.com/communities/show/21dd4622-6c9d-45f8-b7f9-15ee6552dd6f,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e3756d24060d38f6bf3e36a9adb3c363.jpg,Assisted Living Home,
Banbury House,"215 West Banbury Drive, Stockton, Ca 95207",Stockton,CA,https://app.seniorplace.com/communities/show/24125dc3-ad3c-4074-babd-f13c7dd94883,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/58bdc13f4c1deaa7afb322cb3f65642c.jpg,Assisted Living Home,
Bancis Guest Home,"5120 Saint Clare Circle, Salida, Ca 95368",Salida,CA,https://app.seniorplace.com/communities/show/a90ec0a9-7002-41be-8b5d-bad8d1368637,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/0276d8cd72e82c4582ac4d8e1efb5a3d.jpg,Assisted Living Home,
Bancroft House,"1595 Bancroft Way, Pasadena, Ca 91103",Pasadena,CA,https://app.seniorplace.com/communities/show/06bc78f9-3a04-4a93-a415-985ff457b118,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/310e33f9b2dc1742f6300519656cae7c.jpg,Assisted Living Home,
Bancroft Villa,"913 Bancroft Road, Walnut Creek, Ca 94598",Walnut Creek,CA,https://app.seniorplace.com/communities/show/1f1f211c-b07b-4a52-b087-f442340d262b,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/2e943c3e5723403c55577c46d1edbf41.jpg,Assisted Living Home,
Bandola Residential Care,"4096 Via De La Bandola, San Diego, Ca 92173",San Diego,CA,https://app.seniorplace.com/communities/show/5f582361-6332-4a48-8ee9-89298d8c11e2,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/7cf1f26cfb8f87158a3efe8c6a8ba2d5.jpg,Assisted Living Home,
Banff Family Home,"1311 West 218Th Street, Torrance, Ca 90501",Torrance,CA,https://app.seniorplace.com/communities/show/23715528-4476-4b95-a95b-f354522125b7,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/4389a4dd97a33167a87e8411b90331bb.jpg,Assisted Living Home,
Bells Family Home,"4511 Mattis Court, Oakland, Ca 94619",Oakland,CA,https://app.seniorplace.com/communities/show/d2ba6228-69de-4df8-b822-8204ab381a7a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a0972b6050426a72137c29caf5daf88a.jpg,Assisted Living Home,
Bella Cai Care Home,"29111 Oak Grove Way, Lake Elsinore, Ca 92530",Lake Elsinore,CA,https://app.seniorplace.com/communities/show/d9985a2e-44d6-4797-9afd-76db9ea472f7,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/36206f6796edde9653de45bfe0cabb8b.jpg,Assisted Living Home,
Bella Care Home,"491 Pierce Avenue, Clovis, Ca 93612",Clovis,CA,https://app.seniorplace.com/communities/show/07aad69e-0065-49ed-96cd-8c97998086f3,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b265ddb3b8733096ec19174f9a816f9e.jpg,Assisted Living Home,
Bella Care Home,"508 Gateway Avenue, Clovis, Ca 93612",Clovis,CA,https://app.seniorplace.com/communities/show/f5440022-1d0f-4390-9f35-0623170a46f0,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/7687e65a9a65d69e77cb4e11f33907ae.jpg,Assisted Living Home,
Bella Care Home Llc French Villa,"67 West El Paso Avenue, Clovis, Ca 93611",Clovis,CA,https://app.seniorplace.com/communities/show/54a5e831-50db-4674-b74f-c14b0a3aa761,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/7eab69c19c76f001e6cfe47e92e0d1cc.jpg,Assisted Living Home,
Bella Care Home Llcfarmhouse,"Farmhouse Avenue, Clovis, Ca 93619",Clovis,CA,https://app.seniorplace.com/communities/show/be9e6291-5f5b-45d2-8c20-a291e1875dcb,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8e8c01674a2439fb05908878d5092616.jpg,Assisted Living Home,
Bella Care Home Llckarens Cottage,"1767 North Karen Avenue, Clovis, Ca 93619",Clovis,CA,https://app.seniorplace.com/communities/show/d5863b01-66b7-402d-8915-ba2356bce23e,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8e76b329f1a8100a614ace56cda685f5.jpg,Assisted Living Home,
Bella Care Home Llcmatus,"7947 North Matus Avenue, Fresno, Ca 93720",Fresno,CA,https://app.seniorplace.com/communities/show/efa332f4-6a6b-4025-9233-c96db0355648,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8a8fd9c5e2594601cecd932a334243c8.jpg,Assisted Living Home,
Bella Casa 2,"77632 Barons Circle, Palm Desert, Ca 92211",Palm Desert,CA,https://app.seniorplace.com/communities/show/0bbeccc6-395b-4b47-ab58-99d629a182e6,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/5d1869f82b9cec570668f3ebcf767fa4.jpg,Assisted Living Home,
Bella Casa 3,"77583 Carinda Court, Palm Desert, Ca 92211",Palm Desert,CA,https://app.seniorplace.com/communities/show/6fd05b00-a937-481f-8718-9394ac09395a,,Assisted Living Home,
Bella Clare Home,"8411 San Carlos Way, Buena Park, Ca 90620",Buena Park,CA,https://app.seniorplace.com/communities/show/751f4d15-a2ce-4c0c-8744-6b57510d9de7,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/368f9cad6eb769e74d507c6f7ff1e350.jpg,Assisted Living Home,
Bella Clare Home 2,"6892 San Padre Circle, Buena Park, Ca 90620",Buena Park,CA,https://app.seniorplace.com/communities/show/2085acb9-5a12-4957-b805-5e84b5e1f56f,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/46bab8f75c28f2d74dc57e171584feb9.jpg,Assisted Living Home,
Bella Cortina Residential Care Facility,"28571 Yarow Way, Moreno Valley, Ca 92555",Moreno Valley,CA,https://app.seniorplace.com/communities/show/cac9e032-6968-49a4-b1de-2c01af72bd8a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8e0303e60de756dfa6662934c4504e50.jpg,Assisted Living Home,
Bella Garden Residential Senior Care,"22790 Van Buren Street, Grand Terrace, Ca 92313",Grand Terrace,CA,https://app.seniorplace.com/communities/show/81a5aa87-1783-4d16-81a6-c3ec630cda82,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/88419329cb78e61cd858fc2c5c82d605.jpg,Assisted Living Home,
Bella Gardens,"2218 Conquista Avenue, Long Beach, Ca 90815",Long Beach,CA,https://app.seniorplace.com/communities/show/e5a6e1f2-36f7-43d7-8cdd-4f9f323eac09,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e1d435a2a8df0f0e5669a5edb806c838.jpg,Assisted Living Home,
Bella Hills Care Home,"8579 Traynor Way, Sacramento, Ca 95828",Sacramento,CA,https://app.seniorplace.com/communities/show/dc46856d-bdd4-4422-8580-02465c51aa77,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/1cac5a68189f84529c8e691aca7151c7.jpg,Assisted Living Home,
Bella Home,"403 North Ryan Terrace, Porterville, Ca 93257",Porterville,CA,https://app.seniorplace.com/communities/show/1e3fb199-db41-4c17-8992-57a5ff01c5c8,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c012b4c95e6854079f8795717c283eaa.jpg,Assisted Living Home,
Bella Home Care,"11503 209Th Street, Lakewood, Ca 90715",Lakewood,CA,https://app.seniorplace.com/communities/show/aab39899-3da0-49bd-8682-e71a321c72ad,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ebea5d5ac1d233ce30920cfaeb6f9308.jpg,Assisted Living Home,
Bella Home Care Services,"831 Irolo Street, Los Angeles, Ca 90005",Los Angeles,CA,https://app.seniorplace.com/communities/show/96c666bd-f94a-49a6-b6cd-d49d93090319,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6861bbf5fad4953a6f83281ddbd8fc83.jpg,Assisted Living Home,
Bella Home Senior Care,"1968 West Monache Avenue, Porterville, Ca 93257",Porterville,CA,https://app.seniorplace.com/communities/show/e79931bc-bf60-46db-b0b7-3d8960eabbb7,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/36270e7cae8389e463ac00231c12a16f.jpg,Assisted Living Home,
Bella Juliettes Board Care,"2973 Lucia Jade Loop, San Diego, Ca 92139",San Diego,CA,https://app.seniorplace.com/communities/show/5cdd7a29-5c12-4d59-962a-217bf73c2944,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e0215f2ab62e96f23aef6a27f3f314e1.jpg,Assisted Living Home,
Bella Manor,"20359 Donora Avenue, Torrance, Ca 90503",Torrance,CA,https://app.seniorplace.com/communities/show/82883afe-4450-409b-8890-f414af11f96e,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3bd8a963737b151ae44e182da76716af.jpg,Assisted Living Home,
Bella Manor Ii,"7800 East Tula Street, Long Beach, Ca 90808",Long Beach,CA,https://app.seniorplace.com/communities/show/b3353ce3-e2bd-47b4-8231-dd4274156027,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/f187b9fdfbb8ce734a0b1b37093b3937.jpg,Assisted Living Home,
Bella Mia Chateau Inc Bmc 1,"18410 Colville Street, Fountain Valley, Ca 92708",Fountain Valley,CA,https://app.seniorplace.com/communities/show/e478248c-e8ef-4200-8361-ad63e45e08f4,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/4791505b9e69c62ba72f7a786d4cc9e2.jpg,Assisted Living Home,
Bermuda House,"1414 Bermuda Lane, El Cajon, Ca 92021",El Cajon,CA,https://app.seniorplace.com/communities/show/122ae734-97c8-48ce-8a3b-93f83ea39415,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/838ee68069c56a8a2d5b0ee073c5d266.jpg,Assisted Living Home,
Bermuda Residential Care Home,"984 Bermuda Drive, Concord, Ca 94518",Concord,CA,https://app.seniorplace.com/communities/show/b48cdc64-6706-48c0-8dcb-b9505828c2f3,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/9b8c5d1a123f2c6e24e47ed2e097786f.jpg,Assisted Living Home,
Bernadette Home Care 1,"510 Marissa Lane, Camarillo, Ca 93010",Camarillo,CA,https://app.seniorplace.com/communities/show/9e57b77b-5a10-4754-84c9-9c6c12bf279b,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ad8d9d0e5860b2d19a96f54303e86d1d.jpg,Assisted Living Home,
Bernadette Home Care Ii,"1982 Lathan Avenue, Camarillo, Ca 93010",Camarillo,CA,https://app.seniorplace.com/communities/show/d5449105-7789-4bb0-b8d2-64be93866b4d,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d0b61ebc875c27160c46530a38986745.jpg,Assisted Living Home,
Bernadette Home Care Iv,"2131 Dunnigan Street, Camarillo, Ca 93010",Camarillo,CA,https://app.seniorplace.com/communities/show/6c004c88-6749-4995-ae62-2c0de2c1d2ba,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/490fc700280b39140d96d590ea28e5e9.jpg,Assisted Living Home,
Bernadette Home Care V,"1155 Echo Street, Oxnard, Ca 93036",Oxnard,CA,https://app.seniorplace.com/communities/show/76c8fe89-09fb-4347-ad0f-320bd27bf2ab,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/f4ef9212a11b23e4bd8517ca9b3613c8.jpg,Assisted Living Home,
Bernadette Home Care Vi,"1525 Dapple Avenue, Camarillo, Ca 93010",Camarillo,CA,https://app.seniorplace.com/communities/show/fe2f9049-b20b-4cf4-92ad-fb80e874e84d,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/70dcc8c896bc4d599edd3a63c0e9a503.jpg,Assisted Living Home,
Bernadette Smiths Board Care Home 2,"1648 Revere Avenue, San Francisco, Ca 94124",San Francisco,CA,https://app.seniorplace.com/communities/show/519ddde7-818c-4ea7-9ffa-30ff1ca2e931,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/eb58892efcbf8e9c8a415996de67330e.jpg,Assisted Living Home,
Bernardo Residential Facility,"32800 Regents Boulevard, Union City, Ca 94587",Union City,CA,https://app.seniorplace.com/communities/show/6a8af431-c09f-404e-9fa5-284fe34e6682,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/465c2c6cb6d91be8b923c5a41cc3410e.jpg,Assisted Living Home,
Bernies Care Home Services,"936 Royal Oaks Drive, Stockton, Ca 95209",Stockton,CA,https://app.seniorplace.com/communities/show/1f7c1a50-1a66-4812-929e-961602837769,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/70dbe2ba8a70fc8b8430898759cc0b7d.jpg,Assisted Living Home,
Bert Lilleen Care Home,"967 Zephyr Court, Vacaville, Ca 95687",Vacaville,CA,https://app.seniorplace.com/communities/show/60389421-088a-45df-a213-0214a679fdd3,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/9eb2a11980122b8cdda981e85bdc94aa.jpg,Assisted Living Home,
Bertha Home Care,"11870 Bertha Street, Cerritos, Ca 90703",Cerritos,CA,https://app.seniorplace.com/communities/show/3b003a87-b69d-4455-a47e-8a0d86782bd7,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/1e9c8ac2c4e67ee5417080fe0c54b8e7.jpg,Assisted Living Home,
Besco Garden,"40242 Crockett Street, Fremont, Ca 94538",Fremont,CA,https://app.seniorplace.com/communities/show/b025ca24-f068-4e26-b59a-c6d1a0a6bb94,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/1b1401c0cebe1fe0e5eacdd56f8a60a6.jpg,Assisted Living Home,
Best Care Assisted Living On Haskell,"9756 Haskell Avenue, Los Angeles, Ca 91343",Los Angeles,CA,https://app.seniorplace.com/communities/show/8b8e7890-a89b-4a2f-8c69-29c61805704d,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/89e812b1f0be5190b2026264b772a1d1.jpg,Assisted Living Home,
Best Care Guest Home,"817 South Oaks Avenue, Ontario, Ca 91762",Ontario,CA,https://app.seniorplace.com/communities/show/dd9b670f-9084-4627-8380-2b3fab996a6f,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/524ead3fb9b2b0d8b19bbb1a21ad9635.jpg,Assisted Living Community,
Best Care La,"15954 Rayen Street, North Hills, Ca 91343",North Hills,CA,https://app.seniorplace.com/communities/show/a3f2d622-5fe7-4080-9438-ec39ec738471,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/cadcfe29409d63da8f919aacd2edc7bd.jpg,Assisted Living Home,
Best Care Rcf,"315 Deep Dell Road, San Diego, Ca 92114",San Diego,CA,https://app.seniorplace.com/communities/show/68a3ad1e-66ee-41c4-90b4-8d4b52e4fc93,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/460c6792bec1321d0d4ac7461fe825be.jpg,Assisted Living Home,
Best Care2U,"1061 Fountain Place, Escondido, Ca 92026",Escondido,CA,https://app.seniorplace.com/communities/show/7c499864-a96d-4d07-a0c6-075d29483439,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/37f5922c308f6cbc3d34c6a215717f4f.jpg,Assisted Living Home,
Better Living Of Walnut Creek,"1868 Danielle Court, Walnut Creek, Ca 94598",Walnut Creek,CA,https://app.seniorplace.com/communities/show/da8d1a2b-48f4-4bd7-8af5-85bcc2ba9249,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/abf06019a0ad421d678246fadc20d9b6.jpg,Assisted Living Home,
Better Living Rch,"7459 Pegasus Court, San Jose, Ca 95139",San Jose,CA,https://app.seniorplace.com/communities/show/ff84b43d-478d-4658-a8ff-8145b419724c,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/9f3e8e4b1655eafb2e033f7851eb833f.jpg,Assisted Living Home,
Better World Care,"12719 Shockley Woods Court, Auburn, Ca 95603",Auburn,CA,https://app.seniorplace.com/communities/show/eab0c438-3f27-4f80-89ad-98771d0a61b3,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/cf374820a375bed978f3a50ede45814d.jpg,Assisted Living Home,
Betterthanb4Housing,"9318 San Pedro Street, Los Angeles, Ca 90059",Los Angeles,CA,https://app.seniorplace.com/communities/show/a46f4066-c5be-4c6c-90ae-fa3b09d1d42d,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/2c96c99978008a800c540a3458b56577.jpg,Assisted Living Home,
Bettys Place,"37182 Sierra Grove Drive, Murrieta, Ca 92563",Murrieta,CA,https://app.seniorplace.com/communities/show/ac6442f6-a3be-4e5b-bc72-3ab2ed42f908,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/265efc657d64589449e73571f2e87e79.jpg,Assisted Living Home,
Beverly Hills Loving Care,"1019 South Wooster Street, Los Angeles, Ca 90035",Los Angeles,CA,https://app.seniorplace.com/communities/show/9b30d607-0c71-4fcf-a236-a26551db5510,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/4bf51d0d85fa697e7bcd60728713a709.jpg,Assisted Living Community,
Beverly Hills Senior Care,"1015 South Orange Grove Avenue, Los Angeles, Ca 90019",Los Angeles,CA,https://app.seniorplace.com/communities/show/fb15f4cf-2540-403e-90bd-85d1fcd54742,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/135a4bc0b78197b1c1d57027c4245198.jpg,Assisted Living Community,
Beverly Hills Terrace,"1470 South Robertson Boulevard, Los Angeles, Ca 90035",Los Angeles,CA,https://app.seniorplace.com/communities/show/355646ba-acaa-4f8b-bf1e-3f4d8c05e1c5,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/dfe715129fd98cdf03946444c00fd811.jpg,Assisted Living Community,
Beverly Home,"1183 West Chateau Avenue, Anaheim, Ca 92802",Anaheim,CA,https://app.seniorplace.com/communities/show/1ce4b7c0-6f31-45f1-8659-88e82417f21a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/cdb7eae158dd92eea1b578fc2b54749e.jpg,Assisted Living Home,
Beverly Homes Lawndale,"4558 West 163Rd Street, Lawndale, Ca 90260",Lawndale,CA,https://app.seniorplace.com/communities/show/6ced9a81-e3e6-4188-90bf-bbbd2c9f283a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/950cac5a2b2423edeeaac09dad60c71e.jpg,Assisted Living Home,
Beverly Residential Care,"9771 Beverly Lane, Garden Grove, Ca 92841",Garden Grove,CA,https://app.seniorplace.com/communities/show/6984cd41-ff8d-444b-bf46-667386c54da0,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/caf8c3478974b824e5fd09113c291c28.jpg,Assisted Living Home,
Beverly Terrace,"1432 West Beverly Terrace, Montebello, Ca 90640",Montebello,CA,https://app.seniorplace.com/communities/show/a9120273-9d90-4099-8d7b-b31639417c8e,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/1ce44c459c3b54aba2176bfe70ce6de3.jpg,Assisted Living Home,
Beverlywood Retirement Home,"9014 Hargis Street, Los Angeles, Ca 90034",Los Angeles,CA,https://app.seniorplace.com/communities/show/f47ccde5-8d36-49f2-8d02-173a64dcb2d1,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/79ebc5f717828de021ec0e8181d3cc09.jpg,Assisted Living Home,
Bewise Home,"22214 Vanowen Street, Los Angeles, Ca 91303",Los Angeles,CA,https://app.seniorplace.com/communities/show/c43cdab2-ca8d-4279-8fa7-20fc5a52fec4,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/dff852f79291bd8270274bf36218b96f.jpg,Assisted Living Home,
Bewise Home Covello,"20616 Covello Street, Los Angeles, Ca 91306",Los Angeles,CA,https://app.seniorplace.com/communities/show/da608418-8d7f-4917-9d95-8684a5bca731,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/9362294808b14c1a71f93a2e9473731b.jpg,Assisted Living Home,
Bewise Home Fallbrook,"7446 Fallbrook Avenue, West Hills, Ca 91307",West Hills,CA,https://app.seniorplace.com/communities/show/e2b68046-5281-4ca0-9460-7b77447d729a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e570b85c2925f3e1d098a34e0ea301cb.jpg,Assisted Living Home,
Bexley Home,"10708 Bexley Drive, Whittier, Ca 90606",Whittier,CA,https://app.seniorplace.com/communities/show/dc675d58-56d3-45c4-9b60-26863751a873,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/903c472518d25aa949dd78a5ae280d79.jpg,Assisted Living Home,
Bexley Home Ii,"7435 Halray Avenue, Whittier, Ca 90606",Whittier,CA,https://app.seniorplace.com/communities/show/3065cd4e-827e-4638-8d47-f8e9a94ed167,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e46faa0ea6aff9c8f03d960627de48d1.jpg,Assisted Living Home,
Beyond A Home,"6023 West Avenue L12, Lancaster, Ca 93536",Lancaster,CA,https://app.seniorplace.com/communities/show/56a85b77-bb2a-42f4-9926-e39e93b3d936,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/94d2468fd685baf20900504a1916f3fb.jpg,Assisted Living Home,
Beyond Care,"9040 Carlisle Avenue, Sacramento, Ca 95829",Sacramento,CA,https://app.seniorplace.com/communities/show/78625e7c-504f-4e65-9da0-42ac5d633118,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/f1ae5d02d1da573f7e6961e75ede5e16.jpg,Assisted Living Home,
Beyond Care Homes,"124 Madora Place, San Ramon, Ca 94583",San Ramon,CA,https://app.seniorplace.com/communities/show/543be5b5-e7d3-4b43-b34c-07fa2617c703,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/71e2a0893128fe711a52520fa259eca0.jpg,Assisted Living Home,
Billys House,"367 South Greengrove Drive, Orange, Ca 92866",Orange,CA,https://app.seniorplace.com/communities/show/430b01b4-2a9b-49c1-91d6-5ccd0c3cf8f8,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/60de37466981ac712280fec99fcad92c.jpg,Assisted Living Home,
Binas Adult Care,"5667 San Pablo Dam Road, El Sobrante, Ca 94803",El Sobrante,CA,https://app.seniorplace.com/communities/show/171f6df2-19b9-4041-a5ee-8866508211b0,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e0fa21e1487a8bcd50e7f50d31bbbae8.jpg,Assisted Living Home,
Birch Residence,"25185 Birch Avenue, Loma Linda, Ca 92354",Loma Linda,CA,https://app.seniorplace.com/communities/show/e3164e3b-1486-4a1f-9d71-58f337579a93,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/7912913540e575983993f3b9f5dc5a87.jpg,Assisted Living Home,
