seniorly_wp_id,seniorly_title,seniorly_address,seniorly_url,senior_place_wp_id,senior_place_title,senior_place_address,senior_place_url,address_similarity,city,state,title_similarity
10928,Inspirations Of River Centre,"5665 East River Road, Tucson, Az 85750",https://www.seniorly.com/assisted-living/arizona/tucson/inspirations-of-river-centre,8227,Inspirations Of River Center,"5665 East River Road, Tucson, Az 85750",https://app.seniorplace.com/communities/show/a02921e9-30d9-4261-b8cb-3eb6bc474cb5,1.0,,,0.964
10929,Avista Senior Living Tucson,"3701 North Swan Road, Tucson, Az 85718",https://www.seniorly.com/assisted-living/arizona/tucson/avista-senior-living-tucson,7028,Avista Senior Living,"3701 North Swan Road, Tucson, Az 85718",https://app.seniorplace.com/communities/show/37f61f7b-d278-43f1-8e69-5908b30eae0d,1.0,,,0.851
10936,The Hacienda At The River,"2720 East River Road, Tucson, Az 85718",https://www.seniorly.com/assisted-living/arizona/tucson/the-hacienda-at-the-river-tucson,7948,Hacienda At The River,"2720 East River Road, Tucson, Az 85718",https://app.seniorplace.com/communities/show/086ebc54-51a6-432b-8847-d818a87772d2,1.0,,,0.913
10941,The Villas At La Canada Villa M,"6876 North Desert Harbor Place, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-la-canada-villa-m,9056,Park Senior Villas At La Canada Villa M,"6876 North Desert Harbor Place, Tucson, Az 85704",https://app.seniorplace.com/communities/show/310c921c-e199-4039-b02f-49e3e5dfc3ae,1.0,,,0.829
10961,Spring Days Adult Care Home,"6710 North Leonardo Da Vinci, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/spring-days-adult-care-home-llc,9595,Spring Days Adult Care Home,"6710 North Leonardo Da Vinci Way, Tucson, Az 85704",https://app.seniorplace.com/communities/show/c85a887c-5fb1-4dbe-b106-ad63f6f667f3,0.963855421686747,,,1.000
10966,Normandel Place,"7572 North Casa Blanca Drive, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/normandel-place-llc,8822,Normandel Place,"7572 North Casablanca Drive, Tucson, Az 85704",https://app.seniorplace.com/communities/show/ddf94083-ab1b-4628-b655-ae0233aa7374,0.9863013698630136,,,1.000
10970,The Villas At La Canada Villa I,"1487 West Desert Harbor Circle, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-la-canada-villa-i,9044,Park Senior Villas At La Canada Villa I,"1487 West Desert Harbor Circle, Tucson, Az 85704",https://app.seniorplace.com/communities/show/87602c58-fefc-4154-9b31-75859cf00c2f,1.0,,,0.829
10971,The Villas At La Canada Villa L,"1468 West Desert Harbor Circle, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-la-canada-villa-l,9054,Park Senior Villas At La Canada Villa L,"1468 West Desert Harbor Circle, Tucson, Az 85704",https://app.seniorplace.com/communities/show/55a863fb-5bc4-4eda-8037-a2884c5eca23,1.0,,,0.829
11001,Bethesda Gardens,"13825 North Cave Creek Road, Phoenix, Az 85022",https://www.seniorly.com/assisted-living/arizona/phoenix/bethesda-gardens,7102,Bethesda Gardens Phoenix,"13825 North Cave Creek Road, Phoenix, Az 85022",https://app.seniorplace.com/communities/show/e593a963-cccd-4248-9757-e9c47cf5ce31,1.0,,,0.800
11004,Paradise Living Centers Arcadia,"3937 East Montecito Avenue, Phoenix, Az 85018",https://www.seniorly.com/assisted-living/arizona/phoenix/paradise-living-centers-arcadia,8972,Paradise Living Centers Camelback,"3937 East Montecito Avenue, Phoenix, Az 85018",https://app.seniorplace.com/communities/show/258ea158-a29e-4a9c-8751-5ea3e8807565,1.0,,,0.844
11007,Vista Living Senior Care Paradise Valley,"4810 East Hummingbird Lane, Paradise Valley, Az 85253",https://www.seniorly.com/assisted-living/arizona/paradise-valley/vista-living-senior-care-paradise-valley,10163,Vista Living Paradise Valley,"4810 East Hummingbird Lane, Paradise Valley, Az 85253",https://app.seniorplace.com/communities/show/efbe7add-d0cf-46a2-bbc7-166ee72e1fe8,1.0,,,0.824
11010,Clearwater Mayo Boulevard,"6650 East Mayo Boulevard, Phoenix, Az 85054",https://www.seniorly.com/assisted-living/arizona/phoenix/clearwater-mayo-boulevard,7300,Clearwater Mayo Blvd,"6650 East Mayo Boulevard, Phoenix, Az 85054",https://app.seniorplace.com/communities/show/09a83411-4201-4df2-9f2f-3b237ac85b88,1.0,,,0.889
11014,Danila Care Home,"16033 North 17Th Place, Phoenix, Az 85022",https://www.seniorly.com/assisted-living/arizona/phoenix/danila-care-home,7374,Danila Care Home I I,"16033 North 17Th Place, Phoenix, Az 85022",https://app.seniorplace.com/communities/show/5d3344a9-33ea-4ea9-82ff-488d75f08267,1.0,,,0.889
11017,Hazelwood Manor Assisted Living,"8319 East Hazelwood, Scottsdale, Az 85251",https://www.seniorly.com/assisted-living/arizona/scottsdale/hazelwood-manor-assisted-living,8026,Hazelwood Manor Assisted Living,"8319 East Hazelwood Street, Scottsdale, Az 85251",https://app.seniorplace.com/communities/show/92beb47c-88b7-481e-99ee-f60f8577dcf2,0.96,,,1.000
11023,Caring For Loved Ones Ii,"14810 North 52Nd Street, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/caring-for-loved-ones-ii,7219,Caring For Loved Ones,"14810 North 52Nd Street, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/9ca9e660-7c87-4d22-bead-6bc5411dbce6,1.0,,,0.933
11027,Arabian Views Assisted Living One,"5501 East Woodridge Drive, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/arabian-views-assisted-living-one,6919,Arabian Views Assisted Living,"5501 East Woodridge Drive, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/b45ce3e6-022b-488a-b50c-ad17f00b51c2,1.0,,,0.935
11037,Bella Vita Residential Assisted Living,"4511 East Cholla Street, Phoenix, Az 85028",https://www.seniorly.com/assisted-living/arizona/phoenix/bella-vita-residential-assisted-living,7082,Bella Vita Residential Assisted Living Llc On Cholla St,"4511 East Cholla Street, Phoenix, Az 85028",https://app.seniorplace.com/communities/show/e793690d-88b8-4e0b-912c-e774ddde3986,1.0,,,0.817
11040,Sunnyhill Adult Care Home Ii,"7311 East Sunnyside Drive, Scottsdale, Az 85260",https://www.seniorly.com/assisted-living/arizona/scottsdale/sunnyhill-adult-care-home-ii,9733,Sunnyhill Adult Care Home Inc Ii,"7311 East Sunnyside Drive, Scottsdale, Az 85260",https://app.seniorplace.com/communities/show/def46cb4-8674-420d-9152-1368886df228,1.0,,,0.933
11044,Calinis Alos Ii,"10610 North 84Th Street, Scottsdale, Az 85260",https://www.seniorly.com/assisted-living/arizona/scottsdale/calini-s-alos-ii,7186,Calinis Alos I I,"10610 North 84Th Street, Scottsdale, Az 85260",https://app.seniorplace.com/communities/show/e2a2ffd1-fc32-46f0-bfef-ca0ab4fc7bae,1.0,,,0.968
11051,Arcadia Home Care,"3112 North 34Th Street, Phoenix, Az 85016",https://www.seniorly.com/assisted-living/arizona/phoenix/arcadia-home-care-llc,6927,Arcadia Home Care,"3112 North 34Th Street, Phoenix, Az 85018",https://app.seniorplace.com/communities/show/14a8787d-3de2-404f-8d7f-3f3a233df9f3,0.967741935483871,,,1.000
11063,Caring Hearts Assisted Care Home,"4029 East Pershing Avenue, Phoenix, Az 85032",https://www.seniorly.com/assisted-living/arizona/phoenix/caring-hearts-assisted-care-home,7221,Caring Hearts Assisted Care Home Phoenix,"4029 E Pershing Avenue, Phoenix, Az 85032",https://app.seniorplace.com/communities/show/d8a474f1-a3f5-4494-98ad-32e2c9942c67,1.0,,,0.889
11080,Secret Garden Assisted Living,"1320 West 7Th Street, Tempe, Az 85281",https://www.seniorly.com/assisted-living/arizona/tempe/secret-garden-assisted-living,9421,Secret Garden Assisted Living Ii,"1320 West 7Th Street, Tempe, Az 85281",https://app.seniorplace.com/communities/show/f3fa510f-f40b-4e3b-9530-0d181f4bbeb7,1.0,,,0.951
11086,Bellaire Assisted Living,"15350 North 29Th Street B2, Phoenix, Az 85032",https://www.seniorly.com/assisted-living/arizona/phoenix/bellaire-assisted-living,7084,Bellaire Assisted Living,"15350 North 29Th Street, Phoenix, Az 85032",https://app.seniorplace.com/communities/show/76a0cbde-db3e-4b85-b9ec-796d666c78dc,0.9552238805970149,,,1.000
11099,Ordinary Lifestyles,"401 North Laredo Lane, Payson, Az 85541",https://www.seniorly.com/assisted-living/arizona/payson/ordinary-lifestyles,8919,Ordinary Lifestyles,"401 Laredo Lane, Payson, Az 85541",https://app.seniorplace.com/communities/show/c5daf141-c42a-4c32-8c68-526bf880bf32,0.9666666666666667,,,1.000
11127,Jr Caring Hearts,"425 North Bernini Avenue, Sierra Vista, Az 85635",https://www.seniorly.com/assisted-living/arizona/sierra-vista/jr-caring-hearts,8289,Jr Caring Hearts,"425 Bernini Avenue, Sierra Vista, Az 85635",https://app.seniorplace.com/communities/show/44734d32-6a11-4737-9ab3-e9a076d98916,0.9736842105263158,,,1.000
11128,The Hacienda At The Canyon,"3900 North Sabino Canyon, Tucson, Az 85750",https://www.seniorly.com/assisted-living/arizona/tucson/the-hacienda-at-the-canyon,7950,Hacienda At The Canyon,"3900 North Sabino Canyon Road, Tucson, Az 85750",https://app.seniorplace.com/communities/show/5dc4260e-6ec4-4ada-b9b5-919170bb6c6f,0.96,,,0.917
11129,Fellowship Square Tucson,"8111 East Broadway Boulevard, Tucson, Az 85710",https://www.seniorly.com/assisted-living/arizona/tucson/fellowship-square,13073,Fellowship Square Tucson,"8111 E Broadway Boulevard, Tucson, Ariz 85710",https://app.seniorplace.com/communities/show/a7d4456b-8b07-456a-b690-93102f81f6b6,1.0,,,1.000
11137,Sherwood Village Assisted Living Memory Care,"102 South Sherwood Village Drive, Tucson, Az 85710",https://www.seniorly.com/assisted-living/arizona/tucson/sherwood-village-assisted-living-and-memory-care,9509,Sherwood Village Assisted Living And Memory Care,"102 South Sherwood Village Drive, Tucson, Az 85710",https://app.seniorplace.com/communities/show/27fd0baf-72ab-49f2-a85d-207648f40b5e,1.0,,,0.957
11144,Starfish Care Homes E River Hills Pl,"6611 East River Hills Place, Tucson, Az 85750",https://www.seniorly.com/assisted-living/arizona/tucson/starfish-care-homes-llc,9663,Starfish Care Homes Llc River Hills,"6611 East River Hills Place, Tucson, Az 85750",https://app.seniorplace.com/communities/show/e0490b9f-4def-4465-9e88-2d827c7524f8,1.0,,,0.901
11154,Rose Garden Senior Care,"3230 North Craycroft Road, Tucson, Az 85712",https://www.seniorly.com/assisted-living/arizona/tucson/rose-garden-senior-care-tucson,7932,Green Garden 1 Senior Care,"3230 North Craycroft Road, Tucson, Az 85712",https://app.seniorplace.com/communities/show/27a3c935-967a-4ffb-8481-80f3a0448599,1.0,,,0.857
11158,Shepherd Hills Senior Care,"6447 East Shepherd Hills, Tucson, Az 85710",https://www.seniorly.com/assisted-living/arizona/tucson/shepherd-hills-senior-care,9493,Shepherd Hills Senior Care,"6447 Shepherd Hills, Tucson, Az 85710",https://app.seniorplace.com/communities/show/d93f0c6c-3e69-400e-b949-5cb058cc0a1c,0.9722222222222222,,,1.000
11159,The Villas At Wilmot,"662 South Wilmot Road, Tucson, Az 85711",https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-wilmot,9990,The Villas At Wilmot Villa G,"662 South Wilmot Road, Tucson, Az 85711",https://app.seniorplace.com/communities/show/5868dc31-fd8e-480b-9683-cf5b125da131,1.0,,,0.833
11176,Heavenly Assisted Living Facility,"444 South Colonia Avenue, Tucson, Az 85711",https://www.seniorly.com/assisted-living/arizona/tucson/heavenly-assisted-living-facility,8042,Heavenly Assisted Living,"444 South Colonia Avenue, Tucson, Az 85711",https://app.seniorplace.com/communities/show/8019db52-1b79-4eb4-89ee-943904ad4750,1.0,,,0.842
11198,From R Hearts,"6666 West Camino Pizarro, Tucson, Az 85757",https://www.seniorly.com/assisted-living/arizona/tucson/from-r-hearts-llc,7753,Fromrhearts,"6666 West Camino Pizarro, Tucson, Az 85757",https://app.seniorplace.com/communities/show/8333c51b-8292-4aef-ad7b-379fd89feb54,1.0,,,0.917
11213,A Special Place Care Home,"4240 West 21 Lane, Yuma, Az 85364",https://www.seniorly.com/assisted-living/arizona/yuma/a-special-place-care-home,6751,A Special Place Care Home,"4240 West 21St Lane, Yuma, Az 85364",https://app.seniorplace.com/communities/show/042870fa-33a5-4950-8945-d5c60e4e72cc,0.9629629629629629,,,1.000
