ID,Title,current_website,seniorly_url,current_normalized_types,seniorplace_url,sp_types_raw,sp_types_mapped
,Marias Garden Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/maria-s-garden-care-home-llc,https://www.seniorly.com/assisted-living/arizona/phoenix/maria-s-garden-care-home-llc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Marian Adult Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/marian-adult-care-home,https://www.seniorly.com/assisted-living/arizona/phoenix/marian-adult-care-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Marilyn Manor Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/marilyn-manor-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/scottsdale/marilyn-manor-assisted-living-home,Assisted Living Home,,,
,Marino Manor Ii,https://www.seniorly.com/assisted-living/arizona/glendale/marino-manor-ii-llc,https://www.seniorly.com/assisted-living/arizona/glendale/marino-manor-ii-llc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Markesh Alh,https://www.seniorly.com/assisted-living/arizona/chandler/markesh-alh,https://www.seniorly.com/assisted-living/arizona/chandler/markesh-alh,Assisted Living Home,,,
,Marshall Home For Men,https://www.seniorly.com/assisted-living/arizona/tucson/marshall-home-for-men,https://www.seniorly.com/assisted-living/arizona/tucson/marshall-home-for-men,Assisted Living Home,,,
,Mary Petes Assisted Living,https://www.seniorly.com/assisted-living/arizona/tucson/mary-pete-s-assisted-living,https://www.seniorly.com/assisted-living/arizona/tucson/mary-pete-s-assisted-living,Assisted Living Home,https://app.seniorplace.com/communities/show/cc140db1-452b-420d-9540-fe4560263637,Assisted Living Home,Assisted Living Home
,Mary Grace Care Home,https://www.seniorly.com/assisted-living/arizona/mesa/mary-grace-care-home,https://www.seniorly.com/assisted-living/arizona/mesa/mary-grace-care-home,Assisted Living Home,https://app.seniorplace.com/communities/show/2cd9e2a2-1d6b-4a50-9229-d8802ebf87ec,Assisted Living Home,Assisted Living Home
,Marys Group Home,https://www.seniorly.com/assisted-living/arizona/tolleson/mary-s-group-home,https://www.seniorly.com/assisted-living/arizona/tolleson/mary-s-group-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Master Care,https://www.seniorly.com/assisted-living/arizona/phoenix/master-care-inc,https://www.seniorly.com/assisted-living/arizona/phoenix/master-care-inc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Maui Care Home,https://www.seniorly.com/assisted-living/arizona/peoria/maui-care-home,https://www.seniorly.com/assisted-living/arizona/peoria/maui-care-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Maxis Loving Place,https://www.seniorly.com/assisted-living/arizona/yuma/maxi-s-loving-place,https://www.seniorly.com/assisted-living/arizona/yuma/maxi-s-loving-place,Assisted Living Home,,,
,Mayfair Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/mayfair-assisted-living-home-inc,https://www.seniorly.com/assisted-living/arizona/mesa/mayfair-assisted-living-home-inc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Mcdowell Village,https://www.seniorly.com/assisted-living/arizona/scottsdale/mc-dowell-village,https://www.seniorly.com/assisted-living/arizona/scottsdale/mc-dowell-village,"Assisted Living Home, Independent Living",,,
,Meadow Assisted Living Care,https://www.seniorly.com/assisted-living/arizona/sun-city/meadow-assisted-living-care,https://www.seniorly.com/assisted-living/arizona/sun-city/meadow-assisted-living-care,Assisted Living Home,,,
,Medisys Home Care Ii,https://www.seniorly.com/assisted-living/arizona/casa-grande/medisys-home-care-ii,https://www.seniorly.com/assisted-living/arizona/casa-grande/medisys-home-care-ii,Assisted Living Home,,,
,Mesa Elder Care,https://www.seniorly.com/assisted-living/arizona/mesa/mesa-elder-care-inc,https://www.seniorly.com/assisted-living/arizona/mesa/mesa-elder-care-inc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Mimosa Springs,https://www.seniorly.com/assisted-living/arizona/scottsdale/mimosa-springs,https://www.seniorly.com/assisted-living/arizona/scottsdale/mimosa-springs,Assisted Living Home,,,
,Mirabella At Asu,https://www.seniorly.com/assisted-living/arizona/tempe/mirabella-at-asu,https://www.seniorly.com/assisted-living/arizona/tempe/mirabella-at-asu,"Assisted Living Home, Independent Living, Memory Care, Nursing Home",,,
,Miramonte Alh,https://www.seniorly.com/assisted-living/arizona/glendale/miramonte-alh,https://www.seniorly.com/assisted-living/arizona/glendale/miramonte-alh,"Assisted Living Home, Independent Living, Assisted Living Community",https://app.seniorplace.com/communities/show/111ce1e6-006b-4904-a407-6032fc56ab49,Assisted Living Home,Assisted Living Home
,Mom And Dad Place,https://www.seniorly.com/assisted-living/arizona/tucson/mom-and-dad-place-llc-tucson,https://www.seniorly.com/assisted-living/arizona/tucson/mom-and-dad-place-llc-tucson,"Assisted Living Home, Independent Living, Assisted Living Community",https://app.seniorplace.com/communities/show/7c96bf6e-63a8-429f-a2e1-54e1afa572c6,Assisted Living Home,Assisted Living Home
,Mom And Dad Solutions Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/mom-and-dad-solutions-assisted-living,https://www.seniorly.com/assisted-living/arizona/phoenix/mom-and-dad-solutions-assisted-living,Assisted Living Home,,,
,Moms Place Assisted Living,https://www.seniorly.com/assisted-living/arizona/glendale/mom-s-place-assisted-living-home-llc,https://www.seniorly.com/assisted-living/arizona/glendale/mom-s-place-assisted-living-home-llc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Monte Cristo 1 Alh,https://www.seniorly.com/assisted-living/arizona/phoenix/monte-cristo-1-alh,https://www.seniorly.com/assisted-living/arizona/phoenix/monte-cristo-1-alh,Assisted Living Home,,,
,Montebello Assisted Living 4,https://www.seniorly.com/assisted-living/arizona/gilbert/montebello-assisted-living-4,https://www.seniorly.com/assisted-living/arizona/gilbert/montebello-assisted-living-4,Assisted Living Home,,,
,Monterey Care Home,https://www.seniorly.com/assisted-living/arizona/mesa/monterey-care-home,https://www.seniorly.com/assisted-living/arizona/mesa/monterey-care-home,Assisted Living Home,,,
,Moon Valley Assisted Living Ii,https://www.seniorly.com/assisted-living/arizona/phoenix/moon-valley-assisted-living-ii-llc,https://www.seniorly.com/assisted-living/arizona/phoenix/moon-valley-assisted-living-ii-llc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Morning Glory Adult Care Home 1,https://www.seniorly.com/assisted-living/arizona/tucson/morning-glory-adult-care-home-1,https://www.seniorly.com/assisted-living/arizona/tucson/morning-glory-adult-care-home-1,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Morningstar At Arrowhead,https://www.seniorly.com/assisted-living/arizona/glendale/morning-star-at-arrowhead,https://www.seniorly.com/assisted-living/arizona/glendale/morning-star-at-arrowhead,"Assisted Living Home, Independent Living, Memory Care",,,
,Morningstar At Golden Ridge,https://www.seniorly.com/assisted-living/arizona/peoria/morningstar-at-golden-ridge,https://www.seniorly.com/assisted-living/arizona/peoria/morningstar-at-golden-ridge,"Assisted Living Home, Independent Living, Memory Care",,,
,Mount Zion Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/mount-zion-assisted-living-home-llc,https://www.seniorly.com/assisted-living/arizona/phoenix/mount-zion-assisted-living-home-llc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Mountain View Adult Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/mountain-view-adult-care-home,https://www.seniorly.com/assisted-living/arizona/phoenix/mountain-view-adult-care-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Mountain View Carehome,https://www.seniorly.com/assisted-living/arizona/mesa/golden-years-care-home-llc-mesa,https://www.seniorly.com/assisted-living/arizona/mesa/golden-years-care-home-llc-mesa,"Assisted Living Home, Independent Living, Assisted Living Community",https://app.seniorplace.com/communities/show/37c07cf1-f1ed-4414-9d1a-52178fbe3537,,
,Mountain View Retirement Village,https://www.seniorly.com/assisted-living/arizona/tucson/mountain-view-retirement-village,https://www.seniorly.com/assisted-living/arizona/tucson/mountain-view-retirement-village,"Assisted Living Home, Independent Living, Memory Care",https://app.seniorplace.com/communities/show/20aba364-4c5c-4ebc-9dcd-d81bd8e671be,"Assisted Living Home, Independent Living, Memory Care","Assisted Living Home, Independent Living, Memory Care"
,Mountain Vista Manor,https://www.seniorly.com/assisted-living/arizona/mesa/mountain-vista-manor-corp,https://www.seniorly.com/assisted-living/arizona/mesa/mountain-vista-manor-corp,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Mulberry Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/mulberry-assisted-living,https://www.seniorly.com/assisted-living/arizona/mesa/mulberry-assisted-living,Assisted Living Home,,,
,New Beginnings In Phoenix,https://www.seniorly.com/assisted-living/arizona/goodyear/new-beginnings-in-phoenix,https://www.seniorly.com/assisted-living/arizona/goodyear/new-beginnings-in-phoenix,Assisted Living Home,,,
,New Horizon Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/new-horizon-assisted-living,https://www.seniorly.com/assisted-living/arizona/chandler/new-horizon-assisted-living,Assisted Living Home,,,
,New You 1,https://www.seniorly.com/assisted-living/arizona/scottsdale/new-you-1,https://www.seniorly.com/assisted-living/arizona/scottsdale/new-you-1,Assisted Living Home,,,
,Norterra Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/norterra-assisted-living,https://www.seniorly.com/assisted-living/arizona/phoenix/norterra-assisted-living,Assisted Living Home,,,
,North Haven Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/north-haven-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/phoenix/north-haven-assisted-living-home,Assisted Living Home,,,
,North Ranch Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/north-ranch-assisted-living-home-llc,https://www.seniorly.com/assisted-living/arizona/scottsdale/north-ranch-assisted-living-home-llc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,North Scottsdale Gardens Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/north-scottsdale-gardens-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/scottsdale/north-scottsdale-gardens-assisted-living-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,North Star Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/north-star-care-home,https://www.seniorly.com/assisted-living/arizona/phoenix/north-star-care-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,North Valley Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/north-valley-care-home,https://www.seniorly.com/assisted-living/arizona/phoenix/north-valley-care-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,North Valley Quality Care,https://www.seniorly.com/assisted-living/arizona/phoenix/north-valley-quality-care-llc,https://www.seniorly.com/assisted-living/arizona/phoenix/north-valley-quality-care-llc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,North Valley Senior Living,https://www.seniorly.com/assisted-living/arizona/phoenix/north-valley-senior-living,https://www.seniorly.com/assisted-living/arizona/phoenix/north-valley-senior-living,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Nunnenkamp Center Friendship Village Tempe,https://www.seniorly.com/assisted-living/arizona/tempe/nunnenkamp-center-friendship-village-tempe,https://www.seniorly.com/assisted-living/arizona/tempe/nunnenkamp-center-friendship-village-tempe,Assisted Living Home,,,
,Olive Grove Assisted Living Memory Care,https://www.seniorly.com/assisted-living/arizona/phoenix/olive-grove-retirement-community,https://www.seniorly.com/assisted-living/arizona/phoenix/olive-grove-retirement-community,"Assisted Living Home, Independent Living",,,
,Olive Park Assisted Living,https://www.seniorly.com/assisted-living/arizona/peoria/olive-park-assisted-living,https://www.seniorly.com/assisted-living/arizona/peoria/olive-park-assisted-living,Assisted Living Home,,,
,Orchard Pointe At Arrowhead,https://www.seniorly.com/assisted-living/arizona/glendale/orchard-pointe-at-arrowhead,https://www.seniorly.com/assisted-living/arizona/glendale/orchard-pointe-at-arrowhead,"Assisted Living Home, Independent Living, Memory Care",,,
,Orchid Park Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/orchid-park-care-home,https://www.seniorly.com/assisted-living/arizona/phoenix/orchid-park-care-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Page Springs Living,https://www.seniorly.com/assisted-living/arizona/cornville/page-springs-living-cornville,https://www.seniorly.com/assisted-living/arizona/cornville/page-springs-living-cornville,Assisted Living Home,https://app.seniorplace.com/communities/show/572061a2-7df7-4801-b3bd-d95592554671,Assisted Living Home,Assisted Living Home
,Palm Valley Assisted Living,https://www.seniorly.com/assisted-living/arizona/goodyear/palm-valley-assisted-living-goodyear,https://www.seniorly.com/assisted-living/arizona/goodyear/palm-valley-assisted-living-goodyear,Assisted Living Home,,,
,Paradise Valley Senior Retreat,https://www.seniorly.com/assisted-living/arizona/paradise-valley/paradise-valley-senior-retreat,https://www.seniorly.com/assisted-living/arizona/paradise-valley/paradise-valley-senior-retreat,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Paradise West Assisted Senior Living,https://www.seniorly.com/assisted-living/arizona/peoria/paradise-west-assisted-senior-living,https://www.seniorly.com/assisted-living/arizona/peoria/paradise-west-assisted-senior-living,Assisted Living Home,,,
,Parkers Adult Care,https://www.seniorly.com/assisted-living/arizona/tucson/parker-s-adult-care-llc,https://www.seniorly.com/assisted-living/arizona/tucson/parker-s-adult-care-llc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Parkwood Adult Care Home,https://www.seniorly.com/assisted-living/arizona/glendale/parkwood-adult-care-home,https://www.seniorly.com/assisted-living/arizona/glendale/parkwood-adult-care-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Paseo Village,https://www.seniorly.com/assisted-living/arizona/peoria/paseo-village,https://www.seniorly.com/assisted-living/arizona/peoria/paseo-village,"Assisted Living Home, Independent Living, Memory Care",,,
,Peaceful Feeling Group Home,https://www.seniorly.com/assisted-living/arizona/mesa/peaceful-feeling-group-home,https://www.seniorly.com/assisted-living/arizona/mesa/peaceful-feeling-group-home,Assisted Living Home,,,
,Peak Care Assisted Living Phoenix Life Home,https://www.seniorly.com/assisted-living/arizona/phoenix/peak-care-assisted-living-phoenix-life-home,https://www.seniorly.com/assisted-living/arizona/phoenix/peak-care-assisted-living-phoenix-life-home,Assisted Living Home,,,
,Pennington Gardens,https://www.seniorly.com/assisted-living/arizona/chandler/pennington-gardens,https://www.seniorly.com/assisted-living/arizona/chandler/pennington-gardens,"Assisted Living Home, Independent Living, Memory Care",,,
,Penzi Care Home,https://www.seniorly.com/assisted-living/arizona/maricopa/penzi-care-home,https://www.seniorly.com/assisted-living/arizona/maricopa/penzi-care-home,Assisted Living Home,,,
,Peoria Adult Care Home,https://www.seniorly.com/assisted-living/arizona/peoria/peoria-adult-care-home,https://www.seniorly.com/assisted-living/arizona/peoria/peoria-adult-care-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Peoria Vista,https://www.seniorly.com/assisted-living/arizona/peoria/peoria-vista,https://www.seniorly.com/assisted-living/arizona/peoria/peoria-vista,Assisted Living Home,,,
,Petrisor Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/petrisor-assisted-living,https://www.seniorly.com/assisted-living/arizona/mesa/petrisor-assisted-living,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Pleasant Valley Care Home,https://www.seniorly.com/assisted-living/arizona/prescott/pleasant-valley-care-home,https://www.seniorly.com/assisted-living/arizona/prescott/pleasant-valley-care-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Pleasant Ville Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/pleasant-ville-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/mesa/pleasant-ville-assisted-living-home,Assisted Living Home,,,
,Portobello Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/portobello-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/mesa/portobello-assisted-living-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Precious Loving Home Care,https://www.seniorly.com/assisted-living/arizona/peoria/precious-loving-home-care-peoria,https://www.seniorly.com/assisted-living/arizona/peoria/precious-loving-home-care-peoria,Assisted Living Home,,,
,Premier Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/premier-assisted-living-llc,https://www.seniorly.com/assisted-living/arizona/phoenix/premier-assisted-living-llc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Prestige Assisted Living At Green Valley,https://www.seniorly.com/assisted-living/arizona/green-valley/prestige-assisted-living-at-green-valley,https://www.seniorly.com/assisted-living/arizona/green-valley/prestige-assisted-living-at-green-valley,"Assisted Living Home, Independent Living, Memory Care",,,
,Primavera Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/primavera-assisted-living,https://www.seniorly.com/assisted-living/arizona/phoenix/primavera-assisted-living,Assisted Living Home,,,
,Pronghorn Assisted Living,https://www.seniorly.com/assisted-living/arizona/prescott-valley/pronghorn-assisted-living,https://www.seniorly.com/assisted-living/arizona/prescott-valley/pronghorn-assisted-living,Assisted Living Home,,,
,Provencio Hope Assisted Living,https://www.seniorly.com/assisted-living/arizona/tucson/provencio-hope-assisted-living-llc,https://www.seniorly.com/assisted-living/arizona/tucson/provencio-hope-assisted-living-llc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Pueblo Norte Senior Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/pueblo-norte-senior-living-community,https://www.seniorly.com/assisted-living/arizona/scottsdale/pueblo-norte-senior-living-community,"Assisted Living Home, Independent Living, Memory Care",,,
,Pura Vida Assisted Living,https://www.seniorly.com/assisted-living/arizona/tucson/pura-vida-assisted-living,https://www.seniorly.com/assisted-living/arizona/tucson/pura-vida-assisted-living,Assisted Living Home,,,
,Quail Manor Assisted Living,https://www.seniorly.com/assisted-living/arizona/glendale/quail-manor-assisted-living-llc,https://www.seniorly.com/assisted-living/arizona/glendale/quail-manor-assisted-living-llc,"Assisted Living Home, Independent Living, Memory Care",,,
,Red Mountain Reflections Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/red-mountain-reflections-assisted-living-inc,https://www.seniorly.com/assisted-living/arizona/mesa/red-mountain-reflections-assisted-living-inc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Regency Adult Home Care,https://www.seniorly.com/assisted-living/arizona/phoenix/regency-adult-home-care-llc,https://www.seniorly.com/assisted-living/arizona/phoenix/regency-adult-home-care-llc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Rejoice Assisted Living 2,https://www.seniorly.com/assisted-living/arizona/glendale/rejoice-assisted-living-home-2,https://www.seniorly.com/assisted-living/arizona/glendale/rejoice-assisted-living-home-2,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Rhodas Assisted Living,https://www.seniorly.com/assisted-living/arizona/avondale/rhoda-s-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/avondale/rhoda-s-assisted-living-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Rialto House Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/rialto-house-assisted-living,https://www.seniorly.com/assisted-living/arizona/mesa/rialto-house-assisted-living,Assisted Living Home,,,
,Ridgecrest I,https://www.seniorly.com/assisted-living/arizona/tucson/ridgecrest-i,https://www.seniorly.com/assisted-living/arizona/tucson/ridgecrest-i,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Rivendell Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/rivendell-care-home,https://www.seniorly.com/assisted-living/arizona/phoenix/rivendell-care-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,River Of Love Adult Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/river-of-love-adult-care-home,https://www.seniorly.com/assisted-living/arizona/phoenix/river-of-love-adult-care-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Riviergreen Assisted Living,https://www.seniorly.com/assisted-living/arizona/tempe/riviergreen-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/tempe/riviergreen-assisted-living-home,Assisted Living Home,,,
,Robson Reserve At Pebblecreek,https://www.seniorly.com/assisted-living/arizona/goodyear/robson-reserve-at-pebblecreek,https://www.seniorly.com/assisted-living/arizona/goodyear/robson-reserve-at-pebblecreek,"Assisted Living Home, Independent Living",,,
,Robson Reserve At Sun Lakes,https://www.seniorly.com/assisted-living/arizona/sun-lakes/renaissance-luxury-retirement-living,https://www.seniorly.com/assisted-living/arizona/sun-lakes/renaissance-luxury-retirement-living,"Assisted Living Home, Independent Living, Memory Care",,,
,Rodys Adult Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/rody-s-adult-care-home,https://www.seniorly.com/assisted-living/arizona/phoenix/rody-s-adult-care-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Ronald Home Care,https://www.seniorly.com/assisted-living/arizona/phoenix/ronald-home-care,https://www.seniorly.com/assisted-living/arizona/phoenix/ronald-home-care,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Rosarian Assisted Living,https://www.seniorly.com/assisted-living/arizona/glendale/rosarian-assisted-living,https://www.seniorly.com/assisted-living/arizona/glendale/rosarian-assisted-living,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Royal Paradise Care,https://www.seniorly.com/assisted-living/arizona/surprise/royal-paradise-care-llc,https://www.seniorly.com/assisted-living/arizona/surprise/royal-paradise-care-llc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Rutledge Ranch Retreat,https://www.seniorly.com/assisted-living/arizona/paulden/rutledge-ranch-retreat-llc,https://www.seniorly.com/assisted-living/arizona/paulden/rutledge-ranch-retreat-llc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Saguaro Ranch Luxury Assisted Living,https://www.seniorly.com/assisted-living/arizona/tucson/saguaro-ranch-luxury-assisted-living-llc,https://www.seniorly.com/assisted-living/arizona/tucson/saguaro-ranch-luxury-assisted-living-llc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Sakutas Young At Heart Assisted Living,https://www.seniorly.com/assisted-living/arizona/tucson/sakuta-s-young-at-heart-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/tucson/sakuta-s-young-at-heart-assisted-living-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,San Nicolas Assisted Living Nw,https://www.seniorly.com/assisted-living/arizona/tucson/san-nicolas-assisted-living-home-nw-inc,https://www.seniorly.com/assisted-living/arizona/tucson/san-nicolas-assisted-living-home-nw-inc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,San Nicolas Ii,https://www.seniorly.com/assisted-living/arizona/tucson/san-nicolas-ii,https://www.seniorly.com/assisted-living/arizona/tucson/san-nicolas-ii,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Sapphire Elite Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/sapphire-elite-care-home-llc,https://www.seniorly.com/assisted-living/arizona/phoenix/sapphire-elite-care-home-llc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Sarahs Place At Glencroft,https://www.seniorly.com/assisted-living/arizona/glendale/sarah-s-place-at-glencroft,https://www.seniorly.com/assisted-living/arizona/glendale/sarah-s-place-at-glencroft,Assisted Living Home,,,
,Scottsdale Foothills Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/scottsdale-foothills-assisted-living,https://www.seniorly.com/assisted-living/arizona/scottsdale/scottsdale-foothills-assisted-living,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Scottsdale Village Square,https://www.seniorly.com/assisted-living/arizona/scottsdale/scottsdale-village-square-a-pacifica-senior-living-community,https://www.seniorly.com/assisted-living/arizona/scottsdale/scottsdale-village-square-a-pacifica-senior-living-community,"Assisted Living Home, Independent Living, Memory Care, Nursing Home",,,
,Sedona Winds,https://www.seniorly.com/assisted-living/arizona/sedona/sedona-winds,https://www.seniorly.com/assisted-living/arizona/sedona/sedona-winds,"Assisted Living Home, Independent Living, Memory Care",,,
,Senior Care Assisted Living,https://www.seniorly.com/assisted-living/arizona/tucson/senior-care-assisted-living-tucson,https://www.seniorly.com/assisted-living/arizona/tucson/senior-care-assisted-living-tucson,Assisted Living Home,,,
,Senior Living At Superstition Mountains,https://www.seniorly.com/assisted-living/arizona/apache-junction/senior-living-at-superstition-mountains,https://www.seniorly.com/assisted-living/arizona/apache-junction/senior-living-at-superstition-mountains,"Assisted Living Home, Independent Living, Memory Care",,,
,Senior Sanctuary Of Anthem,https://www.seniorly.com/assisted-living/arizona/anthem/senior-sanctuary-of-anthem,https://www.seniorly.com/assisted-living/arizona/anthem/senior-sanctuary-of-anthem,Assisted Living Home,,,
,Senior Serenity Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/senior-serenity-assisted-living,https://www.seniorly.com/assisted-living/arizona/phoenix/senior-serenity-assisted-living,Assisted Living Home,,,
,Serenade Assisted Living,https://www.seniorly.com/assisted-living/arizona/gilbert/serenade-assisted-living-llc,https://www.seniorly.com/assisted-living/arizona/gilbert/serenade-assisted-living-llc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Serendipity In The Sun,https://www.seniorly.com/assisted-living/arizona/scottsdale/serendipity-in-the-sun,https://www.seniorly.com/assisted-living/arizona/scottsdale/serendipity-in-the-sun,Assisted Living Home,,,
,Serenity Assisted Living At Lakewood,https://www.seniorly.com/assisted-living/arizona/phoenix/serenity-assisted-living-at-lakewood,https://www.seniorly.com/assisted-living/arizona/phoenix/serenity-assisted-living-at-lakewood,Assisted Living Home,,,
,Serenity Of North Scottsdale,https://www.seniorly.com/assisted-living/arizona/scottsdale/serenity-of-north-scottsdale,https://www.seniorly.com/assisted-living/arizona/scottsdale/serenity-of-north-scottsdale,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Shady Pines Care Home,https://www.seniorly.com/assisted-living/arizona/gilbert/shady-pines-care-home,https://www.seniorly.com/assisted-living/arizona/gilbert/shady-pines-care-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Shepherd Manor,https://www.seniorly.com/assisted-living/arizona/mesa/shepherd-manor,https://www.seniorly.com/assisted-living/arizona/mesa/shepherd-manor,Assisted Living Home,,,
,Sheridan Garden Assisted Living,https://www.seniorly.com/assisted-living/arizona/glendale/sheridan-garden-assisted-living,https://www.seniorly.com/assisted-living/arizona/glendale/sheridan-garden-assisted-living,"Assisted Living Home, Independent Living, Assisted Living Community",https://app.seniorplace.com/communities/show/942d60ed-5d01-4a33-a140-d0e5114ef785,Assisted Living Home,Assisted Living Home
,Sherwood Heights Adult Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/sherwood-heights-adult-living,https://www.seniorly.com/assisted-living/arizona/scottsdale/sherwood-heights-adult-living,"Assisted Living Home, Independent Living, Memory Care",,,
,Sierra Adult Care,https://www.seniorly.com/assisted-living/arizona/tucson/sierra-adult-care-llc,https://www.seniorly.com/assisted-living/arizona/tucson/sierra-adult-care-llc,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Silver Bells Adult Care Home,https://www.seniorly.com/assisted-living/arizona/scottsdale/silver-bells-adult-care-home,https://www.seniorly.com/assisted-living/arizona/scottsdale/silver-bells-adult-care-home,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Silver Bells Ii,https://www.seniorly.com/assisted-living/arizona/scottsdale/silver-bells-ii,https://www.seniorly.com/assisted-living/arizona/scottsdale/silver-bells-ii,"Assisted Living Home, Independent Living, Assisted Living Community",,,
,Silver Creek Assisted Living,https://www.seniorly.com/assisted-living/arizona/peoria/silver-creek-assisted-living,https://www.seniorly.com/assisted-living/arizona/peoria/silver-creek-assisted-living,"Assisted Living Home, Independent Living, Assisted Living Community",,,
