ID,Title,Address,Website,Source
7292,Claremont Assisted Living,"1221 Claremont Drive, Lake Havasu City, Az 86406",https://app.seniorplace.com/communities/show/5d2d202a-abeb-4008-9f43-74503ab44fbe,seniorplace
10880,Claremont Assisted Living,"1221 Claremont Drive, Lake Havasu, Az 86406",https://www.seniorly.com/assisted-living/arizona/lake-havasu/claremont-assisted-living,seniorly
10442,Clearwater Agritopia,"2811 Easy Agritopia Loop S, Gilbert, Az 85296",https://www.seniorly.com/assisted-living/arizona/gilbert/livgenerations-agritopia,seniorly
7298,Clearwater Agritopia,"2811 East Agritopia Loop South, Gilbert, Az 85296",https://app.seniorplace.com/communities/show/21d45472-7144-4a48-9c59-3f78fa123ae3,seniorplace
10438,Clearwater Ahwatukee,"15815 South 50Th Street, Phoeniz, Az 85048",https://www.seniorly.com/assisted-living/arizona/phoeniz/clearwater-ahwatukee,seniorly
7299,Clearwater Ahwatukee,"15815 South 50Th Street, Phoenix, Az 85048",https://app.seniorplace.com/communities/show/27fa13c6-d52e-441d-ab0b-63233975ad48,seniorplace
10411,Clearwater Pinnacle Peak,"23733 North Scottsdale Road, Scottsdale, Az 85255",https://www.seniorly.com/assisted-living/arizona/scottsdale/clearwater-pinnacle-peak,seniorly
7301,Clearwater Pinnacle Peak,"23733 North Scottsdale Road, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/74af2b4b-25f5-4d73-803f-0bc10cade820,seniorplace
10563,Comfort Haven Of Mesa,"758 South Toltec Road, Mesa, Az 85204",https://www.seniorly.com/assisted-living/arizona/mesa/comfort-haven-of-mesa,seniorly
7312,Comfort Haven Of Mesa,"758 South Toltec, Mesa, Az 85204",https://app.seniorplace.com/communities/show/19fee883-4292-4be4-ac5b-9311a2a95ed5,seniorplace
12796,Community Nursing Services,"2830 South Redwood Road, West Valley City, Ut 84119",https://app.seniorplace.com/communities/show/45a58df2-c707-4524-9af8-231593401b96,seniorplace
12798,Community Nursing Services,"480 South Carbon Avenue, Price, Ut 84501",https://app.seniorplace.com/communities/show/4830acdc-8fb5-4437-8bf9-a317d009e00d,seniorplace
10818,Constant Care Assisted Living,"830 West Amelia, Phoenix, Az 85013",https://www.seniorly.com/assisted-living/arizona/phoenix/constant-care-assisted-living,seniorly
7323,Constant Care Assisted Living,"830 West Amelia Avenue, Phoenix, Az 85013",https://app.seniorplace.com/communities/show/1b01c555-0c5b-4507-b81c-78db0de154e6,seniorplace
7355,Crismon Peaks Assisted Living,"10027 East Hillview Street, Mesa, Az 85207",https://www.seniorly.com/assisted-living/arizona/mesa/crismon-peaks-assisted-living-llc,seniorly
7354,Crismon Peaks Assisted Living,"10027 Hillview Street, Mesa, Az 85207",https://app.seniorplace.com/communities/show/fe22bf3e-f20d-4c50-b37c-7bb350cf0508,seniorplace
7359,Crossroads Assisted Living,"5821 North Escondido Lane, Tucson, Az 85704",https://app.seniorplace.com/communities/show/8fafe915-c4ea-404d-80a9-992de105b14b,seniorplace
7360,Crossroads Assisted Living,"5825 North Escondido Lane, Tucson, Az 85704",https://app.seniorplace.com/communities/show/3908cde7-46e5-44f7-97b6-c4a4521b4cee,seniorplace
7358,Crossroads Assisted Living,"5833 North Escondido Lane, Tucson, Az 85704",https://app.seniorplace.com/communities/show/178775e2-6a73-48be-877c-4baaffe79040,seniorplace
7361,Crystal Cove Home Care Ii,"4492 East Laurel Avenue, Gilbert, Az 85234",https://app.seniorplace.com/communities/show/8c1c69c3-786e-4536-8643-f62a325e2116,seniorplace
10347,Crystal Cove Home Care Ii,"4492 East Laurel Avenue, Higley, Az 85236",https://www.seniorly.com/assisted-living/arizona/higley/crystal-cove-home-care-ii,seniorly
7376,Daninas Care Home,"1045 Chuck Wagon Lane, Chino Valley, Az 86323",https://app.seniorplace.com/communities/show/44506e67-2db2-41f3-abe0-f12651e87801,seniorplace
10281,Daninas Care Home,"2406 West Sienna Bouquet Place, Phoenix, Az 85085",https://www.seniorly.com/assisted-living/arizona/phoenix/danina-s-care-home-l-l-c,seniorly
7378,Dayflower Care Home,"4166 West Dayflower Drive, San Tan Valley, Az 85142",https://app.seniorplace.com/communities/show/7dc46ce5-bb09-4b3e-8037-0026b47d1344,seniorplace
10589,Dayflower Care Home,"4166 West Dayflower Drive, Queen Creek, Az 85142",https://www.seniorly.com/assisted-living/arizona/queen-creek/dayflower-care-home,seniorly
7393,Desert Cove Assisted Living,"10405 East Desert Cove Avenue, Scottsdale, Az 85259",https://www.seniorly.com/assisted-living/arizona/scottsdale/desert-cove-assisted-living,seniorly
7394,Desert Cove Assisted Living,"1942 West Topeka Drive, Phoenix, Az 85027",https://app.seniorplace.com/communities/show/e260e697-79f9-435e-b9b1-0aff88b8aa0c,seniorplace
7399,Desert Gardens Assisted Living,"3700 North River Hills Drive, Tucson, Az 85750",https://app.seniorplace.com/communities/show/d25fa7c0-904d-441e-942e-65bba257f94e,seniorplace
7400,Desert Gardens Assisted Living,"5475 North Hacienda Del Sol Road, Tucson, Az 85718",https://app.seniorplace.com/communities/show/d4a12983-59ae-4c49-9433-491772222db0,seniorplace
7408,Desert Jewel At Orange Tree,"5640 E Shea Boulevard, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/c6e3855b-c054-458e-be0c-92d25ff66501,seniorplace
7409,Desert Jewel At Orange Tree,"5640 East Shea Boulevard, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/desert-jewel-at-orange-tree,seniorly
7417,Desert Palace Assisted Living,"480 South Jay Street, Chandler, Az 85225",https://app.seniorplace.com/communities/show/faef0a7f-58c5-45e7-a6ae-9fdad2144125,seniorplace
10481,Desert Palace Assisted Living,"480 South Jay Street, Chandler, Az 85224",https://www.seniorly.com/assisted-living/arizona/chandler/desert-palace-assisted-living,seniorly
12935,Divine Care Homes,"2948 Routt Circle, Lakewood, Co 80215",https://app.seniorplace.com/communities/show/ccabd98d-fbc0-423e-9163-9631edf8b96a,seniorplace
12937,Divine Care Homes,"9585 West 51St Avenue, Arvada, Co 80002",https://app.seniorplace.com/communities/show/e802d862-183e-4b3e-b92e-8df0ce977cc2,seniorplace
10334,Doctors Choice Assisted Living,"9101 East Brown Road Suite 107, Mesa, Az 85207",https://www.seniorly.com/assisted-living/arizona/mesa/doctor-s-choice-assisted-living,seniorly
7477,Doctors Choice Assisted Living,"9101 East Brown Road, Mesa, Az 85207",https://app.seniorplace.com/communities/show/53a3d16d-00e6-4de2-b1bf-1d0a8c29f0e1,seniorplace
10332,Eden Adult Care Facility,"210 South 98Th Way, Mesa, Az 85208",https://www.seniorly.com/assisted-living/arizona/mesa/eden-adult-care-facility-inc,seniorly
10341,Eden Adult Care Facility,"1625 North 72Nd Street, Mesa, Az 85207",https://www.seniorly.com/assisted-living/arizona/mesa/eden-adult-care-facility-inc-1625-north-72nd-street-mesa,seniorly
7513,Elite Assisted Living,"8632 West Via Montoya Drive, Peoria, Az 85383",https://app.seniorplace.com/communities/show/e2ac4ba4-4c44-4339-86bb-88774f4d37c4,seniorplace
7519,Elite Assisted Living,"15755 West Shangri La Road, Surprise, Az 85379",https://app.seniorplace.com/communities/show/8284f2fc-71f9-4a27-9d1c-e6230c833db8,seniorplace
7573,Encore On First,"25 West First Avenue, Mesa, Az 85210",https://app.seniorplace.com/communities/show/47f45a6f-bcf8-4673-9364-a21647fbf516,seniorplace
7572,Encore On First,"25 W 1St Avenue, Mesa, Mesa, Az 85210",https://app.seniorplace.com/communities/show/37465770-beca-4a4a-b8b1-324eda22baa7,seniorplace
7577,Essential Patient Care,"1496 Whirlwind Way, Safford, Az 85546",https://app.seniorplace.com/communities/show/523f7fc2-9bbe-433f-8cbd-5b2557ca2f45,seniorplace
7579,Essential Patient Care,"4039 West Cotton Valley Circle, Thatcher, Az 85552",https://app.seniorplace.com/communities/show/4c207d4a-2fb9-487e-b06b-2100a307be03,seniorplace
11047,Evergreen Assisted Living,"11635 North 56Th Street, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/evergreen-assisted-living,seniorly
7605,Evergreen Assisted Living,"2112 East Morelos Street, Chandler, Az 85225",https://app.seniorplace.com/communities/show/24bb2376-57dd-47f2-8b28-7e7466fa2852,seniorplace
7639,Faith Assisted Living,"9515 East Impala Avenue, Mesa, Az 85209",https://app.seniorplace.com/communities/show/663fd6e0-6374-428f-874c-2e2a70dd21c3,seniorplace
13060,Faith Assisted Living,"9515 E Impala Avenue, Mesa, 85209",https://app.seniorplace.com/communities/show/1fa54ea2-cf4a-4d1a-862e-7ede55fcb091,seniorplace
7645,Famiglia Amore,"2501 North Soldier Trail, Tucson, Az 85749",https://app.seniorplace.com/communities/show/c0b9545d-b5c9-4d79-bc4f-112179df76b3,seniorplace
11178,Famiglia Amore,"5962 East Eastland, Tucson, Az 85711",https://www.seniorly.com/assisted-living/arizona/tucson/famiglia-amore-llc,seniorly
7647,Family Care Assisted Living,"4327 West Wahalla Lane, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/family-care-assisted-living-home,seniorly
13061,Family Care Assisted Living,"174 Edlun Road, Grand Junction, Co 81503",https://app.seniorplace.com/communities/show/4aec34c4-6278-4b04-8357-74f73e80a8fd,seniorplace
7668,Faubush Family Homes,"2101 East Ash Street, Globe, Az 85501",https://app.seniorplace.com/communities/show/5ecf7fa0-2316-4840-a032-8b488981462d,seniorplace
7672,Faubush Family Homes,"300 Hunter Drive, Globe, Az 85501",https://app.seniorplace.com/communities/show/38dc69c8-a6c0-40b6-b046-0ea5e92d04b7,seniorplace
7670,Faubush Family Homes,"7760 6 Shooter Canyon Road, Globe, Az 85501",https://app.seniorplace.com/communities/show/28847780-a0d6-4f85-9d2b-a37696f808e7,seniorplace
10849,Faubush Family Homes,"7760 South Six Shooter Canyon Road, Globe, Az 85501",https://www.seniorly.com/assisted-living/arizona/globe/faubush-family-homes,seniorly
10436,Fellowship Square Historic Mesa,"35 West Brown Road, Mesa, Az 85201",https://www.seniorly.com/assisted-living/arizona/mesa/fellowship-square-historic-mesa,seniorly
7680,Fellowship Square Historic Mesa,"35 W Brown Road, Mesa, Az 85201",https://app.seniorplace.com/communities/show/b2318b64-dff4-494d-9ee2-ffd2220f26e1,seniorplace
13073,Fellowship Square Tucson,"8111 E Broadway Boulevard, Tucson, Ariz 85710",https://app.seniorplace.com/communities/show/a7d4456b-8b07-456a-b690-93102f81f6b6,seniorplace
11129,Fellowship Square Tucson,"8111 East Broadway Boulevard, Tucson, Az 85710",https://www.seniorly.com/assisted-living/arizona/tucson/fellowship-square,seniorly
7686,Fidelity Care Corner,"7548 North Casablanca Drive, Tucson, Az 85704",https://app.seniorplace.com/communities/show/c3912a8f-09d0-48ac-994e-8ebaa4b81c39,seniorplace
10968,Fidelity Care Corner,"7548 North Casa Blanca, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/fidelity-care-corner-inc,seniorly
10816,Fisher Family Home,"2927 West Redfield, Phoenix, Az 85053",https://www.seniorly.com/assisted-living/arizona/phoenix/fisher-family-home,seniorly
7700,Fisher Family Home,"2927 West Redfield Road, Phoenix, Az 85053",https://app.seniorplace.com/communities/show/19ba9f83-1d9c-4ab2-ae45-dca8ed10b1ff,seniorplace
7736,Fountain View Village,"16455 E Avenue Of The Fountains, Fountain Hills, Az 85268",https://app.seniorplace.com/communities/show/7491fa4f-8f2f-4987-ab2d-ded6b62b0a5c,seniorplace
10670,Fountain View Village,"16455 East Avenue Of The Fountains, Fountain Hills, Az 85268",https://www.seniorly.com/assisted-living/arizona/fountain-hills/fountain-view-village,seniorly
7738,Fountainview Assisted Living,"16328 East Montrose Drive, Fountain Hills, Az 85268",https://app.seniorplace.com/communities/show/3534f469-73b5-4aca-923a-588dc5f38342,seniorplace
10676,Fountainview Assisted Living,"15663 East Richwood Avenue, Fountain Hills, Az 85268",https://www.seniorly.com/assisted-living/arizona/fountain-hills/fountainview-assisted-living-home,seniorly
10763,G I Adult Care Home,"4749 West Piute, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/g-i-adult-care-home,seniorly
7759,G I Adult Care Home,"4749 West Piute Avenue, Glendale, Az 85308",https://app.seniorplace.com/communities/show/0480e1d7-f49f-49b7-b375-b8cedd80abe8,seniorplace
10888,Gems Assisted Living,"2255 Senita Drive, Lake Havasu City, Az 86403",https://www.seniorly.com/assisted-living/arizona/lake-havasu-city/gems-assisted-living,seniorly
7784,Gems Assisted Living,"2136 Senita Drive, Lake Havasu City, Az 86403",https://app.seniorplace.com/communities/show/68afde92-b7c7-4dd7-9eeb-11ed715fafbb,seniorplace
7786,Gems Assisted Living,"3035 North Prescott Street, Kingman, Az 86401",https://app.seniorplace.com/communities/show/3e262d82-76aa-49ed-b8d0-7b2798c1c940,seniorplace
7780,Gems Assisted Living 4,"1502 Avalon Avenue, Lake Havasu City, Az 86404",https://app.seniorplace.com/communities/show/62190e3e-33c1-439b-9001-1ab10ea22325,seniorplace
10890,Gems Assisted Living 4,"1502 Avalon Avenue Unit A B, Lake Havasu City, Az 86404",https://www.seniorly.com/assisted-living/arizona/lake-havasu-city/gems-assisted-living-4,seniorly
13220,Golden Gate Manor,"606 West Abriendo Avenue, Pueblo, Co 81004",https://app.seniorplace.com/communities/show/7be3d241-52e3-4acc-b673-26d1faa2a55b,seniorplace
13218,Golden Gate Manor,"1033 East Evans Avenue, Pueblo, Co 81004",https://app.seniorplace.com/communities/show/f40f0496-cf74-4f6b-9bb9-3ea017664794,seniorplace
13255,Good Life Senior Living And Memory Care,"1650 Los Lentes Road Northeast, Los Lunas, Nm 87031",https://app.seniorplace.com/communities/show/09c6d910-5900-4973-a42f-55c6c35e12de,seniorplace
13252,Good Life Senior Living And Memory Care,"801 West Cherry Lane, Carlsbad, Nm 88220",https://app.seniorplace.com/communities/show/53e90172-b85f-4678-8a89-f248b73718c6,seniorplace
13250,Good Life Senior Living And Memory Care,"1706 North 2Nd Street, Lovington, Nm 88260",https://app.seniorplace.com/communities/show/85b590a4-8b13-4b41-9904-0d87aa947a90,seniorplace
13248,Good Life Senior Living And Memory Care,"601 West Cherry Lane, Carlsbad, Nm 88220",https://app.seniorplace.com/communities/show/ebf524de-6982-4c40-b726-c0421ea4c513,seniorplace
13254,Good Life Senior Living And Memory Care,"906 Pistachio Trail, Artesia, Nm 88210",https://app.seniorplace.com/communities/show/a4a0bdfa-5cb3-40c0-bda6-2df10c184774,seniorplace
13277,Grace Assisted Living,"1610 Sunnyridge Road, Nampa, Id 83686",https://app.seniorplace.com/communities/show/6955db26-67c3-41c2-87b7-57a12362269a,seniorplace
13282,Grace Assisted Living,"15011 East Montview Boulevard, Aurora, Co 80011",https://app.seniorplace.com/communities/show/6afc2e71-c482-4592-a3e8-29b7b0831c49,seniorplace
7890,Grace Assisted Living,"5372 West Geronimo Street, Chandler, Az 85226",https://app.seniorplace.com/communities/show/949913d0-0082-48c4-8119-63cd1d5dc7ce,seniorplace
7894,Grace Assisted Living,"3426 West Angela Drive, Phoenix, Az 85053",https://app.seniorplace.com/communities/show/aa715d8c-e818-49d3-bc81-7dac22c3a14f,seniorplace
7926,Granite Gate Senior Living,"State Highway 89, Prescott, Az 86301",https://app.seniorplace.com/communities/show/98bac21b-dc2a-4226-89bf-874f7da40487,seniorplace
11102,Granite Gate Senior Living,"3850 North Us Highway 89, Prescott, Az 86301",https://www.seniorly.com/assisted-living/arizona/prescott/granite-gate-senior-living,seniorly
13312,Greenwood Manor,"421 West 11Th Street, Pueblo, Co 81003",https://app.seniorplace.com/communities/show/662c7722-87bd-45dd-adb9-9483e25224ae,seniorplace
13314,Greenwood Manor,"421 West 11Th Street, Pueblo, Co 81003",https://app.seniorplace.com/communities/show/5bb637bb-8cb4-4657-bec4-9ddafac23cf6,seniorplace
7956,Hacienda De Luna Assisted Living,"7150 North Camino De Fosforo, Tucson, Az 85718",https://app.seniorplace.com/communities/show/494945ce-0c34-46ec-8a13-7082a4d70fb0,seniorplace
7958,Hacienda De Luna Assisted Living,"1330 East Ina Road, Tucson, Az 85718",https://app.seniorplace.com/communities/show/fbd8c6b3-a5a3-4167-a775-61176b55122b,seniorplace
7954,Hacienda De Luna Assisted Living,"1310 East Ina Road, Tucson, Az 85718",https://app.seniorplace.com/communities/show/4154e265-bcd4-431a-8e5f-fb05a22e8f05,seniorplace
10354,Hacienda Del Rey,"12917 West Las Cruces Drive, Litchfield Park, Az 85340",https://www.seniorly.com/assisted-living/arizona/litchfield-park/hacienda-del-rey,seniorly
7960,Hacienda Del Rey,"12917 Las Cruces Drive, Litchfield Park, Az 85340",https://app.seniorplace.com/communities/show/87592fb1-dac5-416e-8135-e8fc885dce0d,seniorplace
7965,Halynas Care,"2107 West Orangewood Avenue, Phoenix, Az 85021",https://www.seniorly.com/assisted-living/arizona/phoenix/halyna-s-care,seniorly
7967,Halynas Care,"4212 West Mission Lane, Phoenix, Az 85051",https://app.seniorplace.com/communities/show/eda5737c-b7fb-4f08-aaec-9b98e3892626,seniorplace
10602,Harmony Adult Living Solution,"3960 East Brae Voe Way, San Tan Valley, Az 85140",https://www.seniorly.com/assisted-living/arizona/san-tan-valley/harmony-adult-living-solution,seniorly
7987,Harmony Adult Living Solution,"3960 East Brae Voe Way, Queen Creek, Az 85140",https://app.seniorplace.com/communities/show/3ec7c630-3dec-4231-8d3a-1ac0a3ef9889,seniorplace
13325,Harmony Care Assisted Living,"11540 Milwaukee Street, Thornton, Co 80233",https://app.seniorplace.com/communities/show/c3fadab7-8958-4f06-be34-939e431cfdb1,seniorplace
7989,Harmony Care Assisted Living,"6401 North 82Nd Street, Scottsdale, Az 85250",https://app.seniorplace.com/communities/show/5738ae65-c0a1-4665-bdd0-bfbfc9722afd,seniorplace
7999,Harvest At Queen Creek,"22664 E Stacey, Queen Creek, Az 85142",https://app.seniorplace.com/communities/show/2f19f219-84d5-4a6e-87c3-aeecc50a33ef,seniorplace
8000,Harvest At Queen Creek,"22664 E Stacey Road, Queen Creek, Az 85142",https://app.seniorplace.com/communities/show/f188ab52-d62a-4b24-9d70-51f52a9cea7d,seniorplace
8015,Haven Springs At North Phoenix,"4350 Street John Road, Phoenix, Az 85032",https://app.seniorplace.com/communities/show/064f1a1c-9800-4857-bd01-54d2ad7ca270,seniorplace
8016,Haven Springs At North Phoenix,"4350 East Saint John Road, Phoenix, Az 85032",https://app.seniorplace.com/communities/show/27dac9cc-b86b-45b8-818a-141f310c55e1,seniorplace
8026,Hazelwood Manor Assisted Living,"8319 East Hazelwood Street, Scottsdale, Az 85251",https://app.seniorplace.com/communities/show/92beb47c-88b7-481e-99ee-f60f8577dcf2,seniorplace
11017,Hazelwood Manor Assisted Living,"8319 East Hazelwood, Scottsdale, Az 85251",https://www.seniorly.com/assisted-living/arizona/scottsdale/hazelwood-manor-assisted-living,seniorly
11065,Healing Gardens Assisted Living Care Home,"12034 North 29Th Street, Phoenix, Az 85028",https://www.seniorly.com/assisted-living/arizona/phoenix/healing-gardens-assisted-living-care-home-llc,seniorly
10571,Healing Gardens Assisted Living Care Home,"4638 South Parkside Drive, Tempe, Az 85282",https://www.seniorly.com/assisted-living/arizona/tempe/healing-gardens-assisted-living-care-home,seniorly
13368,Healthcare Resort Of Colorado Springs The,"2818 Grand Vista Circle, Colorado Springs, Co 80904",https://app.seniorplace.com/communities/show/9464a4e4-f289-4702-8bb6-e1a6855de4fc,seniorplace
13370,Healthcare Resort Of Colorado Springs The,"2818 Grand Vista Circle, Colorado Springs, Co 80907",https://app.seniorplace.com/communities/show/588cdfb7-54e7-4a1b-93cc-8d8834e5e95f,seniorplace
8036,Heaven Can Wait,"4205 W Sioux Street, Laveen, Az 85339",https://app.seniorplace.com/communities/show/8c3ea156-98da-41ed-b5a1-e14bb9c12152,seniorplace
10897,Heaven Can Wait,"4205 West Sioux Street, Laveen, Az 85339",https://www.seniorly.com/assisted-living/arizona/laveen/heaven-can-wait,seniorly
13399,Heritage Home,"45 North 100 West, Hurricane, Ut 84737",https://app.seniorplace.com/communities/show/e021444b-a0ad-4ddb-b498-3477ef7e85a1,seniorplace
13397,Heritage Home,"45 North 100 West, Hurricane, Ut 84737",https://app.seniorplace.com/communities/show/3e0dd2b5-ac58-4f20-a042-49b2f08bc6b6,seniorplace
8073,Heritage Village Assisted Living,"8035 E Brown Road, Mesa, Az 85207",https://app.seniorplace.com/communities/show/67bf5711-23ff-451a-b6d0-3b5607c437bf,seniorplace
10312,Heritage Village Assisted Living,"8035 East Brown Road, Mesa, Az 85207",https://www.seniorly.com/assisted-living/arizona/mesa/heritage-village-6-llc,seniorly
11117,Hidden Oasis,"6081 Dodge Circle, Prescott Valley, Az 86314",https://www.seniorly.com/assisted-living/arizona/prescott-valley/hidden-oasis-llc,seniorly
11116,Hidden Oasis,"6081 North Dodge Drive, Prescott Valley, Az 86314",https://www.seniorly.com/assisted-living/arizona/prescott-valley/hidden-oasis,seniorly
13414,Hidden Valley Assisted Living,"1401 Shadow Valley Drive, Ogden, Ut 84403",https://app.seniorplace.com/communities/show/9ac66aae-84be-4b59-b570-14c9f9a3dc89,seniorplace
8078,Hidden Valley Assisted Living,"9409 West Hidden Valley Circle, Sun City, Az 85351",https://app.seniorplace.com/communities/show/30cf17be-fafd-4c89-9659-09ce8dd3c911,seniorplace
8096,Higley House Care Home,"885 North Los Gatos Lane, Gilbert, Az 85234",https://www.seniorly.com/assisted-living/arizona/gilbert/higley-house-care-home-llc,seniorly
8094,Higley House Care Home,"885 North Losgatos Lane, Gilbert, Az 85234",https://app.seniorplace.com/communities/show/e6cfdd21-5039-495d-88fe-777c67571861,seniorplace
13467,Holladay Home For The Elderly,"5950 S Highland Drive, Salt Lake City, Ut 84121",https://app.seniorplace.com/communities/show/8193542e-500e-475a-b7ca-b5d377b3fb41,seniorplace
13465,Holladay Home For The Elderly,"5950 South Highland Drive, Holladay, Ut 84121",https://app.seniorplace.com/communities/show/f185d14a-66e7-4582-be23-c63353c8db4f,seniorplace
8128,Home Sweet Home,"6814 East Mirabel Avenue, Mesa, Az 85209",https://app.seniorplace.com/communities/show/0b5035e8-f043-4851-9d72-b9bac9f17d0d,seniorplace
10345,Home Sweet Home,"6814 East Mirabel Avenue, Mesa, Az 85208",https://www.seniorly.com/assisted-living/arizona/mesa/home-sweet-home-mesa,seniorly
8135,Hope Assisted Living,"14123 West Hope Drive, Surprise, Az 85379",https://app.seniorplace.com/communities/show/fb5203ca-90bc-44f9-b653-f0aceca44793,seniorplace
10715,Hope Assisted Living,"5634 North 48Th Lane, Glendale, Az 85301",https://www.seniorly.com/assisted-living/arizona/glendale/hope-assisted-living-home-llc,seniorly
8136,Hope Care Assisted Living,"37817 West San Sisto Avenue, Maricopa, Az 85138",https://app.seniorplace.com/communities/show/093259cb-3411-428d-8c25-9d0bb3466b7c,seniorplace
8138,Hope Care Assisted Living,"43204 Mccord Drive, Maricopa, Az 85138",https://app.seniorplace.com/communities/show/5317f84a-251a-4425-87e7-da725078f682,seniorplace
8142,Hope Haven Assisted Living,"2615 Chambers Avenue, Kingman, Az 86401",https://app.seniorplace.com/communities/show/4dfd92d1-51a8-4ae2-a69d-2bcd096afa3b,seniorplace
10874,Hope Haven Assisted Living,"2615 Chamber Avenue, Kingman, Az 86401",https://www.seniorly.com/assisted-living/arizona/kingman/hope-haven-assisted-living-home,seniorly
8152,House Of Butterfly Assisted Living,"21436 East Lords Way, Queen Creek, Az 85142",https://app.seniorplace.com/communities/show/011f81b7-41ef-4f83-95d7-3d0e70270902,seniorplace
8154,House Of Butterfly Assisted Living,"1329 South Royal Palm Road, Apache Junction, Az 85119",https://app.seniorplace.com/communities/show/27f0ab2f-ad7b-445e-a18b-68c7ee2c4c4d,seniorplace
8156,House Of Butterfly Assisted Living,"4819 East La Puente Avenue, Phoenix, Az 85044",https://app.seniorplace.com/communities/show/0c42d9f8-b181-43f0-a4e2-524b7c6f4ccf,seniorplace
8162,House Of Prayer,"3100 S Mission Road, Tucson, Az 85713",https://app.seniorplace.com/communities/show/caa547aa-517b-4c28-a18e-63550a4fc4d9,seniorplace
11160,House Of Prayer,"919 East 30Th Street, Tucson, Az 85713",https://www.seniorly.com/assisted-living/arizona/tucson/house-of-prayer-inc,seniorly
8167,Houston Creek Assisted Living,"210 South Houston Creek Circle, Star Valley, Az 85541",https://app.seniorplace.com/communities/show/40983b08-c589-498b-805f-2c55370984ff,seniorplace
11098,Houston Creek Assisted Living,"210 South Houston Creek Circle, Payson, Az 85541",https://www.seniorly.com/assisted-living/arizona/payson/houston-creek-assisted-living-llc,seniorly
8172,Hummingbird Assisted Living,"912 Loma Pinon Loop, Sierra Vista, Az 85635",https://app.seniorplace.com/communities/show/406f5973-fdf5-408a-b5c4-4f672cb9de2b,seniorplace
11172,Hummingbird Assisted Living,"1828 West Sauvignon Drive, Tucson, Az 85746",https://www.seniorly.com/assisted-living/arizona/tucson/hummingbird-assisted-living-home,seniorly
8190,Immaculate Heart Of Mary Assisted Living,"3044 West Martinez Drive, Queen Creek, Az 85142",https://app.seniorplace.com/communities/show/53e6f808-d131-4aa6-8df5-8fc059ebc2e1,seniorplace
8192,Immaculate Heart Of Mary Assisted Living,"10314 Bergeron Avenue, Mesa, Az 85212",https://app.seniorplace.com/communities/show/1837fbff-8897-403b-9b9b-fd31c3a6ce0a,seniorplace
8194,Immaculate Heart Of Mary Assisted Living,"3678 East Thornton Avenue, Gilbert, Az 85297",https://app.seniorplace.com/communities/show/a4510c65-144e-4544-893c-3aeed512ab5c,seniorplace
8198,Immanuel Campus Of Care,"11301 North 99Th Avenue, Peoria, Az 85345",https://app.seniorplace.com/communities/show/8af2b730-ca42-4365-bfdc-42bca17cca60,seniorplace
8196,Immanuel Campus Of Care,"11295 North 99Th Avenue, Peoria, Az 85345",https://app.seniorplace.com/communities/show/951ba43a-27f7-4019-8e08-3ad7214994ea,seniorplace
10400,In Angel Arms,"22868 West Hopi, Buckeye, Az 85326",https://www.seniorly.com/assisted-living/arizona/buckeye/in-angel-arms-llc,seniorly
8205,In Angel Arms,"22868 West Hopi Circle, Buckeye, Az 85326",https://app.seniorplace.com/communities/show/9bf7f600-dd1b-466c-a2f5-14eb97c87812,seniorplace
8229,Inspirations Of Tempe,"1875 E Guadalupe Road, Tempe, Az 85283",https://app.seniorplace.com/communities/show/ee729ee8-c473-4640-b68e-4b9a98531c86,seniorplace
10434,Inspirations Of Tempe,"1875 East Guadalupe Road, Tempe, Az 85283",https://www.seniorly.com/assisted-living/arizona/tempe/inspirations-of-tempe,seniorly
8269,Jolley Family Assisted Living,"20106 West Broadway Road, Buckeye, Az 85326",https://www.seniorly.com/assisted-living/arizona/buckeye/jolley-family-assisted-living-llc,seniorly
8268,Jolley Family Assisted Living,"20104 West Broadway Road, Buckeye, Az 85326",https://app.seniorplace.com/communities/show/1a42cb60-860a-4334-9967-3613a41d9757,seniorplace
8277,Joy Care Assisted Living,"2532 West Larkspur Drive, Phoenix, Az 85029",https://app.seniorplace.com/communities/show/bcdc40a3-670e-4d8f-a4b8-6074f39a0668,seniorplace
8279,Joy Care Assisted Living,"2438 Sunland Avenue, Phoenix, Az 85041",https://app.seniorplace.com/communities/show/2fb23bde-8643-4a71-9a8d-619a09ddba9a,seniorplace
8289,Jr Caring Hearts,"425 Bernini Avenue, Sierra Vista, Az 85635",https://app.seniorplace.com/communities/show/44734d32-6a11-4737-9ab3-e9a076d98916,seniorplace
11127,Jr Caring Hearts,"425 North Bernini Avenue, Sierra Vista, Az 85635",https://www.seniorly.com/assisted-living/arizona/sierra-vista/jr-caring-hearts,seniorly
8316,Kindred Homes Yuma,"5238 East 47Th Street, Yuma, Az 85365",https://www.seniorly.com/assisted-living/arizona/yuma/kindred-homes-yuma-llc,seniorly
