wp_id,title,address,seniorly_url,city,state
7453,Devoted Hearts Assisted Living,"1621 West Corona Drive, Chandler, Az 85224",https://www.seniorly.com/assisted-living/arizona/chandler/devoted-hearts-assisted-living-llc,,
7455,Diamond Manor Adult Care,"7330 West Getty Drive, Phoenix, Az 85043",https://www.seniorly.com/assisted-living/arizona/phoenix/diamond-manor-adult-care,,
7457,Diamond Quality Assisted Living Care Home,"6177 East Blanche Drive, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/diamond-quality-assisted-living-care-home,,
7467,Dinas Assisted Living,"13174 North 82Nd Drive, Peoria, Az 85381",https://www.seniorly.com/assisted-living/arizona/peoria/dina-s-assisted-living-home,,
7475,Dnadebbs At Layton Lake,"3234 East Dogwood Place, Chandler, Az 85286",https://www.seniorly.com/assisted-living/arizona/chandler/dnadebbs-at-layton-lake,,
7497,Eden Estates Assisted Living,"20393 East Calle De Flores, Queen Creek, Az 85142",https://www.seniorly.com/assisted-living/arizona/queen-creek/eden-estates-assisted-living,,
7502,El Pueblo Assisted Living,"14030 North El Pueblo Boulevard, Fountain Hills, Az 85268",https://www.seniorly.com/assisted-living/arizona/fountain-hills/el-pueblo-assisted-living,,
7510,Elegant Care Ii,"6052 West Victoria Place, Chandler, Az 85226",https://www.seniorly.com/assisted-living/arizona/chandler/elegant-care-ii,,
7511,Elegant Care,"442 East Sunburst Lane, Tempe, Az 85284",https://www.seniorly.com/assisted-living/arizona/tempe/elegant-care-llc,,
7529,Elliecare,"4857 West Beverly Lane, Glendale, Az 85306",https://www.seniorly.com/assisted-living/arizona/glendale/elliecare,,
7545,Embrace Assisted Living,"7256 East Onza Avenue, Mesa, Az 85212",https://www.seniorly.com/assisted-living/arizona/mesa/embrace-assisted-living,,
7553,Emerald Groves Central,"2759 North Val Vista Drive, Mesa, Az 85213",https://www.seniorly.com/assisted-living/arizona/mesa/emerald-groves-central,,
7555,Emerald Groves North,"2920 North Val Vista Drive, Mesa, Az 85213",https://www.seniorly.com/assisted-living/arizona/mesa/emerald-groves-north,,
7556,Emerald Groves South,"3714 East Mclellan Road, Mesa, Az 85205",https://www.seniorly.com/assisted-living/arizona/mesa/emerald-groves-south,,
7557,Emerald Springs Senior Living,"1475 South 46Th Avenue, Yuma, Az 85364",https://www.seniorly.com/assisted-living/arizona/yuma/emerald-springs-retirement-and-assisted-living-community,,
7559,Emerine Hills Adult Care Home,"1270 West Emerine Drive, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/emerine-hills-adult-care-home,,
7569,Encanto Palms Assisted Living,"3901 West Encanto Boulevard, Phoenix, Az 85009",https://www.seniorly.com/assisted-living/arizona/phoenix/encanto-palms-assisted-living,,
7584,Estancia Assisted Living At Discovery Park,"3517 South 159Th Street, Gilbert, Az 85297",https://www.seniorly.com/assisted-living/arizona/gilbert/estancia-assisted-living-at-discovery-park,,
7587,Estancia Assisted Living,"3260 East Tonto Court, Gilbert, Az 85298",https://www.seniorly.com/assisted-living/arizona/gilbert/estancia-assisted-living,,
7597,Eternal Spring Of Gilbert,"940 East Williams Field Road, Gilbert, Az 85295",https://www.seniorly.com/assisted-living/arizona/gilbert/eternal-spring-of-gilbert,,
7617,Everlasting Services At Hatcher,"4733 West Hatcher Road, Glendale, Az 85302",https://www.seniorly.com/assisted-living/arizona/glendale/everlasting-services-at-hatcher,,
7621,Extended Family Home,"2556 East Hermosa Vista Drive, Mesa, Az 85213",https://www.seniorly.com/assisted-living/arizona/mesa/extended-family-home,,
7629,Fairbrook Grove,"3916 East Fairbrook Circle, Mesa, Az 85205",https://www.seniorly.com/assisted-living/arizona/mesa/fairbrook-grove-inc,,
7633,Fairmount Assisted Living,"6161 East Fairmount Street, Tucson, Az 85712",https://www.seniorly.com/assisted-living/arizona/tucson/fairmount-assisted-living-llc,,
7635,Fairwinds Desert Point,"10701 North La Reserve Drive, Oro Valley, Az 85737",https://www.seniorly.com/assisted-living/arizona/oro-valley/fairwinds-desert-point,,
7641,Faith Care Homes,"2223 South Faith, Mesa, Az 85209",https://www.seniorly.com/assisted-living/arizona/mesa/faith-care-homes,,
7647,Family Care Assisted Living,"4327 West Wahalla Lane, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/family-care-assisted-living-home,,
7649,Family Care Homes Inc Encanto House,"2962 East Encanto Street, Mesa, Az 85213",https://www.seniorly.com/assisted-living/arizona/mesa/family-care-homes-inc-encanto-house,,
7659,Family Loving Kare S1,"1681 West Placita Abreojos, Sahuarita, Az 85629",https://www.seniorly.com/assisted-living/arizona/sahuarita/family-loving-kare-s1,,
7666,Family Touch,"2345 East Leonora Street, Mesa, Az 85213",https://www.seniorly.com/assisted-living/arizona/mesa/family-touch,,
7674,Fawn Assisted Living,"13332 East Boston Street, Chandler, Az 85225",https://www.seniorly.com/assisted-living/arizona/chandler/fawn-assisted-living,,
7677,Feel At Home Assisted Living,"4671 West Camino De Manana, Tucson, Az 85742",https://www.seniorly.com/assisted-living/arizona/tucson/feel-at-home-assisted-living,,
7690,Firebird Assisted Living,"7179 West Firebird Drive, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/firebird-assisted-living,,
7692,Firebird Assisted Living 2,"7186 West Firebird Drive, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/firebird-assisted-living-2,,
7694,First Adult Care Home,"3925 North 1St Avenue, Tucson, Az 85719",https://www.seniorly.com/assisted-living/arizona/tucson/first-adult-care-home,,
7696,First Choice Assisted Living,"6819 North 14Th Street, Phoenix, Az 85014",https://www.seniorly.com/assisted-living/arizona/phoenix/first-choice-assisted-living,,
7704,Five Star Assisted Living,"1932 East Jeanine Drive, Tempe, Az 85284",https://www.seniorly.com/assisted-living/arizona/tempe/five-star-assisted-living,,
7712,Flomarie Love Care Home 2,"2102 North Chestnut Circle, Mesa, Az 85213",https://www.seniorly.com/assisted-living/arizona/mesa/flomarie-love-care-home-2,,
7718,Foothills Vista Adult Care Home,"7357 North Paseo Ronceval, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/foothills-vista-adult-care-home-llc,,
7724,Fountain Hills Assisted Living,"5962 East Seneca Street, Tucson, Az 85712",https://www.seniorly.com/assisted-living/arizona/tucson/fountain-hills-assisted-living-llc,,
7742,Frances Residential Care 1,"502 South Magnolia Avenue, Tucson, Az 85711",https://www.seniorly.com/assisted-living/arizona/tucson/frances-residential-care-1,,
7750,Friends And Family Assisted Living,"10601 East Meseto Avenue, Mesa, Az 85209",https://www.seniorly.com/assisted-living/arizona/mesa/friends-and-family-assisted-living,,
7757,G G Comfortable Care Home,"15247 North 63Rd Drive, Glendale, Az 85306",https://www.seniorly.com/assisted-living/arizona/glendale/g-g-comfortable-care-home,,
7797,Gifts Of Grace Assisted Livings,"2866 East Cotton Court, Gilbert, Az 85234",https://www.seniorly.com/assisted-living/arizona/gilbert/gifts-of-grace-assisted-living-homes,,
7801,Give Love Assisted Living,"11408 West Holly Street, Avondale, Az 85392",https://www.seniorly.com/assisted-living/arizona/avondale/give-love-assisted-living,,
7805,Glecy Infinity Care Assisted Living,"976 West Citrus Way, Chandler, Az 85248",https://www.seniorly.com/assisted-living/arizona/chandler/glecy-infinity-care-assisted-living,,
7813,Glorianne Adult Care Home,"5231 West Kaler Circle, Glendale, Az 85301",https://www.seniorly.com/assisted-living/arizona/glendale/glorianne-adult-care-home,,
7815,Glynnis Place,"4216 North 100Th Avenue, Phoenix, Az 85037",https://www.seniorly.com/assisted-living/arizona/phoenix/glynnis-place,,
7845,Golden Residence Assisted Living,"4860 West Geronimo Street, Chandler, Az 85226",https://www.seniorly.com/assisted-living/arizona/chandler/golden-residence-assisted-living,,
7855,Golden Swan Manor,"9828 North 57Th Street, Paradise Valley, Az 85253",https://www.seniorly.com/assisted-living/arizona/paradise-valley/golden-swan-manor,,
7861,Golden Touch Care Homes,"1926 West Highland Street, Chandler, Az 85224",https://www.seniorly.com/assisted-living/arizona/chandler/golden-touch-care-homes,,
7866,Golden Years Assisted Living,"5934 West Villa Theresa Drive, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/golden-years-assisted-living-glendale,,
7870,Goldmine Mountain Assisted Living,"2785 West Goldmine Mountain Drive, San Tan Valley, Az 85142",https://www.seniorly.com/assisted-living/arizona/san-tan-valley/goldmine-mountain-assisted-living-home,,
7880,Good Samaritan Home Care,"2440 East Whitten Street, Chandler, Az 85225",https://www.seniorly.com/assisted-living/arizona/chandler/good-samaritan-home-care,,
7884,Good Shepherd Assisted Living,"6464 East Norwood Circle, Mesa, Az 85215",https://www.seniorly.com/assisted-living/arizona/mesa/good-shepherd-assisted-living-llc,,
7898,Grace Hill Ranch,"37509 North 16Th Street, Phoenix, Az 85086",https://www.seniorly.com/assisted-living/arizona/phoenix/grace-hill-ranch-llc,,
7900,Grace Hill Special Care,"2866 West Muriel Drive, Phoenix, Az 85053",https://www.seniorly.com/assisted-living/arizona/phoenix/grace-hill-special-care-llc,,
7904,Grace Living Care,"8340 North 86Th Lane, Peoria, Az 85345",https://www.seniorly.com/assisted-living/arizona/peoria/grace-living-care,,
7906,Grace Manor,"1330 East Ivanhoe Street, Chandler, Az 85225",https://www.seniorly.com/assisted-living/arizona/chandler/grace-manor-chandler,,
7912,Graceful Hands Home Care,"5241 South 3Rd Street, Phoenix, Az 85040",https://www.seniorly.com/assisted-living/arizona/phoenix/graceful-hands-home-care,,
7916,Graceville Estate,"619 West Citrus Way, Chandler, Az 85248",https://www.seniorly.com/assisted-living/arizona/chandler/graceville-estate-chandler,,
7918,Gracious Grannys,"1420 Bates Road, Cottonwood, Az 86326",https://www.seniorly.com/assisted-living/arizona/cottonwood/gracious-granny-s-llc,,
7922,Grandmas Angel 2,"1532 South Perlman Avenue, Tucson, Az 85710",https://www.seniorly.com/assisted-living/arizona/tucson/grandma-s-angel-2,,
7928,Great Heart Adult Assisted Living,"3241 East Corrine Drive, Phoenix, Az 85032",https://www.seniorly.com/assisted-living/arizona/phoenix/great-heart-adult-assisted-living-home,,
7930,Green Acres Assisted Living,"2821 East Iris Drive, Chandler, Az 85286",https://www.seniorly.com/assisted-living/arizona/chandler/green-acres-assisted-living-home-llc,,
7962,Hacienda Granada,"4040 East Highland Avenue, Phoenix, Az 85018",https://www.seniorly.com/assisted-living/arizona/phoenix/hacienda-granada,,
7965,Halynas Care,"2107 West Orangewood Avenue, Phoenix, Az 85021",https://www.seniorly.com/assisted-living/arizona/phoenix/halyna-s-care,,
7991,Harmony Gardens,"6301 West Earll Drive, Phoenix, Az 85033",https://www.seniorly.com/assisted-living/arizona/phoenix/harmony-gardens-llc,,
7993,Hartford Assisted Living,"3736 West Hartford Avenue, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/hartford-assisted-living,,
7995,Harvard House Of Care,"14628 West Harvard Street, Goodyear, Az 85395",https://www.seniorly.com/assisted-living/arizona/goodyear/harvard-house-of-care-llc,,
8022,Hayden Estates Assisted Living,"7585 East Sweetwater Avenue, Scottsdale, Az 85260",https://www.seniorly.com/assisted-living/arizona/scottsdale/hayden-estates-assisted-living,,
8024,Hayden Villa,"7917 East Cactus Road, Scottsdale, Az 85260",https://www.seniorly.com/assisted-living/arizona/scottsdale/hayden-villa,,
8028,Healing Hearts Assisted Living,"777 Golf Links Road, Sierra Vista, Az 85635",https://www.seniorly.com/assisted-living/arizona/sierra-vista/healing-hearts-assisted-living,,
8054,Helping Hands Assisted Living,"17039 West Alameda Road, Surprise, Az 85387",https://www.seniorly.com/assisted-living/arizona/surprise/helping-hands-assisted-living-surprise,,
8067,Heritage Manor Assisted Living,"1271 North Kingston Street, Gilbert, Az 85233",https://www.seniorly.com/assisted-living/arizona/gilbert/heritage-manor-assisted-living-llc,,
8071,Heritage Oaks Assisted Living,"6569 East Carondelet Drive, Tucson, Az 85710",https://www.seniorly.com/assisted-living/arizona/tucson/heritage-oaks-assisted-living-tucson,,
8086,Highland Assisted Living,"1040 North Villas Lane, Chandler, Az 85224",https://www.seniorly.com/assisted-living/arizona/chandler/dignified-assisted-living-llc-chandler,,
8088,Highland Lakes Care Home,"6076 West Piute Avenue, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/highland-lakes-care-home,,
8090,Highland Park Assisted Living,"19512 North 66Th Avenue, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/highland-park-assisted-living-home,,
8098,Hildas Haven 1,"1970 East Ross Drive, Chandler, Az 85225",https://www.seniorly.com/assisted-living/arizona/chandler/hilda-s-haven-1,,
8117,Holy Name Assisted Living 2,"2571 South Eileen Drive, Chandler, Az 85286",https://www.seniorly.com/assisted-living/arizona/chandler/holy-name-assisted-living-2,,
8119,Holy Name Assisted Living,"112 South Nebraska Street, Chandler, Az 85225",https://www.seniorly.com/assisted-living/arizona/chandler/holy-name-assisted-living,,
8120,Holy Trinity Assisted Living,"3965 West Massingale Road, Tucson, Az 85741",https://www.seniorly.com/assisted-living/arizona/tucson/holy-trinity-assisted-living-llc,,
8126,Home Of Helping Hands Assisted Living,"4429 North 156Th Drive, Goodyear, Az 85395",https://www.seniorly.com/assisted-living/arizona/goodyear/home-of-helping-hands-assisted-living-llc,,
8130,Home Sweet Home On Florian,"3942 East Florian Avenue, Mesa, Az 85206",https://www.seniorly.com/assisted-living/arizona/mesa/home-sweet-home-on-florian,,
8148,Horizon Assisted Living,"19728 North 79Th Avenue, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/horizon-assisted-living-home-llc,,
8150,Horizon Manor 2,"5645 East Nisbet Road, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/horizon-manor-2,,
8174,Hummingbird Gardens,"16024 North 17Th Way, Phoenix, Az 85022",https://www.seniorly.com/assisted-living/arizona/phoenix/hummingbird-gardens,,
8221,Insight Guest Home,"15433 North 45Th Street, Phoenix, Az 85032",https://www.seniorly.com/assisted-living/arizona/phoenix/insight-guest-home,,
8223,Inspira Arrowhead,"20240 North 78Th Avenue, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/inspira-arrowhead,,
8225,Inspira Gateway,"4533 East Banner Gateway Drive, Mesa, Az 85206",https://www.seniorly.com/assisted-living/arizona/mesa/inspira-gateway,,
8234,Integrity Care,"1721 North 74Th Place, Scottsdale, Az 85257",https://www.seniorly.com/assisted-living/arizona/scottsdale/integrity-care,,
8240,Iocam Assisted Living,"6128 West Gambit Trail, Phoenix, Az 85083",https://www.seniorly.com/assisted-living/arizona/phoenix/iocam-assisted-living-home,,
8258,Jim And Patti Jones Assisted Living Iii,"3529 East Downing Circle, Mesa, Az 85213",https://www.seniorly.com/assisted-living/arizona/mesa/jim-and-patti-jones-assisted-living-home-iii,,
8264,Jmj Adult Care Home,"7754 North 33Rd Avenue, Phoenix, Az 85051",https://www.seniorly.com/assisted-living/arizona/phoenix/j-m-j-adult-care-home,,
8269,Jolley Family Assisted Living,"20106 West Broadway Road, Buckeye, Az 85326",https://www.seniorly.com/assisted-living/arizona/buckeye/jolley-family-assisted-living-llc,,
8273,Jones Family Care Home,"412 South 30Th Street, Mesa, Az 85204",https://www.seniorly.com/assisted-living/arizona/mesa/jones-family-care-home,,
8275,Joshua Springs Senior Living,"2995 Desert Sky Boulevard, Bullhead City, Az 86442",https://www.seniorly.com/assisted-living/arizona/bullhead-city/joshua-springs-senior-living,,
8282,Joyce Ridge Civitan House,"5038 North 17Th Avenue, Phoenix, Az 85015",https://www.seniorly.com/assisted-living/arizona/phoenix/joyce-ridge-civitan-house,,
8293,Jubilee In The Desert Assisted Living,"4321 West Cholla Street, Glendale, Az 85304",https://www.seniorly.com/assisted-living/arizona/glendale/jubilee-in-the-desert-assisted-living,,
8295,Julians Assisted Living,"10304 East Jan Avenue, Mesa, Az 85209",https://www.seniorly.com/assisted-living/arizona/mesa/julian-s-assisted-living-home,,
8302,Kaydies Assisted Living,"16566 West Woodlands Avenue, Goodyear, Az 85338",https://www.seniorly.com/assisted-living/arizona/goodyear/kaydies-assisted-living-home,,
8308,Kierland Care Assisted Living,"7044 East Thunderbird Road, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/kierland-care-assisted-living,,
8314,Kikos Ranch,"4960 East Calle Jabali, Tucson, Az 85711",https://www.seniorly.com/assisted-living/arizona/tucson/kiko-s-ranch,,
8316,Kindred Homes Yuma,"5238 East 47Th Street, Yuma, Az 85365",https://www.seniorly.com/assisted-living/arizona/yuma/kindred-homes-yuma-llc,,
8320,King Assisted Living Ii,"3318 East Marconi Avenue, Phoenix, Az 85032",https://www.seniorly.com/assisted-living/arizona/phoenix/king-assisted-living-ii,,
8324,Kivel Manor Assisted Living Center,"3040 North 36Th Street, Phoenix, Az 85018",https://www.seniorly.com/assisted-living/arizona/phoenix/kivel-manor-assisted-living-center,,
8332,Kozy Gardens Assisted Living,"5551 East Bellevue Street, Tucson, Az 85712",https://www.seniorly.com/assisted-living/arizona/tucson/kozy-gardens-assisted-living,,
8342,La Bella Vita Assisted Living,"7515 East Farmdale Avenue, Mesa, Az 85208",https://www.seniorly.com/assisted-living/arizona/mesa/la-bella-vita-assisted-living-home,,
8348,La Paz Assisted Living Ii,"2914 East 4Th Street, Tucson, Az 85716",https://www.seniorly.com/assisted-living/arizona/tucson/la-paz-assisted-living-ii,,
8352,La Siena,"909 East Northern Avenue, Phoenix, Az 85020",https://www.seniorly.com/assisted-living/arizona/phoenix/la-siena,,
8354,La Solana Assisted Living,"2551 West Rabjohn Road, Phoenix, Az 85085",https://www.seniorly.com/assisted-living/arizona/phoenix/la-solana-assisted-living,,
8362,Lake View Retirement Villa,"2902 West Cholla Street, Phoenix, Az 85029",https://www.seniorly.com/assisted-living/arizona/phoenix/lake-view-retirement-villa,,
8368,Lakeview Assisted Living,"20044 North 68Th Drive, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/lakeview-assisted-living,,
8370,Lakeview Assisted Living,"10048 East Lakeview Avenue, Mesa, Az 85209",https://www.seniorly.com/assisted-living/arizona/mesa/lakeview-assisted-living-home-llc,,
8376,Larisa Sweet Home 1,"8517 West Nicolet Avenue, Glendale, Az 85305",https://www.seniorly.com/assisted-living/arizona/glendale/larisa-sweet-home-1-llc,,
8379,Las Fuentes Assisted Living,"7340 East Sweetwater Avenue, Scottsdale, Az 85260",https://www.seniorly.com/assisted-living/arizona/scottsdale/las-fuentes-assisted-living,,
8381,Las Fuentes Assisted Living Ii,"8617 East Sweetwater Avenue, Scottsdale, Az 85260",https://www.seniorly.com/assisted-living/arizona/scottsdale/las-fuentes-assisted-living-ii,,
8383,Las Fuentes Assisted Living Iii,"7191 East Montgomery Road, Scottsdale, Az 85266",https://www.seniorly.com/assisted-living/arizona/scottsdale/las-fuentes-assisted-living-iii,,
8389,Las Palmas Assisted Living,"5332 North Flint Avenue, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/las-palmas-assisted-living-home-llc,,
8393,Laurel Assisted Living,"2201 West Laurel Lane, Phoenix, Az 85029",https://www.seniorly.com/assisted-living/arizona/phoenix/laurel-assisted-living-home-llc,,
8425,Legacy Of Hearts Assisted Living,"4638 East Summerhaven Drive, Phoenix, Az 85044",https://www.seniorly.com/assisted-living/arizona/phoenix/legacy-of-hearts-assisted-living,,
8429,Legacy Village Of Salt River,"8170 North 90Th Street, Scottsdale, Az 85258",https://www.seniorly.com/assisted-living/arizona/scottsdale/legacy-village-of-salt-river,,
8431,Legato Living At Old Town,"8701 East Cheery Lynn Road, Scottsdale, Az 85251",https://www.seniorly.com/assisted-living/arizona/scottsdale/legato-living-at-old-town,,
8440,Legion Manor,"6842 East Posada Circle, Mesa, Az 85212",https://www.seniorly.com/assisted-living/arizona/mesa/legion-manor-llc,,
8442,Leisure Gardens,"3704 East Vaughn Avenue, Gilbert, Az 85234",https://www.seniorly.com/assisted-living/arizona/gilbert/leisure-gardens,,
8446,Leisure Living Cottages In Mesa,"3530 East Pueblo Avenue, Mesa, Az 85204",https://www.seniorly.com/assisted-living/arizona/mesa/leisure-living-cottages-in-mesa,,
8456,Liberty Assisted Living,"12152 West Davis Lane, Avondale, Az 85323",https://www.seniorly.com/assisted-living/arizona/avondale/liberty-assisted-living-home,,
8458,Liberty Care Home Ii,"1178 West Laredo Avenue, Gilbert, Az 85233",https://www.seniorly.com/assisted-living/arizona/gilbert/liberty-care-home-ii,,
8477,Lifestream At Youngtown,"11315 West Peoria Avenue, Youngtown, Az 85363",https://www.seniorly.com/assisted-living/arizona/youngtown/lifestream-at-youngtown,,
8481,Lincoln Heights Assisted Living,"1930 East Glendale Avenue, Phoenix, Az 85020",https://www.seniorly.com/assisted-living/arizona/phoenix/lincoln-heights-assisted-living,,
8483,Lincoln Residential Assisted Living,"6501 North 48Th Street, Paradise Valley, Az 85253",https://www.seniorly.com/assisted-living/arizona/paradise-valley/lincoln-residential-assisted-living,,
8487,Litchfield Countryside Home Care,"3333 North 188Th Avenue, Litchfield Park, Az 85340",https://www.seniorly.com/assisted-living/arizona/litchfield-park/litchfield-countryside-home-care,,
8494,Little Flower Assisted Living,"9031 East Plata Avenue, Mesa, Az 85212",https://www.seniorly.com/assisted-living/arizona/mesa/little-flower-assisted-living-home,,
8496,Little Touch Of Europe,"7717 West Beryl Avenue, Peoria, Az 85345",https://www.seniorly.com/assisted-living/arizona/peoria/little-touch-of-europe,,
8500,Living Legacy Senior Care East,"8241 East Quarterline Road, Mesa, Az 85207",https://www.seniorly.com/assisted-living/arizona/mesa/living-legacy-senior-care-east,,
8508,Lookout Mountain Assisted Living,"15014 North 20Th Street, Phoenix, Az 85022",https://www.seniorly.com/assisted-living/arizona/phoenix/lookout-mountain-assisted-living-home,,
8517,Love And Care Ii Assisted Living,"16786 West Electra Lane, Surprise, Az 85387",https://www.seniorly.com/assisted-living/arizona/surprise/love-and-care-ii-assisted-living,,
8519,Love And Care Iii Assisted Living,"17030 West Sand Hills Road, Surprise, Az 85387",https://www.seniorly.com/assisted-living/arizona/surprise/love-and-care-iii-assisted-living,,
8523,Lovecare Co,"7022 East Edgemont Street, Tucson, Az 85710",https://www.seniorly.com/assisted-living/arizona/tucson/lovecare-co,,
8533,Loving Heart Assisted Living Service,"13001 North 22Nd Place, Phoenix, Az 85022",https://www.seniorly.com/assisted-living/arizona/phoenix/loving-heart-assisted-living-service,,
8537,Loving Hearts Assisted Living,"1714 South Linda, Mesa, Az 85204",https://www.seniorly.com/assisted-living/arizona/mesa/loving-hearts-assisted-living-llc,,
8539,Loving Mother Residency,"629 North Entrada Street, Chandler, Az 85226",https://www.seniorly.com/assisted-living/arizona/chandler/loving-mother-residency,,
8541,Loyale Assisted Living,"5971 West Lone Cactus Drive, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/loyale-assisted-living,,
8547,Lydias Adult Care Home,"6208 West Caribe Lane, Glendale, Az 85306",https://www.seniorly.com/assisted-living/arizona/glendale/lydia-s-adult-care-home,,
8554,Mk Assisted Living Layton Lakes,"1110 East Clovefield Street, Gilbert, Az 85298",https://www.seniorly.com/assisted-living/arizona/gilbert/m-k-assisted-living-layton-lakes,,
8558,Mk Cadence Assisted Living,"9752 East Tumbleweed Avenue, Mesa, Az 85212",https://www.seniorly.com/assisted-living/arizona/mesa/m-k-cadence-assisted-living,,
8560,Madeira Villa Assisted Living,"3370 West Ironwood Drive, Chandler, Az 85226",https://www.seniorly.com/assisted-living/arizona/chandler/madeira-villa-assisted-living-llc,,
8562,Madera Assisted Living,"707 West Palo Verde Street, Gilbert, Az 85233",https://www.seniorly.com/assisted-living/arizona/gilbert/madera-assisted-living-home,,
8566,Maelee Care Home,"10462 East Abilene Avenue, Mesa, Az 85208",https://www.seniorly.com/assisted-living/arizona/mesa/maelee-care-home,,
8572,Magnolia Homecare At Mulberry,"10751 East Monterey Avenue, Mesa, Az 85209",https://www.seniorly.com/assisted-living/arizona/mesa/magnolia-homecare-at-mulberry,,
8582,Mama Care Assisted Living,"10427 East Idaho Circle, Mesa, Az 85209",https://www.seniorly.com/assisted-living/arizona/mesa/mama-care-assisted-living,,
8592,Marcos And Secilia Ramon Home Care,"521 West Pepper Place, Mesa, Az 85201",https://www.seniorly.com/assisted-living/arizona/mesa/marcos-and-secilia-ramon-home-care,,
8596,Margaret T Morris Center,"878 Sunset Avenue, Prescott, Az 86305",https://www.seniorly.com/assisted-living/arizona/prescott/margaret-t-morris-center,,
8600,Marias Garden Care Home,"3646 West Dunlap Avenue, Phoenix, Az 85051",https://www.seniorly.com/assisted-living/arizona/phoenix/maria-s-garden-care-home-llc,,
8602,Marian Adult Care Home,"1002 West Rose Lane, Phoenix, Az 85013",https://www.seniorly.com/assisted-living/arizona/phoenix/marian-adult-care-home,,
8612,Marilyn Manor Assisted Living,"6327 East Marilyn Road, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/marilyn-manor-assisted-living-home,,
8614,Marino Manor Ii,"5011 North 64Th Drive, Glendale, Az 85301",https://www.seniorly.com/assisted-living/arizona/glendale/marino-manor-ii-llc,,
8618,Markesh Alh,"1757 East Victoria Street, Chandler, Az 85249",https://www.seniorly.com/assisted-living/arizona/chandler/markesh-alh,,
8628,Marshall Home For Men,"3314 South 16Th Avenue, Tucson, Az 85713",https://www.seniorly.com/assisted-living/arizona/tucson/marshall-home-for-men,,
8632,Mary Petes Assisted Living,"1164 West Oleta Drive, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/mary-pete-s-assisted-living,,
8634,Mary Grace Care Home,"9837 East Tahoe Avenue, Mesa, Az 85212",https://www.seniorly.com/assisted-living/arizona/mesa/mary-grace-care-home,,
8637,Marys Group Home,"10008 West Bloch Road, Tolleson, Az 85353",https://www.seniorly.com/assisted-living/arizona/tolleson/mary-s-group-home,,
8644,Master Care,"2159 West Eugie Avenue, Phoenix, Az 85029",https://www.seniorly.com/assisted-living/arizona/phoenix/master-care-inc,,
8648,Maui Care Home,"7736 West Maui Lane, Peoria, Az 85381",https://www.seniorly.com/assisted-living/arizona/peoria/maui-care-home,,
8652,Maxis Loving Place,"3126 West 26Th Street, Yuma, Az 85364",https://www.seniorly.com/assisted-living/arizona/yuma/maxi-s-loving-place,,
8656,Mayfair Assisted Living,"6930 East Granada Street, Mesa, Az 85207",https://www.seniorly.com/assisted-living/arizona/mesa/mayfair-assisted-living-home-inc,,
8670,Mcdowell Village,"8300 East Mcdowell Road, Scottsdale, Az 85257",https://www.seniorly.com/assisted-living/arizona/scottsdale/mc-dowell-village,,
8674,Meadow Assisted Living Care,"16610 North Meadow Park Drive, Sun City, Az 85351",https://www.seniorly.com/assisted-living/arizona/sun-city/meadow-assisted-living-care,,
8682,Medisys Home Care Ii,"9457 West Bartle Drive, Casa Grande, Az 85194",https://www.seniorly.com/assisted-living/arizona/casa-grande/medisys-home-care-ii,,
8697,Mesa Elder Care,"1556 North 46Th Street, Mesa, Az 85205",https://www.seniorly.com/assisted-living/arizona/mesa/mesa-elder-care-inc,,
8705,Mimosa Springs,"8435 East Mcdowell Road, Scottsdale, Az 85257",https://www.seniorly.com/assisted-living/arizona/scottsdale/mimosa-springs,,
8711,Mirabella At Asu,"65 East University Drive, Tempe, Az 85281",https://www.seniorly.com/assisted-living/arizona/tempe/mirabella-at-asu,,207
8715,Miramonte Alh,"18120 North 53Rd Lane, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/miramonte-alh,,
8721,Mom And Dad Place,"3430 East Graham Street, Tucson, Az 85739",https://www.seniorly.com/assisted-living/arizona/tucson/mom-and-dad-place-llc-tucson,,
