ID,Title,URL,OldSerialized,NormalizedTypes,NormalizedTypeIDs,SerializedWritten
?,Crystal Ridge Assisted Living,https://app.seniorplace.com/communities/show/9cd84486-c7f4-43fe-a45b-350d832db543,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Crystal Rose,https://app.seniorplace.com/communities/show/ff5b0dfa-cde1-437b-9946-4c5e50cdb9f8,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,D A White Dove A L H,https://app.seniorplace.com/communities/show/4b4a1779-80ff-4c04-bb17-c1ec6b5f97f8,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,D M Assisted Living,https://app.seniorplace.com/communities/show/c8aff15e-b92b-4b9d-be39-52ebb00b8fb1,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Dahlia Assisted Living And Memory Care,https://app.seniorplace.com/communities/show/47626e02-d3af-4d95-80a5-5e99a326d292,field_682fc481aaf60,"Assisted Living Home, Memory Care","162, 3",a:2:{i:0;i:162;i:1;i:3;}
?,Dahlia Assisted Living,https://app.seniorplace.com/communities/show/40e8bc98-7ca4-48b5-9c5f-b1ae950f1159,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Dahlia Care,https://app.seniorplace.com/communities/show/9ad4c512-b7f9-4b7d-8311-91991dc356df,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Danila Care Home I I,https://app.seniorplace.com/communities/show/5d3344a9-33ea-4ea9-82ff-488d75f08267,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Daninas Care Home,https://app.seniorplace.com/communities/show/44506e67-2db2-41f3-abe0-f12651e87801,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Davis Place Senior Living,https://app.seniorplace.com/communities/show/ee572916-2ab3-464f-af49-9cd12f21912b,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Dayflower Care Home,https://app.seniorplace.com/communities/show/7dc46ce5-bb09-4b3e-8037-0026b47d1344,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Daylight Assisted Living,https://app.seniorplace.com/communities/show/147d8b32-1fb7-4e29-b468-6cb30c008567,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Daystar Senior Living,https://app.seniorplace.com/communities/show/f11d410e-31ce-4073-88eb-cd13cd26367b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Deac Estates,https://app.seniorplace.com/communities/show/3f55e366-a953-4fd7-b096-86b22ac9b083,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Deanne Assisted Living,https://app.seniorplace.com/communities/show/cda79b3d-0bd5-4205-8a5e-aa763c4bf8f6,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Deer Valley Care Home,https://app.seniorplace.com/communities/show/608fb997-ee52-48dd-aacd-f464e80683ec,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Delicare,https://app.seniorplace.com/communities/show/c08f6bfa-507b-449b-9a43-3d0edccd0994,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Dementia Campus Assisted Living Center,https://app.seniorplace.com/communities/show/8081d170-dba7-4a8c-b4df-f294402dac74,field_682fc481aaf60,"Assisted Living Community, Home Care","5, 488",a:2:{i:0;i:5;i:1;i:488;}
?,Dempseys Adult Care Home,https://app.seniorplace.com/communities/show/fb57b943-4b3d-471c-bcf6-2ad25f48d3a8,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Bloom Home At Desert Cove,https://app.seniorplace.com/communities/show/7416e987-ee7a-4e76-8ad3-1a7b0d59555b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Bloom Home At Scottsdale,https://app.seniorplace.com/communities/show/7c2d4c80-138e-4870-861c-25ba8257ecfd,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Breeze Alh,https://app.seniorplace.com/communities/show/1ea0d4fc-cab6-4420-bffd-8dbb8be8b06c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Breeze Of Ahwatukee,https://app.seniorplace.com/communities/show/08f13405-068a-4005-9123-a4fe73b68916,field_682fc481aaf60,"Assisted Living Home, Memory Care","162, 3",a:2:{i:0;i:162;i:1;i:3;}
?,Desert Breeze Senior Living,https://app.seniorplace.com/communities/show/b988d66f-6eed-476f-8509-be39fb5dc78b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Cove Assisted Living,https://app.seniorplace.com/communities/show/e260e697-79f9-435e-b9b1-0aff88b8aa0c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Gardens Assisted Living,https://app.seniorplace.com/communities/show/d25fa7c0-904d-441e-942e-65bba257f94e,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Gardens Assisted Living,https://app.seniorplace.com/communities/show/d4a12983-59ae-4c49-9433-491772222db0,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Gem Assisted Living,https://app.seniorplace.com/communities/show/ae9bf106-f744-4249-bf95-1a04edf1490a,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Haven Adult Care Home,https://app.seniorplace.com/communities/show/3f68f544-af13-45df-997f-f5a01daa657c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Hills Assisted Living,https://app.seniorplace.com/communities/show/cef02f0d-0cb0-4502-b0c0-8d21987047bd,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Hills Heart Of Gold Assisted Living,https://app.seniorplace.com/communities/show/52cc1f18-55d8-4119-a5d9-64fd7ecd13ff,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Home Of Arizona,https://app.seniorplace.com/communities/show/2b1f21a1-8a05-47d9-9d9f-2717ac23a569,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Joy Assisted Living,https://app.seniorplace.com/communities/show/f1525420-8606-4a6f-9054-16b21d69a87f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Marigold Senior Living Of Tempe,https://app.seniorplace.com/communities/show/92c732d2-2fb9-4e83-ba0c-45ee5918f962,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Desert Oasis At Superstition Assisted Living,https://app.seniorplace.com/communities/show/70362b6a-7178-4b77-b420-fadda8881145,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Oasis Healthy Living,https://app.seniorplace.com/communities/show/0f2dd3af-a237-4bdd-b6e7-282195e4b372,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Oasis Retreat Care Home,https://app.seniorplace.com/communities/show/548cd36a-0906-4ed7-badd-55a9ecc1a07a,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Orchid Assisted Living,https://app.seniorplace.com/communities/show/45f8504c-6c77-4cff-87bd-38e996623be1,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Palace Assisted Living,https://app.seniorplace.com/communities/show/faef0a7f-58c5-45e7-a6ae-9fdad2144125,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Palm At The Park,https://app.seniorplace.com/communities/show/62dd26b7-0b3e-4499-aa72-caa6f0404105,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Desert Palm On 10Th Place Desert Palm Adult Care Ii,https://app.seniorplace.com/communities/show/fa386458-498d-4d0e-93eb-1045f088770c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Palm On Belmont Desert Palm Adult Care Iii,https://app.seniorplace.com/communities/show/3d2f1ff8-7ccb-4dc7-a3e3-764a114f449a,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Palm On Palm Lane,https://app.seniorplace.com/communities/show/344fc0e2-c56a-4af3-a87e-a521e0ca1e42,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Palm On Palmaire,https://app.seniorplace.com/communities/show/0425d637-3177-4ffa-9a95-1bd42541faa3,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Palm On Virginia,https://app.seniorplace.com/communities/show/2a3d1500-52ee-4a79-9f09-8acbfe0cb976,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Palms Adult Care Home,https://app.seniorplace.com/communities/show/402a2b6c-f30f-46fa-b436-ef5402c7acf3,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Ridge Manor Tbi Behavioral Care,https://app.seniorplace.com/communities/show/081ab0bb-e9bc-4858-834b-6a8d4f46738c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Rose Assisted Living Health,https://app.seniorplace.com/communities/show/3cce6681-45a4-44d8-ae28-ef4d9495116f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Sage Assisted Living,https://app.seniorplace.com/communities/show/62febfec-c00c-485d-b36a-cb8ecefac3a3,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Sanctuary Assisted Living,https://app.seniorplace.com/communities/show/0594da45-9606-49f8-bf4d-bd26bb435b4e,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Springs Assisted Living,https://app.seniorplace.com/communities/show/11e840f5-460a-4ec9-b435-5c910e6a39b6,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Springs Communities,https://app.seniorplace.com/communities/show/3a9d343e-8b71-4d60-b956-e35398bd9fe4,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Springs Escondido,https://app.seniorplace.com/communities/show/a12fc08c-5872-4fc3-a1d6-e797d9103513,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Springs Gracious Retirement Living,https://app.seniorplace.com/communities/show/b21ab703-c29b-4c61-bf25-aa939471b5ca,field_682fc481aaf60,Independent Living,6,a:1:{i:0;i:6;}
?,Desert View Assisted Living,https://app.seniorplace.com/communities/show/7dfa7872-9532-4a22-8be4-3246a7740d1f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Desert Winds I Alh,https://app.seniorplace.com/communities/show/5778c772-e44b-46af-b9aa-7d7969e8a4e1,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Destination Assisted Living,https://app.seniorplace.com/communities/show/b622e774-edf6-4b13-8e8b-25045d96797b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Destiny Care Home,https://app.seniorplace.com/communities/show/3da099eb-3790-4816-821d-2d19f297313e,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Devine Assisted Living,https://app.seniorplace.com/communities/show/c79f15e6-ed70-4c0a-b5b9-674b0ee54501,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Dignified Assisted Living,https://app.seniorplace.com/communities/show/394461a2-8e98-4832-9a42-7934a5cb05d6,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Dignified Carehome,https://app.seniorplace.com/communities/show/853c73d4-605b-49c8-8be8-b49917942052,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Dignity 1St Home Care Solutions,https://app.seniorplace.com/communities/show/e4370194-7d25-40b6-b995-e8e4d2641af4,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Dignity Care Homes,https://app.seniorplace.com/communities/show/8719425e-d670-4391-8581-da21f464861f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Discovery Point,https://app.seniorplace.com/communities/show/b22c91a5-20e2-491e-9f86-8e56c6c44d8f,field_682fc481aaf60,Independent Living,6,a:1:{i:0;i:6;}
?,Divine Mercy Assisted Living,https://app.seniorplace.com/communities/show/e5630249-833a-495b-a720-3ff395fd560a,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Dixileta Adult Care Home Ii,https://app.seniorplace.com/communities/show/982c2c37-d791-4cfb-af58-292fdfe7f2a9,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Doctors Choice Assisted Living,https://app.seniorplace.com/communities/show/53a3d16d-00e6-4de2-b1bf-1d0a8c29f0e1,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Doctors First Choice Care Home,https://app.seniorplace.com/communities/show/2ad36d00-9479-4eee-87c6-aa4d3b827c0c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Dolce Vita,https://app.seniorplace.com/communities/show/a18f16da-6c62-4b6a-b67a-3efff8069c40,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Dream Street Care,https://app.seniorplace.com/communities/show/03ed1627-7315-4904-b83c-1266b0142948,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Dt Care 2,https://app.seniorplace.com/communities/show/c1769533-b58c-4749-8804-e5737af95fc4,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Dulce Compania Assisted Living,https://app.seniorplace.com/communities/show/f1715e70-7ae6-4e80-a3de-5a85379fd6e4,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,East Desert Sun Assisted Living,https://app.seniorplace.com/communities/show/89a03c1d-7676-4a57-81b1-33c86993c460,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,East Shea Ii Assisted Living,https://app.seniorplace.com/communities/show/d155f536-9ffd-4f78-b8f0-0aae6c4d9a04,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,East Valley Mansion Assisted Living,https://app.seniorplace.com/communities/show/75b69d3a-de76-4d7b-8bee-92df31d386fc,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Eastmark Carehomes,https://app.seniorplace.com/communities/show/92a3a829-a9e2-44ed-ba7c-a6cf429fb371,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Eden Assisted Living,https://app.seniorplace.com/communities/show/cf460da3-d08a-42bd-bf2c-d658846dbb73,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Eden Living Home,https://app.seniorplace.com/communities/show/b1633517-c367-4b84-baae-3ef428d5726d,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,El Bethel,https://app.seniorplace.com/communities/show/d307f700-6381-4e2a-8c28-db1578f0afa4,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Elder Care More Ii,https://app.seniorplace.com/communities/show/036c3d2a-5f6b-4a26-b3a9-39622a0f0039,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Elder Joy,https://app.seniorplace.com/communities/show/f785fd41-503c-4ac9-90c2-4f211cd7c4ab,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Elders Ranch By Carla,https://app.seniorplace.com/communities/show/9d5ea54a-f02b-422e-b6b0-fb5b1f36f4b8,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Elite Assisted Living,https://app.seniorplace.com/communities/show/e2ac4ba4-4c44-4339-86bb-88774f4d37c4,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Elite Assisted Living 3,https://app.seniorplace.com/communities/show/998729ae-253d-403c-83fa-0056ebae7d73,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Elite Assisted Living 4,https://app.seniorplace.com/communities/show/6747655a-b585-4b15-a1c0-92107bb2fc0b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Elite Assisted Living,https://app.seniorplace.com/communities/show/8284f2fc-71f9-4a27-9d1c-e6230c833db8,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Elite Memory Care,https://app.seniorplace.com/communities/show/11953cbc-8f49-4057-b49c-38eed8c3e358,field_682fc481aaf60,"Assisted Living Home, Memory Care","162, 3",a:2:{i:0;i:162;i:1;i:3;}
?,Elite Quality Home Care,https://app.seniorplace.com/communities/show/83ce7518-5b52-499e-a64d-95b0915807fc,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Elite Senior Living,https://app.seniorplace.com/communities/show/8df19968-c0b1-4f90-aad4-bacac3012867,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Elite Serenity Residence,https://app.seniorplace.com/communities/show/7fd6493b-62cf-4757-93c9-bc4311983528,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Elm Senior Living,https://app.seniorplace.com/communities/show/0bf9ed9d-434a-4440-b221-a2bae854a2d2,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Elmer Place For Parents,https://app.seniorplace.com/communities/show/f0561b63-cdd4-4203-9920-5d5e98631272,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Elsas Adult Care Home Ii,https://app.seniorplace.com/communities/show/812835bf-3309-48f8-80c2-c6c7fa5055bd,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Elsas Adult Care Home,https://app.seniorplace.com/communities/show/95fc7f71-60b3-4359-b88d-a11e56cb64eb,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Elysium Assisted Living,https://app.seniorplace.com/communities/show/45fe6bd1-1892-4c2e-9a01-899f78ac67cc,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Embrace Assisted Living V,https://app.seniorplace.com/communities/show/24e9e59c-a1e4-4adc-8dea-9b19c1e9047c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Embrace Assisted Living Vi,https://app.seniorplace.com/communities/show/0c53b622-fff2-4e3c-97ef-8b4980fceb8f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Embrace North Assisted Living,https://app.seniorplace.com/communities/show/37aaafd0-2c2a-4555-8e87-c33438814bdd,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Emerald Assisted Living,https://app.seniorplace.com/communities/show/8e6cd963-dd5c-4f50-a6ee-a12640b29650,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Emerald Glen Memory Care Plus,https://app.seniorplace.com/communities/show/a45acc0c-533b-441e-8100-8c3b26703ca2,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Emmanuel Assisted Living,https://app.seniorplace.com/communities/show/3f8e1f20-e30e-4250-a10c-604cd96a373c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Emmanuel Care Home,https://app.seniorplace.com/communities/show/5e796e4e-abaa-4f61-b02f-911a2419fd7e,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Emmanuel Care Home Ii,https://app.seniorplace.com/communities/show/61587998-0f9e-4986-97d1-1eb11e025875,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Emmanuel Care Home Iii,https://app.seniorplace.com/communities/show/97692568-4f1a-42c5-9645-6eed491dc757,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Entrada Assisted Livings,https://app.seniorplace.com/communities/show/6ef1a0b5-833a-40a7-b9da-92d223264701,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Essential Patient Care,https://app.seniorplace.com/communities/show/523f7fc2-9bbe-433f-8cbd-5b2557ca2f45,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Essential Patient Care,https://app.seniorplace.com/communities/show/4c207d4a-2fb9-487e-b06b-2100a307be03,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Estancia Assisted Living At Avoca Place,https://app.seniorplace.com/communities/show/950e3428-d54d-4a58-b663-aba59c1bb273,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Estancia Assisted Living At Dana Park,https://app.seniorplace.com/communities/show/a0e392fa-347c-4966-a322-378d3fd09bad,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Estancia Assisted Living At Sunnydale,https://app.seniorplace.com/communities/show/5f67d074-b612-46cf-b1de-d8db85805aca,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Estancia At Elgin Ranch,https://app.seniorplace.com/communities/show/d1c08d49-8ea1-4991-8697-1f22424d25c1,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Esther Adult Care Home,https://app.seniorplace.com/communities/show/b3f8ff1a-bbd7-4429-b7a0-9edde0163cb9,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Estrella Estates Gracious Retirement Living,https://app.seniorplace.com/communities/show/a5a2e16f-7c21-409a-9f42-ca2ac0278df9,field_682fc481aaf60,Independent Living,6,a:1:{i:0;i:6;}
?,Eternal Life Care Center,https://app.seniorplace.com/communities/show/b7a3ff79-0cb8-470c-a480-e07a9e674c98,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,European Adults Home,https://app.seniorplace.com/communities/show/5d31cd51-383c-4599-8450-55ad7a034673,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Ever After Assisted Living,https://app.seniorplace.com/communities/show/1d8d3fa8-8f53-4f85-ac5c-ff6e45cb1e69,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Evergreen Assisted Living Ii,https://app.seniorplace.com/communities/show/ac7e1788-940e-4d25-85c6-9f7872ada75b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Evergreen Assisted Living,https://app.seniorplace.com/communities/show/24bb2376-57dd-47f2-8b28-7e7466fa2852,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Evergreen Assisted Living Llc Gilbert,https://app.seniorplace.com/communities/show/df8ad755-96ee-4919-a263-3c5333622e52,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Everlasting Services At Ahwatukee,https://app.seniorplace.com/communities/show/13389b1f-998b-497a-88af-467e9c7a8d75,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Everlasting Services At Camelback,https://app.seniorplace.com/communities/show/7adec5c6-35ef-4a63-b0fb-3df40a6c8c36,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Everlasting Services At Coronado,https://app.seniorplace.com/communities/show/4b82262e-66f2-4138-b0d2-cc07131b91ff,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Everlasting Services At Estrella Centerbrain Injuries Only,https://app.seniorplace.com/communities/show/19175543-bc29-4ea9-8e37-8c65051be3c9,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Everwood Senior Living,https://app.seniorplace.com/communities/show/15182839-320e-42fc-b142-135a2c2c0714,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Extended Family Ii Alh,https://app.seniorplace.com/communities/show/14146e90-f058-4382-907a-26f8d3daa176,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Eyal Llc 2,https://app.seniorplace.com/communities/show/e2b93c30-b950-4f56-8bfa-13c01d852d3e,field_682fc481aaf60,"Assisted Living Home, Memory Care","162, 3",a:2:{i:0;i:162;i:1;i:3;}
?,Fair Home Care Senior Care Home,https://app.seniorplace.com/communities/show/8c1545da-8079-4dda-9a08-aab32b230df0,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Fairmont Village Memory Care And Behavioral,https://app.seniorplace.com/communities/show/9d6bb7c1-f065-44dc-aff5-50657e4a3797,field_682fc481aaf60,Memory Care,3,a:1:{i:0;i:3;}
?,Faith Hope Assisted Living,https://app.seniorplace.com/communities/show/06245877-9c21-4944-b74e-270718d455f0,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Faith Assisted Living,https://app.seniorplace.com/communities/show/663fd6e0-6374-428f-874c-2e2a70dd21c3,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Faithful Heart Assisted Living,https://app.seniorplace.com/communities/show/90345b4b-41f6-440c-aa3e-a5812c876a42,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Famiglia Amore,https://app.seniorplace.com/communities/show/c0b9545d-b5c9-4d79-bc4f-112179df76b3,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Family Care Homesgilbert House,https://app.seniorplace.com/communities/show/3b102c80-5439-4c7c-8989-a3e48edea5a0,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Family Care Homesivy House,https://app.seniorplace.com/communities/show/22599fd2-c76d-49c0-965c-fd20b65cf9f9,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Family Care Homesjensen House,https://app.seniorplace.com/communities/show/f2e5f9e4-acbd-4bd8-81bf-c26c559dffe6,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Family First Assisted Living,https://app.seniorplace.com/communities/show/a347aab2-0e29-40e4-9e61-6ba30cd76774,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Family Loving Kare S3,https://app.seniorplace.com/communities/show/8427ba56-0ae2-43c2-895c-cc00e1b41ad6,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Family Matters Care,https://app.seniorplace.com/communities/show/9338c780-ef0d-4581-922c-63f3ea0016b7,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Family Matters Ii,https://app.seniorplace.com/communities/show/1e997e2d-82a7-47cd-b416-e26382d50aa8,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Faubush Family Homes,https://app.seniorplace.com/communities/show/5ecf7fa0-2316-4840-a032-8b488981462d,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Faubush Family Homes,https://app.seniorplace.com/communities/show/28847780-a0d6-4f85-9d2b-a37696f808e7,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Faubush Family Homes,https://app.seniorplace.com/communities/show/38dc69c8-a6c0-40b6-b046-0ea5e92d04b7,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Feel At Home 2 Assisted Living,https://app.seniorplace.com/communities/show/f7e9416b-6cdf-46ef-9e79-c3d1a59054b9,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Fellowship Square Christian Care Manor Iv,https://app.seniorplace.com/communities/show/023ba498-49a2-402c-b9a1-b36b223a8241,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
