ID,Title,Content,Excerpt,Date,Post Type,Permalink,Image URL,Image Title,Image Caption,Image Description,Image Alt Text,Image Featured,Attachment URL,Care Levels,Locations,States,_wp_page_template,_address,address,_phone,phone,_website,website,_price,price,_location-name,location-name,_type,type,_amenities,_photos,photos,_location,location,completeness_score,_thumbnail_id,_senior_place_url,senior_place_url,_seniorly_url,seniorly_url,amenities,state,_state,care_level,_care_level,_wp_old_slug,_wp_desired_post_slug,Status,Author ID,Author Username,Author Email,Author First Name,Author Last Name,Slug,Format,Template,Parent,Parent Slug,Order,Comment Status,Ping Status,Post Modified Date,normalized_types,correction_reason
6938,Arizona Assisted Living,,,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-assisted-living/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/f862184d6df358662439cbe4ea33750c.jpg,f862184d6df358662439cbe4ea33750c,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/f862184d6df358662439cbe4ea33750c.jpg,,,Tucson,Arizona,default,field_6813f255a7266,"5512 East 8Th Street, Tucson, Az 85711",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/6d870139-c74a-493e-a50b-ddcda0a0a862,field_682e9adea745b,,field_682f4d903ba5f,Tucson,field_682fc481aaf60,a:2:{i:0;i:162;i:1;i:3;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:99;},2,15235,field_68af89a6f8692,https://app.seniorplace.com/communities/show/6d870139-c74a-493e-a50b-ddcda0a0a862,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-assisted-living,,default,0,0,0,open,open,2025-08-27 22:46:43,"Assisted Living Home, Memory Care","Updated to match Senior Place: Assisted Living Home, Memory Care"
6939,Arizona Assisted Living,,,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-assisted-living-2/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/f862184d6df358662439cbe4ea33750c.jpg,f862184d6df358662439cbe4ea33750c,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/f862184d6df358662439cbe4ea33750c.jpg,,,Queen Creek,Arizona,default,field_6813f255a7266,"21894 South 199Th Way, Queen Creek, Az 85142",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/1e4934ed-11fc-43d1-bc4e-8af3e0bfbd62,field_682e9adea745b,,field_682f4d903ba5f,Queen Creek,field_682fc481aaf60,a:2:{i:0;i:162;i:1;i:3;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:104;},2,15235,field_68af89a6f8692,https://app.seniorplace.com/communities/show/1e4934ed-11fc-43d1-bc4e-8af3e0bfbd62,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-assisted-living-2,,default,0,0,0,open,open,2025-08-27 22:46:43,"Assisted Living Home, Memory Care","Updated to match Senior Place: Assisted Living Home, Memory Care"
6940,Arizona Best Care For Seniors,,,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-best-care-for-seniors/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/573087cd048b68f7f39463c2fc99d92e.jpg,573087cd048b68f7f39463c2fc99d92e,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/573087cd048b68f7f39463c2fc99d92e.jpg,,,Glendale,Arizona,default,field_6813f255a7266,"5330 West Tonto Road, Glendale, Az 85308",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/a92c8bc9-0203-4d55-9894-e2707cab918c,field_682e9adea745b,,field_682f4d903ba5f,Glendale,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:132;},2,15236,field_68af89a6f8692,https://app.seniorplace.com/communities/show/a92c8bc9-0203-4d55-9894-e2707cab918c,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-best-care-for-seniors,,default,0,0,0,open,open,2025-08-27 22:46:44,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6941,Arizona Blue Horizon Assisted Living,,,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-blue-horizon-assisted-living/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/961008191f6778d0630cae7134940f67.jpg,961008191f6778d0630cae7134940f67,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/961008191f6778d0630cae7134940f67.jpg,,,Surprise,Arizona,default,field_6813f255a7266,"19008 West Cholla Street, Surprise, Az 85388",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/df21833e-6a68-4c8d-bbc0-e66e51d79275,field_682e9adea745b,,field_682f4d903ba5f,Surprise,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},2,15237,field_68af89a6f8692,https://app.seniorplace.com/communities/show/df21833e-6a68-4c8d-bbc0-e66e51d79275,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-blue-horizon-assisted-living,,default,0,0,0,open,open,2025-08-27 22:46:44,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6942,Arizona Buttes Assisted Living,,,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-buttes-assisted-living/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/7840431c4aedade132521577d65b2caa.jpg,7840431c4aedade132521577d65b2caa,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/7840431c4aedade132521577d65b2caa.jpg,,,Peoria,Arizona,default,field_6813f255a7266,"23194 North 106Th Avenue, Peoria, Az 85383",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/c6bccd44-706c-4467-9bd6-9a1308ca23e3,field_682e9adea745b,,field_682f4d903ba5f,Peoria,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:130;},2,15238,field_68af89a6f8692,https://app.seniorplace.com/communities/show/c6bccd44-706c-4467-9bd6-9a1308ca23e3,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-buttes-assisted-living,,default,0,0,0,open,open,2025-08-27 22:46:44,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6943,Arizona Care,,,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-care/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/ade971415fde2b6647deeb983ad4b1ad.jpg,ade971415fde2b6647deeb983ad4b1ad,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/ade971415fde2b6647deeb983ad4b1ad.jpg,,,Surprise,Arizona,default,field_6813f255a7266,"14451 North 155Th Drive, Surprise, Az 85379",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/41e77530-9f2c-401b-a96b-8fb9e8d41c5b,field_682e9adea745b,,field_682f4d903ba5f,Surprise,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},2,15239,field_68af89a6f8692,https://app.seniorplace.com/communities/show/41e77530-9f2c-401b-a96b-8fb9e8d41c5b,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-care,,default,0,0,0,open,open,2025-08-27 22:46:45,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6944,Arizona Comfort Care,,,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-comfort-care/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/c6b1518239b93f77c5112ee5b62fec20.jpg,c6b1518239b93f77c5112ee5b62fec20,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/c6b1518239b93f77c5112ee5b62fec20.jpg,,,Surprise,Arizona,default,field_6813f255a7266,"17917 West Port Au Prince Lane, Surprise, Az 85388",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/9c5da28a-30a0-4e1a-8f25-9a90519c2b98,field_682e9adea745b,,field_682f4d903ba5f,Surprise,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},2,15240,field_68af89a6f8692,https://app.seniorplace.com/communities/show/9c5da28a-30a0-4e1a-8f25-9a90519c2b98,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-comfort-care,,default,0,0,0,open,open,2025-08-27 22:46:45,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6945,Arizona Desert Falls,"At Arizona Desert Falls, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, arts room, offering convenience and ease. Here, community and compassion go hand in hand.",,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-desert-falls/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/ArizonaDesertFalls_Photos_01_Seniorly.jpg,ArizonaDesertFalls_Photos_01_Seniorly,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/ArizonaDesertFalls_Photos_01_Seniorly.jpg,,,Phoenix,Arizona,default,field_6813f255a7266,"2802 East Juniper Avenue, Phoenix, Az 85032",field_68152ed96a2d0,,field_68152f2303743,https://www.seniorly.com/assisted-living/arizona/phoenix/arizona-desert-falls,field_682e9adea745b,2940.0,field_682f4d903ba5f,Phoenix,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,"https://d354o3y6yz93dt.cloudfront.net/images/1200x/e8ff4cd6f71b971d0da6dd6364b8dd73/ArizonaDesertFalls_Photos_01_Seniorly.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/e8ff4cd6f71b971d0da6dd6364b8dd73/ArizonaDesertFalls_Photos_03_Seniorly.jpg",field_6851bb26d331f,a:1:{i:0;i:107;},12,15241,field_68af89a6f8692,,field_68af89b8e4cd0,https://www.seniorly.com/assisted-living/arizona/phoenix/arizona-desert-falls,a:20:{i:0;i:11;i:1;i:12;i:2;i:13;i:3;i:14;i:4;i:19;i:5;i:23;i:6;i:24;i:7;i:8;i:8;i:30;i:9;i:32;i:10;i:35;i:11;i:38;i:12;i:40;i:13;i:41;i:14;i:42;i:15;i:53;i:16;i:54;i:17;i:57;i:18;i:60;i:19;i:64;},,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-desert-falls,,default,0,0,0,open,open,2025-08-28 19:08:47,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6946,Arizona Elderly Care Alh,"Arizona Elderly Care Alh creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.",,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-elderly-care-alh/,,,,,,,,,Phoenix,Arizona,default,field_6813f255a7266,"7848 North 4Th Place, Phoenix, Az 85020",field_68152ed96a2d0,,field_68152f2303743,https://www.seniorly.com/assisted-living/arizona/phoenix/arizona-elderly-care-alh,field_682e9adea745b,2750.0,field_682f4d903ba5f,Phoenix,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:107;},10,,field_68af89a6f8692,,field_68af89b8e4cd0,https://www.seniorly.com/assisted-living/arizona/phoenix/arizona-elderly-care-alh,a:18:{i:0;i:11;i:1;i:12;i:2;i:19;i:3;i:23;i:4;i:24;i:5;i:8;i:6;i:30;i:7;i:32;i:8;i:35;i:9;i:38;i:10;i:40;i:11;i:41;i:12;i:42;i:13;i:66;i:14;i:57;i:15;i:60;i:16;i:61;i:17;i:64;},,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-elderly-care-alh,,default,0,0,0,open,open,2025-08-28 19:08:47,Assisted Living Home,"Updated to match Senior Place: Assisted Living Home, Board And Care Home"
6947,Arizona Golden Life,,,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-golden-life/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/4a1cd736fe37b7f96ebadcf16b4b2a7c.jpg,4a1cd736fe37b7f96ebadcf16b4b2a7c,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/4a1cd736fe37b7f96ebadcf16b4b2a7c.jpg,,,Surprise,Arizona,default,field_6813f255a7266,"15111 North 172Nd Drive, Surprise, Az 85388",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/3b3d8f44-718f-4aef-89a3-cec819fb3b9c,field_682e9adea745b,,field_682f4d903ba5f,Surprise,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},2,15242,field_68af89a6f8692,https://app.seniorplace.com/communities/show/3b3d8f44-718f-4aef-89a3-cec819fb3b9c,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-golden-life,,default,0,0,0,open,open,2025-08-27 22:46:46,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6948,Arizona Pioneers Home,"Arizona Pioneers' Home is a thoughtfully designed residence focused on quality living for seniors. Amenities include accepted financial services, activity room, air conditioning, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.",,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-pioneers-home/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/arizona-pioneers-home_01.jpg,arizona-pioneers-home_01,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/arizona-pioneers-home_01.jpg,,,Prescott,Arizona,default,field_6813f255a7266,"300 South Mccormick Street, Prescott, Az 86303",field_68152ed96a2d0,,field_68152f2303743,https://www.seniorly.com/assisted-living/arizona/prescott/arizona-pioneers-home,field_682e9adea745b,4870.0,field_682f4d903ba5f,Prescott,field_682fc481aaf60,a:2:{i:0;i:162;i:1;i:6;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:101;},12,15243,field_68af89a6f8692,,field_68af89b8e4cd0,https://www.seniorly.com/assisted-living/arizona/prescott/arizona-pioneers-home,a:41:{i:0;i:83;i:1;i:9;i:2;i:10;i:3;i:11;i:4;i:12;i:5;i:13;i:6;i:16;i:7;i:17;i:8;i:19;i:9;i:20;i:10;i:23;i:11;i:24;i:12;i:8;i:13;i:26;i:14;i:28;i:15;i:29;i:16;i:30;i:17;i:31;i:18;i:32;i:19;i:35;i:20;i:37;i:21;i:38;i:22;i:39;i:23;i:40;i:24;i:41;i:25;i:42;i:26;i:43;i:27;i:44;i:28;i:46;i:29;i:47;i:30;i:51;i:31;i:52;i:32;i:53;i:33;i:54;i:34;i:55;i:35;i:56;i:36;i:57;i:37;i:60;i:38;i:61;i:39;i:64;i:40;i:65;},,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-pioneers-home,,default,0,0,0,open,open,2025-08-28 19:08:48,"Assisted Living Home, Independent Living","Updated to match Senior Place: Assisted Living Home, Independent Living, Nursing Home"
6949,Arizona Premier Adult Care Ii,"Arizona Premier Adult Care II creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.",,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-premier-adult-care-ii/,,,,,,,,,Mesa,Arizona,default,field_6813f255a7266,"9716 East Pampa Avenue, Mesa, Az 85212",field_68152ed96a2d0,,field_68152f2303743,https://www.seniorly.com/assisted-living/arizona/mesa/arizona-premier-adult-care-ii-llc,field_682e9adea745b,2750.0,field_682f4d903ba5f,Mesa,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:116;},10,,field_68af89a6f8692,,field_68af89b8e4cd0,https://www.seniorly.com/assisted-living/arizona/mesa/arizona-premier-adult-care-ii-llc,a:18:{i:0;i:11;i:1;i:12;i:2;i:19;i:3;i:23;i:4;i:24;i:5;i:8;i:6;i:30;i:7;i:32;i:8;i:35;i:9;i:38;i:10;i:40;i:11;i:41;i:12;i:42;i:13;i:66;i:14;i:57;i:15;i:60;i:16;i:61;i:17;i:64;},,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-premier-adult-care-ii,,default,0,0,0,open,open,2025-08-28 19:08:48,Assisted Living Home,"Updated to match Senior Place: Assisted Living Home, Board And Care Home"
6950,Arizona Premier Home Care,,,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-premier-home-care/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/f9e789ac77031ef9c1e9ed3cd40e7d74.jpg,f9e789ac77031ef9c1e9ed3cd40e7d74,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/f9e789ac77031ef9c1e9ed3cd40e7d74.jpg,,,Goodyear,Arizona,default,field_6813f255a7266,"15696 West Meadowbrook Avenue, Goodyear, Az 85395",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/ffb65168-8aa2-46c4-8929-076998a27993,field_682e9adea745b,,field_682f4d903ba5f,Goodyear,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:137;},2,15244,field_68af89a6f8692,https://app.seniorplace.com/communities/show/ffb65168-8aa2-46c4-8929-076998a27993,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-premier-home-care,,default,0,0,0,open,open,2025-08-27 22:46:47,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6951,Arizona Royal Care Home,"Arizona Royal Care Home offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Designed to promote independence while providing just the right level of assistance.",,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-royal-care-home/,,,,,,,,,Scottsdale,Arizona,default,field_6813f255a7266,"9823 East Jenan Drive, Scottsdale, Az 85260",field_68152ed96a2d0,,field_68152f2303743,https://www.seniorly.com/assisted-living/arizona/scottsdale/arizona-royal-care-home-llc,field_682e9adea745b,3110.0,field_682f4d903ba5f,Scottsdale,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:111;},10,,field_68af89a6f8692,,field_68af89b8e4cd0,https://www.seniorly.com/assisted-living/arizona/scottsdale/arizona-royal-care-home-llc,a:18:{i:0;i:11;i:1;i:12;i:2;i:19;i:3;i:23;i:4;i:24;i:5;i:8;i:6;i:30;i:7;i:32;i:8;i:35;i:9;i:38;i:10;i:40;i:11;i:41;i:12;i:42;i:13;i:66;i:14;i:57;i:15;i:60;i:16;i:61;i:17;i:64;},,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-royal-care-home,,default,0,0,0,open,open,2025-08-28 19:08:49,Assisted Living Home,"Updated to match Senior Place: Assisted Living Home, Board And Care Home"
6952,Arizona Royal Ranch,,,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-royal-ranch/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/4957d26d298ac852aa74f0ad1683763d.jpg,4957d26d298ac852aa74f0ad1683763d,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/4957d26d298ac852aa74f0ad1683763d.jpg,,,Surprise,Arizona,default,field_6813f255a7266,"14350 West Crocus Drive, Surprise, Az 85379",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/dcb212c7-f792-4e25-a27a-31cdc342f71b,field_682e9adea745b,,field_682f4d903ba5f,Surprise,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},2,15245,field_68af89a6f8692,https://app.seniorplace.com/communities/show/dcb212c7-f792-4e25-a27a-31cdc342f71b,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-royal-ranch,,default,0,0,0,open,open,2025-08-27 22:46:48,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6953,Arizona Senior Life,,,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-senior-life/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/308c7ec129aecb1d55fa0f3a2694cd24.jpg,308c7ec129aecb1d55fa0f3a2694cd24,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/308c7ec129aecb1d55fa0f3a2694cd24.jpg,,,Phoenix,Arizona,default,field_6813f255a7266,"2134 East Palm Lane, Phoenix, Az 85006",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/d1d15da3-949d-4773-a1c8-99383b7a72da,field_682e9adea745b,,field_682f4d903ba5f,Phoenix,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:107;},2,15246,field_68af89a6f8692,https://app.seniorplace.com/communities/show/d1d15da3-949d-4773-a1c8-99383b7a72da,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-senior-life,,default,0,0,0,open,open,2025-08-27 22:46:48,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6954,Arizona Sun Assisted Living 1,,,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-sun-assisted-living-1/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/4cd7188d4072beb15f9bd9351da7852f.jpg,4cd7188d4072beb15f9bd9351da7852f,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/4cd7188d4072beb15f9bd9351da7852f.jpg,,,Phoenix,Arizona,default,field_6813f255a7266,"3142 East Acoma Drive, Phoenix, Az 85032",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/215b5661-c40f-4054-a196-829f131c5efe,field_682e9adea745b,,field_682f4d903ba5f,Phoenix,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:107;},2,15247,field_68af89a6f8692,https://app.seniorplace.com/communities/show/215b5661-c40f-4054-a196-829f131c5efe,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-sun-assisted-living-1,,default,0,0,0,open,open,2025-08-27 22:46:48,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6955,Arizona Sun Assisted Living 2,,,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-sun-assisted-living-2/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/d6ade0004eab2a3bde23b36add08ea24.jpg,d6ade0004eab2a3bde23b36add08ea24,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/d6ade0004eab2a3bde23b36add08ea24.jpg,,,Glendale,Arizona,default,field_6813f255a7266,"4618 West Villa Linda Drive, Glendale, Az 85310",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/5abc6e01-09a4-4046-af48-a9909aaa866f,field_682e9adea745b,,field_682f4d903ba5f,Glendale,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:132;},2,15248,field_68af89a6f8692,https://app.seniorplace.com/communities/show/5abc6e01-09a4-4046-af48-a9909aaa866f,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-sun-assisted-living-2,,default,0,0,0,open,open,2025-08-27 22:46:49,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6956,Arizona Sunset Assisted Living,"Arizona Sunset Assisted Living is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.",,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizona-sunset-assisted-living/,,,,,,,,,Queen Creek,Arizona,default,field_6813f255a7266,"35605 North Moyes Road, Queen Creek, Az 85142",field_68152ed96a2d0,,field_68152f2303743,https://www.seniorly.com/assisted-living/arizona/queen-creek/arizona-sunset-assisted-living,field_682e9adea745b,3990.0,field_682f4d903ba5f,Queen Creek,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:104;},10,,field_68af89a6f8692,,field_68af89b8e4cd0,https://www.seniorly.com/assisted-living/arizona/queen-creek/arizona-sunset-assisted-living,a:18:{i:0;i:11;i:1;i:12;i:2;i:19;i:3;i:23;i:4;i:24;i:5;i:8;i:6;i:30;i:7;i:32;i:8;i:35;i:9;i:38;i:10;i:40;i:11;i:41;i:12;i:42;i:13;i:66;i:14;i:57;i:15;i:60;i:16;i:61;i:17;i:64;},,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizona-sunset-assisted-living,,default,0,0,0,open,open,2025-08-28 19:08:49,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6957,Arizonas Best Assisted Living,,,2025-06-19 00:02:41,listing,https://aplaceforseniorscms.kinsta.cloud/listing/arizonas-best-assisted-living/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/2ed43de217bb0f9570d3cb25819b020b.jpg,2ed43de217bb0f9570d3cb25819b020b,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/2ed43de217bb0f9570d3cb25819b020b.jpg,,,Peoria,Arizona,default,field_6813f255a7266,"8113 West Louise Drive, Peoria, Az 85383",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/31e208f3-4d87-4ccf-af61-38c92b50d149,field_682e9adea745b,,field_682f4d903ba5f,Peoria,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:130;},2,15249,field_68af89a6f8692,https://app.seniorplace.com/communities/show/31e208f3-4d87-4ccf-af61-38c92b50d149,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,arizonas-best-assisted-living,,default,0,0,0,open,open,2025-08-27 22:46:49,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
