ID,Title,Content,Excerpt,Date,Post Type,Permalink,Image URL,Image Title,Image Caption,Image Description,Image Alt Text,Image Featured,Attachment URL,Care Levels,Locations,States,_wp_page_template,_address,address,_phone,phone,_website,website,_price,price,_location-name,location-name,_type,_amenities,_photos,photos,_location,location,type,completeness_score,_thumbnail_id,amenities,state,_state,_wp_old_slug,Status,Author ID,Author Username,Author Email,Author First Name,Author Last Name,Slug,Format,Template,Parent,Parent Slug,Order,Comment Status,Ping Status,Post Modified Date,normalized_types,normalized_type_ids,raw_types
7251,Ccs Adult Care,,,2025-06-19 00:03:17,listing,https://aplaceforseniorscms.kinsta.cloud/listing/ccs-adult-care/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/523906054b8066e6466acbda888c73f0.jpg,523906054b8066e6466acbda888c73f0,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/523906054b8066e6466acbda888c73f0.jpg,,,Surprise,Arizona,default,field_6813f255a7266,"13425 West Rimrock Street, Surprise, Az 85374",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/71ea0d29-64c0-4d00-b297-c004d0bcd4ac,field_682e9adea745b,,field_682f4d903ba5f,Surprise,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},a:1:{i:0;i:162;},2,15470,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,ccs-adult-care,,default,0,0,0,open,open,2025-07-07 21:25:57,Assisted Living Home,162,"Assisted Living Home, Directed Care"
7252,Ccc Bb,,,2025-06-19 00:03:17,listing,https://aplaceforseniorscms.kinsta.cloud/listing/ccc-bb/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/2a37240a294e41e0f7d8ec96ff4b8fe4.jpg,2a37240a294e41e0f7d8ec96ff4b8fe4,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/2a37240a294e41e0f7d8ec96ff4b8fe4.jpg,,,Phoenix,Arizona,default,field_6813f255a7266,"4623 West Magdalena Lane, Phoenix, Az 85339",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/7ad31ca6-1afb-45d7-a0c2-ecc895579675,field_682e9adea745b,,field_682f4d903ba5f,Phoenix,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:107;},a:1:{i:0;i:162;},2,15471,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,ccc-bb,,default,0,0,0,open,open,2025-07-07 21:25:58,Assisted Living Home,162,"Accepts ALTCS, Assisted Living Home, Directed Care"
7253,Ccc Bb Llc Carehome,,,2025-06-19 00:03:17,listing,https://aplaceforseniorscms.kinsta.cloud/listing/ccc-bb-llc-carehome/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/dca58765eab2cc9483044628eeea35ea.jpg,dca58765eab2cc9483044628eeea35ea,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/dca58765eab2cc9483044628eeea35ea.jpg,,,Laveen Village,Arizona,default,field_6813f255a7266,"4623 West Magdalena Lane, Laveen Village, Az 85339",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/e9463c48-5fa6-4b10-a1d9-8ffc5f4c2e43,field_682e9adea745b,,field_682f4d903ba5f,Laveen Village,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:165;},a:1:{i:0;i:162;},2,15472,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,ccc-bb-llc-carehome,,default,0,0,0,open,open,2025-07-07 21:25:58,Assisted Living Home,162,"Accepts ALTCS, United Healthcare, Assisted Living Home, Directed Care"
7254,Cedar Care Assisted Living,,,2025-06-19 00:03:17,listing,https://aplaceforseniorscms.kinsta.cloud/listing/cedar-care-assisted-living/,,,,,,,,,Chandler,Arizona,default,field_6813f255a7266,"163 West Cedar Drive, Chandler, Az 85248",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/24e351f6-8a8e-4ec0-9c0c-89fc256d46f6,field_682e9adea745b,,field_682f4d903ba5f,Chandler,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:126;},a:1:{i:0;i:162;},0,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,cedar-care-assisted-living,,default,0,0,0,open,open,2025-07-07 21:25:59,Assisted Living Home,162,"Accepts ALTCS, United Healthcare, Assisted Living Home, Directed Care"
7255,Cedar Care At Lagos Vistoso,,,2025-06-19 00:03:17,listing,https://aplaceforseniorscms.kinsta.cloud/listing/cedar-care-at-lagos-vistoso/,,,,,,,,,Chandler,Arizona,default,field_6813f255a7266,"636 East Indian Wells Place, Chandler, Az 85249",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/fcab24cf-23e1-4f20-a7a5-a84dcbed7b28,field_682e9adea745b,,field_682f4d903ba5f,Chandler,field_682fc481aaf60,field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:126;},a:1:{i:0;i:1;},0,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,cedar-care-at-lagos-vistoso,,default,0,0,0,open,open,2025-07-07 21:25:59,,,
7259,Cerbat Guest Home,,,2025-06-19 00:03:19,listing,https://aplaceforseniorscms.kinsta.cloud/listing/cerbat-guest-home/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/67c3a6aab2a14ddf0863a30e9d30c0f8.jpg,67c3a6aab2a14ddf0863a30e9d30c0f8,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/67c3a6aab2a14ddf0863a30e9d30c0f8.jpg,,,Kingman,Arizona,default,field_6813f255a7266,"2364 Carver Avenue, Kingman, Az 86409",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/b3aac00b-2f40-4799-9dc7-560f1b139636,field_682e9adea745b,,field_682f4d903ba5f,Kingman,a:1:{i:0;i:5;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:117;},a:1:{i:0;i:162;},2,15473,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,cerbat-guest-home,,default,0,0,0,open,open,2025-07-07 21:26:00,Assisted Living Community,5,"Accepts ALTCS, United Healthcare, Assisted Living Facility"
7261,Cest Lavie Home,,,2025-06-19 00:03:19,listing,https://aplaceforseniorscms.kinsta.cloud/listing/cest-lavie-home/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/849562b1f1a615831e9a385d8934114d.jpg,849562b1f1a615831e9a385d8934114d,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/849562b1f1a615831e9a385d8934114d.jpg,,,Phoenix,Arizona,default,field_6813f255a7266,"3043 West Butler Drive, Phoenix, Az 85051",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/c6bf6e37-3fbf-4ed9-a511-28c15d5a0079,field_682e9adea745b,,field_682f4d903ba5f,Phoenix,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:107;},a:1:{i:0;i:162;},2,15474,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,cest-lavie-home,,default,0,0,0,open,open,2025-07-07 21:26:01,Assisted Living Home,162,"Assisted Living Home, Directed Care"
7262,Chandler Post Acute And Rehabilitation,,,2025-06-19 00:03:19,listing,https://aplaceforseniorscms.kinsta.cloud/listing/chandler-post-acute-and-rehabilitation/,,,,,,,,,Chandler,Arizona,default,field_6813f255a7266,"2121 W Elgin Street, Chandler, Az 85224",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/1d9c19ad-2e5b-4169-b77a-267611b60b1c,field_682e9adea745b,,field_682f4d903ba5f,Chandler,field_682fc481aaf60,field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:126;},a:1:{i:0;i:1;},0,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,chandler-post-acute-and-rehabilitation,,default,0,0,0,open,open,2025-07-07 21:26:02,,,
7263,Chaparral Home Care,,,2025-06-19 00:03:19,listing,https://aplaceforseniorscms.kinsta.cloud/listing/chaparral-home-care/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/34b36fb96b76a28365323e4a1520c78f.jpg,34b36fb96b76a28365323e4a1520c78f,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/34b36fb96b76a28365323e4a1520c78f.jpg,,,Scottsdale,Arizona,default,field_6813f255a7266,"5132 North 86Th Place, Scottsdale, Az 85250",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/02512898-e136-4bdb-b203-5622c55d4015,field_682e9adea745b,,field_682f4d903ba5f,Scottsdale,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:111;},a:1:{i:0;i:162;},2,15475,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,chaparral-home-care,,default,0,0,0,open,open,2025-07-07 21:26:02,Assisted Living Home,162,"Accepts ALTCS, United Healthcare, Assisted Living Home, Directed Care"
7264,Chaparral Winds Assisted Living,,,2025-06-19 00:03:19,listing,https://aplaceforseniorscms.kinsta.cloud/listing/chaparral-winds-assisted-living/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/4e590c0c-4fee-4df1-9608-b7f8d2aa4e4c.jpeg,4e590c0c-4fee-4df1-9608-b7f8d2aa4e4c,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/4e590c0c-4fee-4df1-9608-b7f8d2aa4e4c.jpeg,,,Surprise,Arizona,default,field_6813f255a7266,"16617 North West Point Parkway, Surprise, Az 85374",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/434f3b2c-771a-4c77-9c87-7c4c9efa927d,field_682e9adea745b,,field_682f4d903ba5f,Surprise,a:1:{i:0;i:5;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},a:1:{i:0;i:162;},2,15476,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,chaparral-winds-assisted-living,,default,0,0,0,open,open,2025-07-07 21:26:02,Assisted Living Community,5,Assisted Living Facility
7265,Chaparral Winds Independent Living Community,,,2025-06-19 00:03:19,listing,https://aplaceforseniorscms.kinsta.cloud/listing/chaparral-winds-independent-living-community/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/9d47ebf2-bfad-42a2-b3d1-c177ee61a67f.jpeg,9d47ebf2-bfad-42a2-b3d1-c177ee61a67f,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/9d47ebf2-bfad-42a2-b3d1-c177ee61a67f.jpeg,,,Surprise,Arizona,default,field_6813f255a7266,"16623 N W Point Parkway, Surprise, Az 85374",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/46e7cd12-d409-40ed-bb60-52569e0be9fc,field_682e9adea745b,,field_682f4d903ba5f,Surprise,field_682fc481aaf60,field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},a:1:{i:0;i:1;},2,15477,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,chaparral-winds-independent-living-community,,default,0,0,0,open,open,2025-07-07 21:26:03,,,
7267,Charles Residential Care Llc Iii,,,2025-06-19 00:03:19,listing,https://aplaceforseniorscms.kinsta.cloud/listing/charles-residential-care-llc-iii/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/62e5370d7b28da9b8a5077288e4682c1.jpg,62e5370d7b28da9b8a5077288e4682c1,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/62e5370d7b28da9b8a5077288e4682c1.jpg,,,Goodyear,Arizona,default,field_6813f255a7266,"2707 North 145Th Avenue, Goodyear, Az 85395",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/72a9dd95-1119-4ca0-a079-b2a708526330,field_682e9adea745b,,field_682f4d903ba5f,Goodyear,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:137;},a:1:{i:0;i:162;},2,15478,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,charles-residential-care-llc-iii,,default,0,0,0,open,open,2025-07-07 21:26:04,Assisted Living Home,162,"Accepts ALTCS, MercyCare, United Healthcare, Assisted Living Home, Directed Care"
7269,Chekela Turners Place,,,2025-06-19 00:03:19,listing,https://aplaceforseniorscms.kinsta.cloud/listing/chekela-turners-place/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/6b9d76d5e79302211c586b2d1f4ef1ff.jpg,6b9d76d5e79302211c586b2d1f4ef1ff,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/6b9d76d5e79302211c586b2d1f4ef1ff.jpg,,,Phoenix,Arizona,default,field_6813f255a7266,"5222 East Tunder Circle, Phoenix, Az 85044",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/f70f265e-9a93-4d00-8d57-e8c34ec5218f,field_682e9adea745b,,field_682f4d903ba5f,Phoenix,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:107;},a:1:{i:0;i:162;},2,15479,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,chekela-turners-place,,default,0,0,0,open,open,2025-07-07 21:26:05,Assisted Living Home,162,"Accepts ALTCS, MercyCare, United Healthcare, Assisted Living Home, Directed Care"
7270,Chekela Turners Place Iii,,,2025-06-19 00:03:19,listing,https://aplaceforseniorscms.kinsta.cloud/listing/chekela-turners-place-iii/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/6ac38311c2bcafc3560d6448fd134f69.jpg,6ac38311c2bcafc3560d6448fd134f69,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/6ac38311c2bcafc3560d6448fd134f69.jpg,,,Phoenix,Arizona,default,field_6813f255a7266,"2136 West Maldonado Road, Phoenix, Az 85041",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/37c60f15-de7b-45df-8171-fb0af53c8f3d,field_682e9adea745b,,field_682f4d903ba5f,Phoenix,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:107;},a:1:{i:0;i:162;},2,15480,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,chekela-turners-place-iii,,default,0,0,0,open,open,2025-07-07 21:26:05,Assisted Living Home,162,"Assisted Living Home, Directed Care"
7271,Cherrys Assisted Living,,,2025-06-19 00:03:19,listing,https://aplaceforseniorscms.kinsta.cloud/listing/cherrys-assisted-living/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/2e41753b9f61619d66fb8c667f4cd8a5.jpg,2e41753b9f61619d66fb8c667f4cd8a5,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/2e41753b9f61619d66fb8c667f4cd8a5.jpg,,,Tucson,Arizona,default,field_6813f255a7266,"10363 East Camino La Joya Pantano, Tucson, Az 85730",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/687e5349-3651-4c8d-a074-4f1d124cc5d3,field_682e9adea745b,,field_682f4d903ba5f,Tucson,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:99;},a:1:{i:0;i:162;},2,15481,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,cherrys-assisted-living,,default,0,0,0,open,open,2025-07-07 21:26:06,Assisted Living Home,162,"Assisted Living Home, Directed Care"
7272,Chesters House,,,2025-06-19 00:03:19,listing,https://aplaceforseniorscms.kinsta.cloud/listing/chesters-house/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/56ea7253a874e10c78cac50f23e2e387.jpg,56ea7253a874e10c78cac50f23e2e387,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/56ea7253a874e10c78cac50f23e2e387.jpg,,,Tucson,Arizona,default,field_6813f255a7266,"5105 East Burns Street, Tucson, Az 85711",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/e427f849-6be8-4720-abef-4b99b618d8cf,field_682e9adea745b,,field_682f4d903ba5f,Tucson,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:99;},a:1:{i:0;i:162;},2,15482,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,chesters-house,,default,0,0,0,open,open,2025-07-07 21:26:06,Assisted Living Home,162,"Assisted Living Home, Directed Care"
7273,Cheyennes Place,,,2025-06-19 00:03:19,listing,https://aplaceforseniorscms.kinsta.cloud/listing/cheyennes-place/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/13afd7c7a15e484f11dd01c8c32f7dcd.jpg,13afd7c7a15e484f11dd01c8c32f7dcd,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/13afd7c7a15e484f11dd01c8c32f7dcd.jpg,,,Peoria,Arizona,default,field_6813f255a7266,"9632 West Runion Drive, Peoria, Az 85382",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/4f4c3c28-f071-4216-a67b-d946242ab271,field_682e9adea745b,,field_682f4d903ba5f,Peoria,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:130;},a:1:{i:0;i:162;},2,15483,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,cheyennes-place,,default,0,0,0,open,open,2025-07-07 21:26:06,Assisted Living Home,162,"Assisted Living Home, Directed Care"
7274,Christcentered Care Assisted Living,,,2025-06-19 00:03:19,listing,https://aplaceforseniorscms.kinsta.cloud/listing/christcentered-care-assisted-living/,,,,,,,,,Mesa,Arizona,default,field_6813f255a7266,"10217 Ampere Avenue, Mesa, Az 85212",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/55093c31-e11f-4c8b-907e-fbd648f9fe52,field_682e9adea745b,,field_682f4d903ba5f,Mesa,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:116;},a:1:{i:0;i:162;},0,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,christcentered-care-assisted-living,,default,0,0,0,open,open,2025-07-07 21:26:07,Assisted Living Home,162,"Assisted Living Home, Directed Care"
7277,Christian Care Nursing Center,,,2025-06-19 00:03:19,listing,https://aplaceforseniorscms.kinsta.cloud/listing/christian-care-nursing-center/,,,,,,,,,Phoenix,Arizona,default,field_6813f255a7266,"11812 North 19Th Avenue, Phoenix, Az 85029",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/3bb0c9c6-72c9-40b1-922c-72d061b82064,field_682e9adea745b,,field_682f4d903ba5f,Phoenix,a:2:{i:0;i:5;i:1;i:7;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:107;},a:1:{i:0;i:162;},0,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,christian-care-nursing-center,,default,0,0,0,open,open,2025-07-07 21:26:08,"Assisted Living Community, Nursing Home","5, 7","Accepts ALTCS, United Healthcare, Continuing Care Retirement Community, Assisted Living Facility, Skilled Nursing"
7278,Christinas Assisted Living,,,2025-06-19 00:03:20,listing,https://aplaceforseniorscms.kinsta.cloud/listing/christinas-assisted-living/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/f4b12df9e05c4d919a75f8546938805d.jpg,f4b12df9e05c4d919a75f8546938805d,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/f4b12df9e05c4d919a75f8546938805d.jpg,,,Gilbert,Arizona,default,field_6813f255a7266,"1423 South Hazel Street, Gilbert, Az 85296",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/be16a8c1-b8e9-4b93-843f-d8738b07f27a,field_682e9adea745b,,field_682f4d903ba5f,Gilbert,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:142;},a:1:{i:0;i:162;},2,15486,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,christinas-assisted-living,,default,0,0,0,open,open,2025-07-07 21:26:09,Assisted Living Home,162,"Accepts ALTCS, MercyCare, Assisted Living Home, Directed Care"
7279,Cimarron Assisted Living,,,2025-06-19 00:03:20,listing,https://aplaceforseniorscms.kinsta.cloud/listing/cimarron-assisted-living/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/06cd7f191ae3489c3dfe3be09cf75d9e.jpg,06cd7f191ae3489c3dfe3be09cf75d9e,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/06cd7f191ae3489c3dfe3be09cf75d9e.jpg,,,Nogales,Arizona,default,field_6813f255a7266,"1101 West Cimarron Street, Nogales, Az 85621",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/3c0bbc5b-c693-4fde-8f53-dda6c6ad57ef,field_682e9adea745b,,field_682f4d903ba5f,Nogales,field_682fc481aaf60,field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:179;},a:1:{i:0;i:162;},2,15487,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,cimarron-assisted-living,,default,0,0,0,open,open,2025-07-07 21:26:09,,,
7281,Circle Of Life Alzheimer Homes,,,2025-06-19 00:03:20,listing,https://aplaceforseniorscms.kinsta.cloud/listing/circle-of-life-alzheimer-homes-2/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/66f99378bfb6e107366897bed900f116.jpg,66f99378bfb6e107366897bed900f116,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/66f99378bfb6e107366897bed900f116.jpg,,,Cottonwood,Arizona,default,field_6813f255a7266,"3040 South Loreto Trail, Cottonwood, Az 86326",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/242e018a-ff08-411e-9c77-ef54ba3ec684,field_682e9adea745b,,field_682f4d903ba5f,Cottonwood,a:2:{i:0;i:162;i:1;i:3;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:134;},a:2:{i:0;i:162;i:1;i:3;},2,15488,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,circle-of-life-alzheimer-homes-2,,default,0,0,0,open,open,2025-07-07 21:26:10,"Assisted Living Home, Memory Care","162, 3","Assisted Living Home, Memory Care, Directed Care"
7282,Circle Of Life Alzheimer Homes,,,2025-06-19 00:03:20,listing,https://aplaceforseniorscms.kinsta.cloud/listing/circle-of-life-alzheimer-homes-3/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/00bd35fb-f218-4b17-abb2-94d830a7cb85.jpeg,00bd35fb-f218-4b17-abb2-94d830a7cb85,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/00bd35fb-f218-4b17-abb2-94d830a7cb85.jpeg,,,Prescott,Arizona,default,field_6813f255a7266,"5600 West Almosta Ranch Road, Prescott, Az 86305",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/9aa02bdb-c37e-4290-bc11-7a6a1e1e8b83,field_682e9adea745b,,field_682f4d903ba5f,Prescott,a:2:{i:0;i:162;i:1;i:3;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:101;},a:2:{i:0;i:162;i:1;i:3;},2,15489,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,circle-of-life-alzheimer-homes-3,,default,0,0,0,open,open,2025-07-07 21:26:10,"Assisted Living Home, Memory Care","162, 3","Assisted Living Home, Memory Care, Directed Care"
7283,Circle Of Life Alzheimer Homes,,,2025-06-19 00:03:20,listing,https://aplaceforseniorscms.kinsta.cloud/listing/circle-of-life-alzheimer-homes-4/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/c3b59129-b72e-4e77-a7f7-24891817d21b.jpeg,c3b59129-b72e-4e77-a7f7-24891817d21b,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/c3b59129-b72e-4e77-a7f7-24891817d21b.jpeg,,,Prescott,Arizona,default,field_6813f255a7266,"9240 North American Ranch Road, Prescott, Az 86305",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/f1133036-ea76-4e21-9d00-fa69fcd7be33,field_682e9adea745b,,field_682f4d903ba5f,Prescott,a:2:{i:0;i:162;i:1;i:3;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:101;},a:2:{i:0;i:162;i:1;i:3;},2,15490,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,circle-of-life-alzheimer-homes-4,,default,0,0,0,open,open,2025-07-07 21:26:11,"Assisted Living Home, Memory Care","162, 3","Assisted Living Home, Memory Care, Directed Care"
7284,Circle Of Life Alzheimer Homes,,,2025-06-19 00:03:20,listing,https://aplaceforseniorscms.kinsta.cloud/listing/circle-of-life-alzheimer-homes-5/,,,,,,,,,Williamson,Arizona,default,field_6813f255a7266,"West Fort Bridger Road, Williamson, Az 86305",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/93772855-a73d-42fd-8f1e-b0cb0f905a06,field_682e9adea745b,,field_682f4d903ba5f,Williamson,a:2:{i:0;i:162;i:1;i:3;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:180;},a:2:{i:0;i:162;i:1;i:3;},0,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,circle-of-life-alzheimer-homes-5,,default,0,0,0,open,open,2025-07-07 21:26:11,"Assisted Living Home, Memory Care","162, 3","Assisted Living Home, Memory Care, Directed Care"
7285,Circle Of Life Alzheimer Homes,,,2025-06-19 00:03:20,listing,https://aplaceforseniorscms.kinsta.cloud/listing/circle-of-life-alzheimer-homes-6/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/afeba7d2-6fff-4636-8d86-c8dbc159a951.png,afeba7d2-6fff-4636-8d86-c8dbc159a951,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/afeba7d2-6fff-4636-8d86-c8dbc159a951.png,,,Prescott,Arizona,default,field_6813f255a7266,"5785 Symphony Drive, Prescott, Az 86305",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/36b1e522-cb88-4c95-a80a-fb84f21207f2,field_682e9adea745b,,field_682f4d903ba5f,Prescott,a:2:{i:0;i:162;i:1;i:3;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:101;},a:2:{i:0;i:162;i:1;i:3;},2,15491,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,circle-of-life-alzheimer-homes-6,,default,0,0,0,open,open,2025-07-07 21:26:12,"Assisted Living Home, Memory Care","162, 3","All-Inclusive Pricing (Memory Care), Assisted Living Home, Memory Care, Directed Care"
