ID,Title,City,State,SeniorPlaceURL,SeniorlyURL,NormalizedTypes,NormalizedTypeIDs
,Legacy Manor,Peoria,Arizona,https://app.seniorplace.com/communities/show/ae7fe8de-89d5-442e-909c-6146001fe415,,Assisted Living Home,162
,Legacy Senior Care,Peoria,Arizona,https://app.seniorplace.com/communities/show/58d661a0-9bc4-4ad2-84d6-db437d27a67a,,Assisted Living Home,162
,Legends Senior Living,Glendale,Arizona,https://app.seniorplace.com/communities/show/4321edc1-c05d-4e4d-82b7-013c83fca3b2,,Assisted Living Home,162
,Legends Senior Living,Glendale,Arizona,https://app.seniorplace.com/communities/show/8d6907c3-883a-43fb-9f57-883c1db620e0,,Assisted Living Home,162
,Legends Senior Living,Peoria,Arizona,https://app.seniorplace.com/communities/show/abab3747-d2b4-4fcd-af6a-f0d45c06c8db,,Assisted Living Home,162
,Legends Senior Living Iii,Peoria,Arizona,https://app.seniorplace.com/communities/show/989988d9-1439-49ab-b264-507015218ccc,,Assisted Living Home,162
,Leisure Living,Chandler,Arizona,https://app.seniorplace.com/communities/show/3b6eccf1-1fb1-4ab9-b51a-f24efa0aa880,,Assisted Living Home,162
,Leisure Times Home,Surprise,Arizona,https://app.seniorplace.com/communities/show/9c47b8e3-07f3-409d-a403-22b6ec21b3c4,,,
,Lesan Assisted Living,Douglas,Arizona,https://app.seniorplace.com/communities/show/dfce02f2-f252-4fe5-bd53-c48d4d7a95bc,,Assisted Living Home,162
,Letis At Valencia Mdsl 1,Phoenix,Arizona,https://app.seniorplace.com/communities/show/3eedf03a-e224-42eb-9a5e-22b6b228fc53,,Assisted Living Home,162
,Letis At Valencia Mdsl 2,Phoenix,Arizona,https://app.seniorplace.com/communities/show/64ad4f2f-48c6-4452-af15-4637995ed48c,,Assisted Living Home,162
,Liberty Home Care Assisted Living,Peoria,Arizona,https://app.seniorplace.com/communities/show/f50c1e84-c67b-4a9b-91e2-c02b33e0d634,,Assisted Living Home,162
,Liberty Home Care Assisted Living One,Peoria,Arizona,https://app.seniorplace.com/communities/show/9d78d8cb-35f4-4f25-91df-90b58a193b2c,,,
,Liberty Manor Residency,Phoenix,Arizona,https://app.seniorplace.com/communities/show/da60e400-7d09-45ee-acb8-0e4b48ca9c8a,,Assisted Living Home,162
,Liberty Manor Residency Ii,Phoenix,Arizona,https://app.seniorplace.com/communities/show/79147e42-d6af-4a51-b546-6c3081a4b360,,Assisted Living Home,162
,Lidias Care Home,Glendale,Arizona,https://app.seniorplace.com/communities/show/e9437270-9c50-41c3-90dd-ae60fdc8772e,,Assisted Living Home,162
,Life Assisted Living,Mesa,Arizona,https://app.seniorplace.com/communities/show/c55ca864-3d9a-41b5-9f89-8a4761e28012,,Assisted Living Home,162
,Lifestream At Youngtown,Youngtown,Arizona,https://app.seniorplace.com/communities/show/49aa689d-452f-4c3f-bf64-2c569a0803c4,,"Independent Living, Assisted Living Community","6, 5"
,Lifestream Complete Senior Living At Cook Health Care Assisted Living,Youngtown,Arizona,https://app.seniorplace.com/communities/show/11cdec82-8c83-4aae-b2ef-8a8063863969,,Assisted Living Community,5
,Lilac Assisted Living,Phoenix,Arizona,https://app.seniorplace.com/communities/show/b359e95d-5e14-4c48-abcb-8e5450c35b0b,,Assisted Living Home,162
,Lita Caring Home,Casa Grande,Arizona,https://app.seniorplace.com/communities/show/18b94c7d-a312-4c88-8cfa-929bc4f75daa,,Assisted Living Home,162
,Litchfield Joy Senior Living,Surprise,Arizona,https://app.seniorplace.com/communities/show/61c79e13-8c6c-402c-8048-74bea70507bd,,Assisted Living Home,162
,Litchfield Park Assisted Living Memory Care,Litchfield Park,Arizona,https://app.seniorplace.com/communities/show/a8e17d01-9512-492a-a12f-e837a2916c3c,,Assisted Living Home,162
,Litchfield Park Memory Care,Litchfield Park,Arizona,https://app.seniorplace.com/communities/show/9f05c058-7251-49a1-9290-da5cf49cc1a0,,Assisted Living Home,162
,Litchfield Terrace Assisted Living,Litchfield Park,Arizona,https://app.seniorplace.com/communities/show/ea0fafab-aad9-4e1c-bb08-e20e5e4b65b7,,Assisted Living Home,162
,Live True Assisted Living Scottsdale,Scottsdale,Arizona,https://app.seniorplace.com/communities/show/a8e1a636-a888-41fb-af64-eb014a23b62e,,Assisted Living Home,162
,Living Waters Assisted Living,Glendale,Arizona,https://app.seniorplace.com/communities/show/02f9c700-69f7-45d9-8390-8c8b40110428,,Assisted Living Home,162
,Loma Vista Assisted Living,Mesa,Arizona,https://app.seniorplace.com/communities/show/f9c37df3-b777-486b-a6d9-61da6bd740e9,,,
,Lopez Adult Home Care,Tucson,Arizona,https://app.seniorplace.com/communities/show/d8937212-891d-4226-9529-0fbbd8ee9fc7,,Assisted Living Home,162
,Los Alamos Assisted Living,San Luis,Arizona,https://app.seniorplace.com/communities/show/7d42d838-84f8-40db-a739-61dce8c056b8,,Assisted Living Home,162
,Love And Care Assisted Living,Surprise,Arizona,https://app.seniorplace.com/communities/show/803fefd0-57f8-45b8-ba37-30bde53d816b,,Assisted Living Home,162
,Love And Care I Assisted Living,Surprise,Arizona,https://app.seniorplace.com/communities/show/6be74c91-8489-4cdb-8c20-ab7d58633787,,Assisted Living Home,162
,Love And Care Iv Assisted Living,Wittmann,Arizona,https://app.seniorplace.com/communities/show/3f52d593-40af-47c3-b64e-3f327ea9e51a,,Assisted Living Home,162
,Lovin Touch Assisted Living,Phoenix,Arizona,https://app.seniorplace.com/communities/show/ecc6890a-db03-47e6-8cbd-9eeabc70fe99,,Assisted Living Home,162
,Loving Arms Assisted Living,Surprise,Arizona,https://app.seniorplace.com/communities/show/cdf3c222-79fe-4951-a308-90d84689a188,,Assisted Living Home,162
,Loving Hands Assisted Living,Avondale,Arizona,https://app.seniorplace.com/communities/show/a0549390-3cf9-4ec1-992e-cfbd1896d3cc,,Assisted Living Home,162
,Loving Hearts Assisted Living 3,Mesa,Arizona,https://app.seniorplace.com/communities/show/85f04e37-8a97-4b48-874b-7476c360b7a0,,Assisted Living Home,162
,Lt Assisted Living,Globe,Arizona,https://app.seniorplace.com/communities/show/85167b58-3916-48de-bfb4-f3bad08e7371,,Assisted Living Home,162
,Luxury Comfort Home,Glendale,Arizona,https://app.seniorplace.com/communities/show/65df6629-4f4d-43c7-b258-8ccaea8ce17a,,Assisted Living Home,162
,Lynettes Care Center,Phoenix,Arizona,https://app.seniorplace.com/communities/show/ff92509f-bd54-4e28-9a77-4f291736dc26,,Assisted Living Home,162
,M K Tanya Home Care,Gilbert,Arizona,https://app.seniorplace.com/communities/show/df8ccb2b-73d8-4fff-8e33-095c30fb5e79,,Assisted Living Home,162
,M And L Love And Care Home,Mesa,Arizona,https://app.seniorplace.com/communities/show/a7d35449-8172-481c-b2a5-92ac84b86e4a,,Assisted Living Home,162
,Mk Belrose Home Care,Gilbert,Arizona,https://app.seniorplace.com/communities/show/cd3d8bfc-f411-4d8f-8474-d54bf843fbc2,,Assisted Living Home,162
,Magdas Family Home Care,Phoenix,Arizona,https://app.seniorplace.com/communities/show/c003dad3-3b5a-452d-9cf4-3d34fbeddfcf,,Assisted Living Home,162
,Magic Touch Adult Care,Chandler,Arizona,https://app.seniorplace.com/communities/show/6a1a3c95-2586-42f2-9f5e-1068e8cfe76d,,Assisted Living Home,162
,Magma Care Home,Queen Creek,Arizona,https://app.seniorplace.com/communities/show/482a5138-9fae-4bf2-b4cd-dcf6a6cb0554,,Assisted Living Home,162
,Magnolia Manor Senior Care,Surprise,Arizona,https://app.seniorplace.com/communities/show/ee57c9f7-747c-49f8-b18c-4e383c65c167,,Assisted Living Home,162
,Magnolia Senior Living,Glendale,Arizona,https://app.seniorplace.com/communities/show/5700f748-22e7-499e-983b-cbcf012345d4,,Assisted Living Home,162
,Majestic Manor Senior Living,Chandler,Arizona,https://app.seniorplace.com/communities/show/3eba3935-2987-4c52-a76f-2740055cf422,,Assisted Living Home,162
,Majestic Rose Power Ranch,Gilbert,Arizona,https://app.seniorplace.com/communities/show/5bf65db1-b97b-4946-8691-9a5ce05a3830,,Assisted Living Home,162
,Majestic Villa Assisted Living,Glendale,Arizona,https://app.seniorplace.com/communities/show/d05cbd3c-5b4e-49a9-aa46-5a3a7da5eeb1,,Assisted Living Home,162
,Manantial De Vida,Tucson,Arizona,https://app.seniorplace.com/communities/show/4a21be0c-8f23-4e71-830a-26fc810a8398,,Assisted Living Home,162
,Manna Assisted Living,Chandler,Arizona,https://app.seniorplace.com/communities/show/9f520ed3-a65b-4658-80aa-d9c75bf04b58,,Assisted Living Home,162
,Manor On Paradise,Scottsdale,Arizona,https://app.seniorplace.com/communities/show/32042969-3490-4d08-ac16-17c06337c9ae,,Assisted Living Home,162
,Mardon Assisted Livings I,Phoenix,Arizona,https://app.seniorplace.com/communities/show/342253f8-5b97-4f4e-a7b7-08041e6cc772,,Assisted Living Home,162
,Marias Adult Care Home,Peoria,Arizona,https://app.seniorplace.com/communities/show/936cc246-5aad-40e1-92b7-22a6197c93d9,,Assisted Living Home,162
,Marian Assisted Living Laveen Az,PHOENIX,Arizona,https://app.seniorplace.com/communities/show/cd391efa-4504-424c-a3a8-f99d2b7f9d80,,Assisted Living Home,162
,Marie Silver Assisted Living,Surprise,Arizona,https://app.seniorplace.com/communities/show/6e43e0b5-7242-4a4e-8453-d606189834f3,,Assisted Living Home,162
,Maries Board And Care Ii,Phoenix,Arizona,https://app.seniorplace.com/communities/show/72a98507-7031-485e-ad63-c3bc1d966e09,,Assisted Living Home,162
,Marigold At Redwood Assisted Living,Phoenix,Arizona,https://app.seniorplace.com/communities/show/4fd89053-c24a-4f12-8ff5-db13faaa2e6b,,Assisted Living Home,162
,Mariposa Grande Senior Living,Glendale,Arizona,https://app.seniorplace.com/communities/show/7513a60e-7a77-42f4-9072-dd8b8cf4ac1f,,Assisted Living Home,162
,Markesh Care Home,Chandler,Arizona,https://app.seniorplace.com/communities/show/f901a5fa-f20a-43f2-9d57-cdbd89b21aa1,,Assisted Living Home,162
,Marley Adult Healthcare,Surprise,Arizona,https://app.seniorplace.com/communities/show/94aab00b-40f5-456d-a199-ad8d89a1c15b,,Assisted Living Home,162
,Marley Park Senior Living,Surprise,Arizona,https://app.seniorplace.com/communities/show/cda36a5d-5440-4d19-9026-66ba1311b34e,,Assisted Living Home,162
,Marquis 44 Assisted Living,Phoenix,Arizona,https://app.seniorplace.com/communities/show/e05feab7-6059-49ee-8501-f41e33135dd3,,Assisted Living Home,162
,Mary Petes Assisted Living,Tucson,Arizona,https://app.seniorplace.com/communities/show/cc140db1-452b-420d-9540-fe4560263637,,Assisted Living Home,162
,Mary Grace Care Home,Gilbert,Arizona,https://app.seniorplace.com/communities/show/2cd9e2a2-1d6b-4a50-9229-d8802ebf87ec,,Assisted Living Home,162
,Marybelas Loyal Care,Surprise,Arizona,https://app.seniorplace.com/communities/show/f1a6cb41-37b0-4df4-8f39-02a09166cd05,,Assisted Living Home,162
,Maryland Gardens Care Center,Phoenix,Arizona,https://app.seniorplace.com/communities/show/c417c4a0-af8e-4371-8cb3-31f881a0a55b,,,
,Maryland Gardens Post Acute,Phoenix,Arizona,https://app.seniorplace.com/communities/show/9d6f6166-e29a-4248-a7fb-8bc3bc1662cf,,"Assisted Living Community, Nursing Home","5, 7"
,Maui Adult Care Home,Surprise,Arizona,https://app.seniorplace.com/communities/show/0d4e27f5-2433-470d-a735-44eacf81465f,,Assisted Living Home,162
,Maxcare Assisted Living,Maricopa,Arizona,https://app.seniorplace.com/communities/show/15d53c03-a582-466e-ac31-6efc04131d40,,Assisted Living Home,162
,Mays Haven,Chandler,Arizona,https://app.seniorplace.com/communities/show/26f64fb1-3d30-43bb-a80c-c248b30ab0ea,,Assisted Living Home,162
,Mayfair Edem Homes,Mesa,Arizona,https://app.seniorplace.com/communities/show/a49fb95e-5743-41b9-be5c-b2ddb3ebaf96,,Assisted Living Community,5
,Mayfair Eden Homes,Mesa,Arizona,https://app.seniorplace.com/communities/show/20d3bac4-ae3e-436e-8738-7fa193c831c1,,Assisted Living Home,162
,Mayfair Eden Homes,Mesa,Arizona,https://app.seniorplace.com/communities/show/fd6c2265-0d97-4d8e-a834-51f58f41a023,,Assisted Living Home,162
,Mayfair Eden Homes,Mesa,Arizona,https://app.seniorplace.com/communities/show/03262afa-bace-410a-a6f0-441dc31242e8,,Assisted Living Home,162
,Mcare,Peoria,Arizona,https://app.seniorplace.com/communities/show/8fe8bc1f-03cd-4229-9ea9-8b64b304c338,,Assisted Living Home,162
,Mccormick Ranch Assisted Living,Scottsdale,Arizona,https://app.seniorplace.com/communities/show/1c8ce4b2-bc2a-4a9e-b860-5c8482758a2d,,Assisted Living Home,162
,Md Senior Living,Scottsdale,Arizona,https://app.seniorplace.com/communities/show/1be7cad2-b154-40f6-b9d9-a42c4ab328e8,,,
,Meadow Hills Assisted Living,Nogales,Arizona,https://app.seniorplace.com/communities/show/62f6b769-1d77-44de-831b-e9ba040b7a4f,,Assisted Living Home,162
,Meadowbrook Quality Assisted Living,Scottsdale,Arizona,https://app.seniorplace.com/communities/show/beef3730-de2e-46b3-ab79-8a1f7c68afd7,,Assisted Living Home,162
,Meadows Assisted Living,Peoria,Arizona,https://app.seniorplace.com/communities/show/19c85116-426e-4bcf-a3f5-62533f6acc13,,Assisted Living Home,162
,Mera Chandler,Chandler,Arizona,https://app.seniorplace.com/communities/show/2a6a4fe2-5a3a-42bc-8509-d489dac8cc78,,Independent Living,6
,Mercys Care Home I,Chandler,Arizona,https://app.seniorplace.com/communities/show/1926d343-1a4b-4ca3-8482-43d70c9f17a5,,Assisted Living Home,162
,Meridian 2 Assisted Living,Surprise,Arizona,https://app.seniorplace.com/communities/show/64936c5c-c496-4c27-8702-bc2bffc38bb1,,Assisted Living Home,162
,Meridian Assisted Living,Surprise,Arizona,https://app.seniorplace.com/communities/show/f7ddde7b-55a0-4675-886d-5c937c5fd300,,Assisted Living Home,162
,Mesa Adult Care Home,Mesa,Arizona,https://app.seniorplace.com/communities/show/a4694d76-ce0f-49db-b471-aa776fd5630e,,Assisted Living Home,162
,Mesa Adult Care Home I I,Mesa,Arizona,https://app.seniorplace.com/communities/show/124cb50e-74fd-41fd-b7b9-1422776dd41e,,Assisted Living Home,162
,Mesa Christcentered Care Assisted Living,Mesa,Arizona,https://app.seniorplace.com/communities/show/454c7892-c9f1-46a3-badf-24e682cc4a87,,Assisted Living Home,162
,Mesa Serenity Assisted Living,Mesa,Arizona,https://app.seniorplace.com/communities/show/b85fb05d-8bc6-4bac-9c46-2d6e78d3f8d6,,Assisted Living Home,162
,Metropolitan Assisted Living,Chandler,Arizona,https://app.seniorplace.com/communities/show/049811ac-4ef5-43d6-b37f-a58068d25d58,,Assisted Living Home,162
,Metropolitan Assisted Living,Gilbert,Arizona,https://app.seniorplace.com/communities/show/c9904461-be0a-4c7f-b561-d80639bfc5fd,,Assisted Living Home,162
,Mingus Terrace Assisted Living,Cottonwood,Arizona,https://app.seniorplace.com/communities/show/91209b4a-0a5c-4a30-a72d-fb4295edd259,,Assisted Living Home,162
,Minnie Lees Senior Care Home,Mesa,Arizona,https://app.seniorplace.com/communities/show/5879819e-0d75-4029-ac9b-09f6f59818e6,,,
,Miramonte Alh,Scottsdale,Arizona,https://app.seniorplace.com/communities/show/111ce1e6-006b-4904-a407-6032fc56ab49,,Assisted Living Home,162
,Mission Grace Home Care,Phoenix,Arizona,https://app.seniorplace.com/communities/show/b7a7b0f4-4cbd-4b94-b0fe-262bd0b5fc78,,Assisted Living Home,162
,Mom And Dad Place Iiii,Tucson,Arizona,https://app.seniorplace.com/communities/show/8d654ccb-0317-4d6d-8934-ff2df1f0aeff,,Assisted Living Home,162
,Mom And Dad Place,Tucson,Arizona,https://app.seniorplace.com/communities/show/7c96bf6e-63a8-429f-a2e1-54e1afa572c6,,Assisted Living Home,162
,Mona Assisted Living,Peoria,Arizona,https://app.seniorplace.com/communities/show/49cd054e-afc8-4339-a47b-bf9516875dc6,,Assisted Living Home,162
,Monte Manor Assisted Living,Mesa,Arizona,https://app.seniorplace.com/communities/show/ced4f933-eed3-44d2-9825-a5cd9ee0acb5,,Assisted Living Home,162
,Montelena Assisted Living And Memory Care,Queen Creek,Arizona,https://app.seniorplace.com/communities/show/b07f4dd6-ea1c-4d8e-a11f-fd27bfe3045a,,"Assisted Living Home, Memory Care","162, 3"
,Moonlight Manor Assisted Living,Surprise,Arizona,https://app.seniorplace.com/communities/show/44707530-feb2-47f9-a000-874e8b8c194f,,Assisted Living Home,162
,Morenos Assisted Living,Tucson,Arizona,https://app.seniorplace.com/communities/show/00e95ba3-faa5-459f-886e-965c74d2b5a3,,Assisted Living Home,162
,Morning Star At Golden Ridge,Peoria,Arizona,https://app.seniorplace.com/communities/show/397b6f2e-16f4-4ac7-9001-642b9cc84729,,,
,Morningstar Of Fountain Hills,Fountain Hills,Arizona,https://app.seniorplace.com/communities/show/4b3cc668-9f76-457b-ae03-94094ee30eea,,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3"
,Mosaic Gardens Memory Care At Surprise,Surprise,Arizona,https://app.seniorplace.com/communities/show/4b8b5ad9-efc8-42b0-b9c2-134e6a75be7c,,Memory Care,3
,Mosaic Gardens Memory Care Surprise,Surprise,Arizona,https://app.seniorplace.com/communities/show/fe2432ae-c85e-4e9a-8ae1-15e27ad4a41a,,,
,Motherdears Place I,Phoenix,Arizona,https://app.seniorplace.com/communities/show/bd7dedb7-b563-468e-a02d-cc9895a3d766,,Assisted Living Home,162
,Mountain Care Of Snowflake,Snowflake,Arizona,https://app.seniorplace.com/communities/show/904507d6-2c8a-49d1-a858-f880d40592e8,,Assisted Living Community,5
,Mountain Care Of Snowflake,Snowflake,Arizona,https://app.seniorplace.com/communities/show/654f4dac-61c5-4d04-9226-24ebdadff364,,Assisted Living Community,5
,Mountain Cove Luxury Care,Anthem,Arizona,https://app.seniorplace.com/communities/show/204bed1d-799d-425f-ac38-28f5e954e15f,,Assisted Living Home,162
,Mountain Laurel Assisted Living,Glendale,Arizona,https://app.seniorplace.com/communities/show/5960e2dd-1247-4df4-a2ef-f9b37f363eef,,Assisted Living Home,162
,Mountain View Alh,Paradise Valley,Arizona,https://app.seniorplace.com/communities/show/9cfe4b5a-3045-4ce5-af4a-a46308d6ccd7,,Assisted Living Home,162
,Mountain View Carehome,Mesa,Arizona,https://app.seniorplace.com/communities/show/37c07cf1-f1ed-4414-9d1a-52178fbe3537,,,
,Mountain View Gardens,Sierra Vista,Arizona,https://app.seniorplace.com/communities/show/fdd24759-c780-49ef-9e05-8bac05a8121b,,,
,Mountain View Residential Assisted Living,Paradise Valley,Arizona,https://app.seniorplace.com/communities/show/19454689-d401-4e90-b17c-31b6c198672d,,Assisted Living Home,162
,Mulberry Assisted Livingnido,Mesa,Arizona,https://app.seniorplace.com/communities/show/f17c751f-9800-4e05-a856-547443b9bafa,,Assisted Living Home,162
,My Parents Paradise At Montoro Preserve,Peoria,Arizona,https://app.seniorplace.com/communities/show/723dcc7a-f857-4e10-a412-c8df0d82cc93,,Assisted Living Home,162
,Nananom Assisted Living,Globe,Arizona,https://app.seniorplace.com/communities/show/2528549c-820a-4129-8040-f76e1b7859bf,,Assisted Living Home,162
,Netties Nest Assisted Living Care Home,New River,Arizona,https://app.seniorplace.com/communities/show/49571e75-b778-452a-8af1-6c6d2762bdd2,,Assisted Living Home,162
,Neuro Rehabcare Scottsdaleaz,Scottsdale,Arizona,https://app.seniorplace.com/communities/show/54f8795a-9f6f-45e1-be86-16a18fb0108a,,Assisted Living Home,162
,New Beginnings Chandler,Chandler,Arizona,https://app.seniorplace.com/communities/show/42e245f7-7855-4f8f-8955-797f995573fd,,Assisted Living Home,162
,New Horizons Adult Care Home 2,Prescott Valley,Arizona,https://app.seniorplace.com/communities/show/52694848-c370-4386-8e12-d493d727092c,,Assisted Living Home,162
,New Reflections Adult Care Home,Glendale,Arizona,https://app.seniorplace.com/communities/show/1b6a5acd-0698-41dc-a137-f754883bb6f5,,Assisted Living Home,162
,Next Door Care Home,El Mirage,Arizona,https://app.seniorplace.com/communities/show/8f862b95-b60b-4e1e-b269-32b6aa85164e,,Assisted Living Home,162
,Nicolette Assisted Living,Peoria,Arizona,https://app.seniorplace.com/communities/show/afc19b12-c4bd-40b7-a655-d0ed62df53c2,,Assisted Living Home,162
,Norbert Rogers,Phoenix,Arizona,https://app.seniorplace.com/communities/show/0cee0c1c-159f-4c65-945b-001785b76b33,,Assisted Living Home,162
,Normandel Place,Tucson,Arizona,https://app.seniorplace.com/communities/show/ddf94083-ab1b-4628-b655-ae0233aa7374,,Assisted Living Home,162
,North Beverly Assisted Living,Phoenix,Arizona,https://app.seniorplace.com/communities/show/eac17c51-de1a-47cd-ba82-f4175b6bc6a7,,Assisted Living Home,162
,North Central Shores,Phoenix,Arizona,https://app.seniorplace.com/communities/show/526df6a6-a275-4210-bfa9-6c61b1393917,,Assisted Living Home,162
,North Scottsdale Assisted Living,Scottsdale,Arizona,https://app.seniorplace.com/communities/show/7f9d8b01-81b4-4396-938f-c520d94662c6,,Assisted Living Home,162
,North Scottsdale Place 1,Scottsdale,Arizona,https://app.seniorplace.com/communities/show/334a2d46-4a12-4279-9f19-43f0603303d3,,Assisted Living Home,162
,North Star Adult Care Home,Prescott Valley,Arizona,https://app.seniorplace.com/communities/show/6a1c478a-502a-42b5-9589-4bebecc3f2cd,,Assisted Living Home,162
,North Valley Assisted Living,Phoenix,Arizona,https://app.seniorplace.com/communities/show/efc77ca1-79b6-43c3-984c-e308e97aa8a5,,Assisted Living Home,162
,Northpointe Senior Assisted Living,Peoria,Arizona,https://app.seniorplace.com/communities/show/f3eebc24-ab82-47a5-8789-122c46b9a66c,,Assisted Living Home,162
,Northwood Glen Assisted Living,Glendale,Arizona,https://app.seniorplace.com/communities/show/7ae4deda-fc4e-44ed-8ace-d9b0f51b155e,,Assisted Living Home,162
,Northwood Glen Ii Assisted Living,Glendale,Arizona,https://app.seniorplace.com/communities/show/b9ab9fb6-788a-4100-951c-66fe6a73b5e9,,Assisted Living Home,162
,Nurses Assisted Living,Peoria,Arizona,https://app.seniorplace.com/communities/show/bad9c8cc-46b8-4d5b-9393-62a86a1158a2,,Assisted Living Home,162
,Nurtured Valley Assisted Living,Fountain Hills,Arizona,https://app.seniorplace.com/communities/show/5ec66535-d532-4209-9f7e-743943e569b4,,Assisted Living Home,162
,Oak Haven Assisted Living,Tucson,Arizona,https://app.seniorplace.com/communities/show/8cb7cb50-0646-4c80-b4c6-4439fd455060,,Assisted Living Home,162
,Oak Haven Assisted Living,Tucson,Arizona,https://app.seniorplace.com/communities/show/876db77e-2a0c-4118-b9a8-83d13373d3bf,,Assisted Living Home,162
,Oakmont Assisted Living Of Scottsdale,Scottsdale,Arizona,https://app.seniorplace.com/communities/show/69f99ce3-26d2-4101-9a38-3709de732663,,Assisted Living Home,162
,Oasis At El Corral Assisted Living Center,Tucson,Arizona,https://app.seniorplace.com/communities/show/808ff36a-3ae0-43e6-bf21-f2a949c11edf,,Assisted Living Community,5
,Oasis At Norterra,Phoenix,Arizona,https://app.seniorplace.com/communities/show/a56d578d-9510-4cc1-884e-cb0fb3b15e73,,Assisted Living Home,162
,Oasis Care Homes Ii,Phoenix,Arizona,https://app.seniorplace.com/communities/show/61c072bf-15df-48f2-8add-ad68e5d01f67,,Assisted Living Home,162
,Oasis Care Homes,Phoenix,Arizona,https://app.seniorplace.com/communities/show/024dee22-9cf5-4768-8a7c-e9ddeff3f516,,Assisted Living Home,162
,Obsidian Homes Ral,Phoenix,Arizona,https://app.seniorplace.com/communities/show/76b5268d-0db6-4dfd-8a81-5bb54aa3097a,,Assisted Living Community,5
,Ohana Adult Care Home 2,Peoria,Arizona,https://app.seniorplace.com/communities/show/18ac9c6e-97c3-47b8-aff7-b11ad0964874,,Assisted Living Home,162
,Ohana Adult Care Home,Phoenix,Arizona,https://app.seniorplace.com/communities/show/eec181f0-2c50-4780-ad45-699749d6837f,,Assisted Living Home,162
,Ohana Senior Care,Tucson,Arizona,https://app.seniorplace.com/communities/show/28b0bd01-0447-4768-80b6-b66cae553967,,Assisted Living Home,162
,Ohana Straight Arrow North,Peoria,Arizona,https://app.seniorplace.com/communities/show/b22fe3cc-68e1-464e-9ac3-39466051421f,,Assisted Living Home,162
,Ohana Straight Arrow South,Peoria,Arizona,https://app.seniorplace.com/communities/show/7ddf964c-62a5-4ebb-a782-7edcc65f1d75,,Assisted Living Home,162
,Olimpias Home Care,Phoenix,Arizona,https://app.seniorplace.com/communities/show/2589b7f7-b8f1-463c-9aa1-b2151d63184d,,Assisted Living Home,162
,One On One Adult Care Home,Phoenix,Arizona,https://app.seniorplace.com/communities/show/a9c1d75e-78dd-4a64-9050-c26fad861d37,,Assisted Living Home,162
,Open Wings Assisted Living Care,Surprise,Arizona,https://app.seniorplace.com/communities/show/6eabb862-6c15-4a6b-8cfd-99c2c97817ff,,Assisted Living Home,162
,Orange Garden Assisted Living,Sun City,Arizona,https://app.seniorplace.com/communities/show/d6bd9461-b9ef-463c-8b60-ca01dfde14ae,,Assisted Living Home,162
,Orange Grove Senior Care,Tucson,Arizona,https://app.seniorplace.com/communities/show/08f91a23-8e3c-487a-a469-32fb72a1d5ad,,Assisted Living Home,162
,Orange Grove Senior Care,Tucson,Arizona,https://app.seniorplace.com/communities/show/e04b11b2-5f36-424b-97b2-404feecf775b,,Assisted Living Home,162
,Orchard Pointe At Terrazza Operating,Peoria,Arizona,https://app.seniorplace.com/communities/show/3be5486f-f26e-437e-9577-0cf3b35f9401,,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3"
,Orchid Living,Phoenix,Arizona,https://app.seniorplace.com/communities/show/bc7fdd27-a2b6-4ee8-ba26-a1fe4028815a,,Assisted Living Home,162
,Ordinary Lifestyles,Payson,Arizona,https://app.seniorplace.com/communities/show/c5daf141-c42a-4c32-8c68-526bf880bf32,,Assisted Living Home,162
,Ordinary Lifestyles Ii,Payson,Arizona,https://app.seniorplace.com/communities/show/8ca31f22-0716-4882-9fcb-70a414237084,,Assisted Living Home,162
,Ordinary Lifestyles Iv,Star Valley,Arizona,https://app.seniorplace.com/communities/show/e58f08f6-ea1c-4153-877c-a06d74eea839,,Assisted Living Home,162
,Ordinary Lifestyles Iv,Payson,Arizona,https://app.seniorplace.com/communities/show/f4bf69e3-ad8f-462f-b79f-786c56860f30,,Assisted Living Home,162
,Ordinary Lifestyles Llc Iii,Payson,Arizona,https://app.seniorplace.com/communities/show/c77f0441-d183-4d89-9767-ebb01fd4cd38,,Assisted Living Home,162
,Ortiz Sunnyside Assisted Living,Surprise,Arizona,https://app.seniorplace.com/communities/show/00ec65dc-1a2e-4cb7-9fb9-01dc41add365,,Assisted Living Home,162
,Otilias Home Care,Glendale,Arizona,https://app.seniorplace.com/communities/show/92755353-ddff-4646-a5de-29184e145744,,,
,Our Grouphome,Coldwater Springs,Arizona,https://app.seniorplace.com/communities/show/b3c191b9-a416-4e68-b5b2-7da9e03c6e40,,Assisted Living Home,162
,Our Home On Rosewood,Phoenix,Arizona,https://app.seniorplace.com/communities/show/dc9a29a8-479a-4a59-a70e-439f75bf38a7,,Assisted Living Home,162
,Pacifica Senior Living Paradise Valley,Phoenix,Arizona,https://app.seniorplace.com/communities/show/5b8f5a52-c9d6-4d2d-9843-886da7e110f3,,Assisted Living Community,5
,Pacifica Senior Living Peoria,Peoria,Arizona,https://app.seniorplace.com/communities/show/47129f46-a5f9-4ce5-a287-a50c08012ea5,,Assisted Living Community,5
,Palm House I Plc,Phoenix,Arizona,https://app.seniorplace.com/communities/show/ea213994-bce5-435a-954b-0d1dd66d4115,,Assisted Living Home,162
