ID,Title,before_types,after_types,status
8277,Joy Care Assisted Living,,,UNCHANGED
8279,Joy Care Assisted Living,,,UNCHANGED
8281,Joycare Al,,,UNCHANGED
8282,Joyce Ridge Civitan House,,,UNCHANGED
8284,Joyful Assisted Living,,,UNCHANGED
8286,Joyful Haven Assisted Living,,,UNCHANGED
8288,Joyville Assisted Living Ii,,,UNCHANGED
8289,Jr Caring Hearts,,,UNCHANGED
8291,Jubilee Care Assisted Living,,,UNCHANGED
8293,Jubilee In The Desert Assisted Living,,,UNCHANGED
8295,Julians Assisted Living,,,UNCHANGED
8297,June And Frank Sackton Assisted Living Apartments At Westminster Village,,,UNCHANGED
8298,K T Homes,,,UNCHANGED
8300,Kare More Than That,,,UNCHANGED
8302,Kaydies Assisted Living,,,UNCHANGED
8304,Kellys Adult Care Home,,,UNCHANGED
8306,Khadi Care,,,UNCHANGED
8308,Kierland Care Assisted Living,,,UNCHANGED
8310,Kierland Sanctuary,,,UNCHANGED
8312,Kikos Cottage,,,UNCHANGED
8314,Kikos Ranch,,,UNCHANGED
8316,Kindred Homes Yuma,,,UNCHANGED
8317,Kindred Homes Yuma,,,UNCHANGED
8319,King Assisted Living,,,UNCHANGED
8320,King Assisted Living Ii,,,UNCHANGED
8322,Kiran Manor,,,UNCHANGED
8324,Kivel Manor Assisted Living Center,,,UNCHANGED
8325,Klaras Adult Care Home,,,UNCHANGED
8327,Kleins Home Care,,,UNCHANGED
8329,Kleins Home Care,,,UNCHANGED
8331,Kopper Crest,,,UNCHANGED
8332,Kozy Gardens Assisted Living,,,UNCHANGED
8334,Kristal Bell Assisted Living Ii,,,UNCHANGED
8336,Kristal Bell Assisted Living,,,UNCHANGED
8338,Kristal Bell Care Home Of Glendale,,,UNCHANGED
8340,Ksc Care,,,UNCHANGED
8342,La Bella Vita Assisted Living,,,UNCHANGED
8344,La Hacienda Assisted Living,,,UNCHANGED
8346,La Paz Assisted Living I I I,,,UNCHANGED
8348,La Paz Assisted Living Ii,,,UNCHANGED
8350,La Posada Green Valley,,,UNCHANGED
8352,La Siena,,,UNCHANGED
8354,La Solana Assisted Living,,,UNCHANGED
8356,La Sonora At Dove Mountain,,,UNCHANGED
8358,Lake House Assisted Living,,,UNCHANGED
8360,Lake Pleasant Assisted Living,,,UNCHANGED
8362,Lake View Retirement Villa,,,UNCHANGED
8364,Lake View Terrace Memory Care Residence,,,UNCHANGED
8366,Lakeside Assisted Living,,,UNCHANGED
8368,Lakeview Assisted Living,,,UNCHANGED
8370,Lakeview Assisted Living,,,UNCHANGED
8372,Lakeview Trails Assisted Living,,,UNCHANGED
8374,Lamba Care Home,,,UNCHANGED
8376,Larisa Sweet Home 1,,,UNCHANGED
8378,Larisa Sweet Home 2,,,UNCHANGED
8379,Las Fuentes Assisted Living,,,UNCHANGED
8381,Las Fuentes Assisted Living Ii,,,UNCHANGED
8383,Las Fuentes Assisted Living Iii,,,UNCHANGED
8385,Las Fuentes Assisted Living Iv,,,UNCHANGED
8387,Las Palmas Assisted Living 2,,,UNCHANGED
8389,Las Palmas Assisted Living,,,UNCHANGED
8391,Las Palomas Senior Livingspectrum Retirement,,,UNCHANGED
8393,Laurel Assisted Living,,,UNCHANGED
8395,Laurel I Al,,,UNCHANGED
8397,Laurel I Al,,,UNCHANGED
8399,Laveen Harmony Living,,,UNCHANGED
8401,Lavender Adult Care Home,,,UNCHANGED
8403,Layton Lakes Homecare,,,UNCHANGED
8405,Lb Assisted Living,,,UNCHANGED
8407,Leana Assisted Living,,,UNCHANGED
8409,Legacy Assisted Living,,,UNCHANGED
8411,Legacy Assisted Living,,,UNCHANGED
8413,Legacy Care Home,,,UNCHANGED
8415,Legacy Comfort Homes,,,UNCHANGED
8417,Legacy House Avondale,,,UNCHANGED
8419,Legacy House Of Avondale,,,UNCHANGED
8421,Legacy House Of Mesa Legacy Retirement Residence,,,UNCHANGED
8423,Legacy Manor,,,UNCHANGED
8425,Legacy Of Hearts Assisted Living,,,UNCHANGED
8427,Legacy Senior Care,,,UNCHANGED
8429,Legacy Village Of Salt River,,,UNCHANGED
8431,Legato Living At Old Town,,,UNCHANGED
8433,Legends Senior Living,,,UNCHANGED
8435,Legends Senior Living,,,UNCHANGED
8437,Legends Senior Living,,,UNCHANGED
8439,Legends Senior Living Iii,,,UNCHANGED
8440,Legion Manor,,,UNCHANGED
8442,Leisure Gardens,,,UNCHANGED
8444,Leisure Living,,,UNCHANGED
8446,Leisure Living Cottages In Mesa,,,UNCHANGED
8448,Leisure Times Home,,,UNCHANGED
8450,Lesan Assisted Living,,,UNCHANGED
8452,Letis At Valencia Mdsl 1,,,UNCHANGED
8454,Letis At Valencia Mdsl 2,,,UNCHANGED
8456,Liberty Assisted Living,,,UNCHANGED
8458,Liberty Care Home Ii,,,UNCHANGED
8460,Liberty Home Care Assisted Living,,,UNCHANGED
8462,Liberty Home Care Assisted Living One,,,UNCHANGED
8464,Liberty Manor Residency,,,UNCHANGED
8466,Liberty Manor Residency Ii,,,UNCHANGED
8468,Lidias Care Home,,,UNCHANGED
8470,Life Assisted Living,,,UNCHANGED
8472,Lifestream At Glendale,,,UNCHANGED
8474,Lifestream At North Phoenix,,,UNCHANGED
8476,Lifestream At Youngtown,,,UNCHANGED
8477,Lifestream At Youngtown,,,UNCHANGED
8479,Lifestream Complete Senior Living At Cook Health Care Assisted Living,,,UNCHANGED
8480,Lilac Assisted Living,,,UNCHANGED
8481,Lincoln Heights Assisted Living,,,UNCHANGED
8483,Lincoln Residential Assisted Living,,,UNCHANGED
8485,Lita Caring Home,,,UNCHANGED
8487,Litchfield Countryside Home Care,,,UNCHANGED
8488,Litchfield Joy Senior Living,,,UNCHANGED
8490,Litchfield Park Assisted Living Memory Care,,,UNCHANGED
8491,Litchfield Park Memory Care,,,UNCHANGED
8492,Litchfield Terrace Assisted Living,,,UNCHANGED
8494,Little Flower Assisted Living,,,UNCHANGED
8496,Little Touch Of Europe,,,UNCHANGED
8498,Live True Assisted Living Scottsdale,,,UNCHANGED
8500,Living Legacy Senior Care East,,,UNCHANGED
8502,Living Waters Assisted Living,,,UNCHANGED
8504,Loma Vista Assisted Living,,,UNCHANGED
8506,Lone Mountain Memory Carespectrum Retirment,,,UNCHANGED
8508,Lookout Mountain Assisted Living,,,UNCHANGED
8510,Lopez Adult Home Care,,,UNCHANGED
8512,Los Alamos Assisted Living,,,UNCHANGED
8513,Love And Care Assisted Living,,,UNCHANGED
8515,Love And Care I Assisted Living,,,UNCHANGED
8517,Love And Care Ii Assisted Living,,,UNCHANGED
8519,Love And Care Iii Assisted Living,,,UNCHANGED
8521,Love And Care Iv Assisted Living,,,UNCHANGED
8523,Lovecare Co,,,UNCHANGED
8525,Lovely House,,,UNCHANGED
8527,Lovin Touch Assisted Living,,,UNCHANGED
8529,Loving Arms Assisted Living,,,UNCHANGED
8531,Loving Hands Assisted Living,,,UNCHANGED
8533,Loving Heart Assisted Living Service,,,UNCHANGED
8535,Loving Hearts Assisted Living 3,,,UNCHANGED
8537,Loving Hearts Assisted Living,,,UNCHANGED
8539,Loving Mother Residency,,,UNCHANGED
8541,Loyale Assisted Living,,,UNCHANGED
8543,Lt Assisted Living,,,UNCHANGED
8545,Luxury Comfort Home,,,UNCHANGED
8547,Lydias Adult Care Home,,,UNCHANGED
8549,Lynettes Care Center,,,UNCHANGED
8551,M K Tanya Home Care,,,UNCHANGED
8553,M And L Love And Care Home,,,UNCHANGED
8554,Mk Assisted Living Layton Lakes,,,UNCHANGED
8556,Mk Belrose Home Care,,,UNCHANGED
8558,Mk Cadence Assisted Living,,,UNCHANGED
8560,Madeira Villa Assisted Living,,,UNCHANGED
8562,Madera Assisted Living,,,UNCHANGED
8564,Madison Meadows Managed By Sunshine,,,UNCHANGED
8566,Maelee Care Home,,,UNCHANGED
8567,Magdas Family Home Care,,,UNCHANGED
8569,Magic Touch Adult Care,,,UNCHANGED
8571,Magma Care Home,,,UNCHANGED
8572,Magnolia Homecare At Mulberry,,,UNCHANGED
8573,Magnolia Manor Senior Care,,,UNCHANGED
8575,Magnolia Senior Living,,,UNCHANGED
8577,Majestic Manor Senior Living,,,UNCHANGED
8578,Majestic Rose Power Ranch,,,UNCHANGED
8580,Majestic Villa Assisted Living,,,UNCHANGED
8582,Mama Care Assisted Living,,,UNCHANGED
8584,Manantial De Vida,,,UNCHANGED
8586,Manna Assisted Living,,,UNCHANGED
8588,Manor On Paradise,,,UNCHANGED
8590,Maravilla Scottsdale,,,UNCHANGED
8592,Marcos And Secilia Ramon Home Care,,,UNCHANGED
8594,Mardon Assisted Livings I,,,UNCHANGED
8596,Margaret T Morris Center,,,UNCHANGED
8598,Marias Adult Care Home,,,UNCHANGED
8600,Marias Garden Care Home,,,UNCHANGED
8602,Marian Adult Care Home,,,UNCHANGED
8604,Marian Assisted Living Laveen Az,,,UNCHANGED
8606,Marie Silver Assisted Living,,,UNCHANGED
8608,Maries Board And Care Ii,,,UNCHANGED
8610,Marigold At Redwood Assisted Living,,,UNCHANGED
8612,Marilyn Manor Assisted Living,,,UNCHANGED
8614,Marino Manor Ii,,,UNCHANGED
8616,Mariposa Grande Senior Living,,,UNCHANGED
8618,Markesh Alh,,,UNCHANGED
8620,Markesh Care Home,,,UNCHANGED
8622,Marley Adult Healthcare,,,UNCHANGED
8624,Marley Park Senior Living,,,UNCHANGED
8626,Marquis 44 Assisted Living,,,UNCHANGED
8628,Marshall Home For Men,,,UNCHANGED
8630,Mary Petes Assisted Living,,,UNCHANGED
8632,Mary Petes Assisted Living,,,UNCHANGED
8634,Mary Grace Care Home,,,UNCHANGED
8635,Mary Grace Care Home,,,UNCHANGED
8637,Marys Group Home,,,UNCHANGED
8639,Marybelas Loyal Care,,,UNCHANGED
8641,Maryland Gardens Care Center,,,UNCHANGED
8642,Maryland Gardens Post Acute,,,UNCHANGED
8644,Master Care,,,UNCHANGED
8646,Maui Adult Care Home,,,UNCHANGED
8648,Maui Care Home,,,UNCHANGED
8650,Maxcare Assisted Living,,,UNCHANGED
8652,Maxis Loving Place,,,UNCHANGED
8654,Mays Haven,,,UNCHANGED
8656,Mayfair Assisted Living,,,UNCHANGED
8658,Mayfair Edem Homes,,,UNCHANGED
8660,Mayfair Eden Homes,,,UNCHANGED
8662,Mayfair Eden Homes,,,UNCHANGED
8664,Mayfair Eden Homes,,,UNCHANGED
8666,Mcare,,,UNCHANGED
8668,Mccormick Ranch Assisted Living,,,UNCHANGED
8670,Mcdowell Village,,,UNCHANGED
8672,Md Senior Living,,,UNCHANGED
8674,Meadow Assisted Living Care,,,UNCHANGED
8676,Meadow Hills Assisted Living,,,UNCHANGED
8678,Meadowbrook Quality Assisted Living,,,UNCHANGED
8680,Meadows Assisted Living,,,UNCHANGED
8682,Medisys Home Care Ii,,,UNCHANGED
8684,Mera Chandler,,,UNCHANGED
8686,Mercys Care Home I,,,UNCHANGED
8687,Meridian 2 Assisted Living,,,UNCHANGED
8689,Meridian Assisted Living,,,UNCHANGED
8693,Mesa Adult Care Home,,,UNCHANGED
8694,Mesa Adult Care Home I I,,,UNCHANGED
8696,Mesa Christcentered Care Assisted Living,,,UNCHANGED
8697,Mesa Elder Care,,,UNCHANGED
8699,Mesa Serenity Assisted Living,,,UNCHANGED
8701,Metropolitan Assisted Living,,,UNCHANGED
8703,Metropolitan Assisted Living,,,UNCHANGED
8705,Mimosa Springs,,,UNCHANGED
8707,Mingus Terrace Assisted Living,,,UNCHANGED
8709,Minnie Lees Senior Care Home,,,UNCHANGED
8711,Mirabella At Asu,,,UNCHANGED
8713,Miramonte Alh,,,UNCHANGED
8715,Miramonte Alh,,,UNCHANGED
8717,Mission Grace Home Care,,,UNCHANGED
8719,Mom And Dad Place Iiii,,,UNCHANGED
8721,Mom And Dad Place,,,UNCHANGED
8723,Mom And Dad Place,,,UNCHANGED
8725,Mom And Dad Solutions Assisted Living,,,UNCHANGED
8727,Moms Place Assisted Living,,,UNCHANGED
8729,Mona Assisted Living,,,UNCHANGED
8731,Monte Cristo 1 Alh,,,UNCHANGED
8733,Monte Manor Assisted Living,,,UNCHANGED
8735,Montebello Assisted Living 4,,,UNCHANGED
8737,Montelena Assisted Living And Memory Care,,,UNCHANGED
8739,Monterey Care Home,,,UNCHANGED
8740,Moon Valley Assisted Living Ii,,,UNCHANGED
8742,Moonlight Manor Assisted Living,,,UNCHANGED
8744,Morenos Assisted Living,,,UNCHANGED
8746,Morning Glory Adult Care Home 1,,,UNCHANGED
8748,Morning Star At Golden Ridge,,,UNCHANGED
8749,Morningstar At Arcadia,,,UNCHANGED
8751,Morningstar At Arrowhead,,,UNCHANGED
8753,Morningstar At Golden Ridge,,,UNCHANGED
8755,Morningstar Of Fountain Hills,,,UNCHANGED
8757,Mosaic Garden Memory Care At Scottsdale,,,UNCHANGED
8759,Mosaic Gardens Memory Care At Surprise,,,UNCHANGED
8760,Mosaic Gardens Memory Care Surprise,,,UNCHANGED
8761,Mosiac Gardens,,,UNCHANGED
8763,Motherdears Place I,,,UNCHANGED
8765,Mount Zion Assisted Living,,,UNCHANGED
8767,Mountain Care Of Snowflake,,,UNCHANGED
8769,Mountain Care Of Snowflake,,,UNCHANGED
8771,Mountain Cove Luxury Care,,,UNCHANGED
8772,Mountain Laurel Assisted Living,,,UNCHANGED
8774,Mountain Park Senior Livingspectrum Retirement,,,UNCHANGED
8776,Mountain View Adult Care Home,,,UNCHANGED
8778,Mountain View Alh,,,UNCHANGED
8780,Mountain View Carehome,,,UNCHANGED
8781,Mountain View Carehome,,,UNCHANGED
8783,Mountain View Gardens,,,UNCHANGED
8785,Mountain View Residential Assisted Living,,,UNCHANGED
8787,Mountain View Retirement Village,,,UNCHANGED
8789,Mountain Vista Manor,,,UNCHANGED
8791,Mulberry Assisted Living,,,UNCHANGED
8792,Mulberry Assisted Livingnido,,,UNCHANGED
8793,My Parents Paradise At Montoro Preserve,,,UNCHANGED
8794,Nananom Assisted Living,,,UNCHANGED
8796,Neighbors Assisted Living North,,,UNCHANGED
8798,Neighbors Assisted Living South,,,UNCHANGED
8800,Netties Nest Assisted Living Care Home,,,UNCHANGED
8802,Neuro Rehabcare Scottsdaleaz,,,UNCHANGED
8804,New Beginnings Chandler,,,UNCHANGED
8806,New Beginnings In Phoenix,,,UNCHANGED
8808,New Horizon Assisted Living,,,UNCHANGED
8810,New Horizons Adult Care Home 2,,,UNCHANGED
8812,New Reflections Adult Care Home,,,UNCHANGED
8814,New You 1,,,UNCHANGED
8816,Next Door Care Home,,,UNCHANGED
8818,Nicolette Assisted Living,,,UNCHANGED
8820,Norbert Rogers,,,UNCHANGED
8822,Normandel Place,,,UNCHANGED
8824,Norterra Assisted Living,,,UNCHANGED
8826,North Beverly Assisted Living,,,UNCHANGED
8828,North Central Shores,,,UNCHANGED
8830,North Gardens Of Scottsdale Assisted Living,,,UNCHANGED
8832,North Haven Assisted Living,,,UNCHANGED
8834,North Ranch Assisted Living,,,UNCHANGED
8836,North Scottsdale Assisted Living,,,UNCHANGED
8838,North Scottsdale Gardens Assisted Living,,,UNCHANGED
8840,North Scottsdale Place 1,,,UNCHANGED
8842,North Scottsdale Retreat,,,UNCHANGED
8844,North Star Adult Care Home,,,UNCHANGED
8846,North Star Care Home,,,UNCHANGED
8848,North Valley Assisted Living,,,UNCHANGED
8850,North Valley Care Home,,,UNCHANGED
8852,North Valley Quality Care,,,UNCHANGED
8854,North Valley Senior Living,,,UNCHANGED
8856,Northpointe Senior Assisted Living,,,UNCHANGED
8858,Northwood Glen Assisted Living,,,UNCHANGED
8860,Northwood Glen Ii Assisted Living,,,UNCHANGED
8862,Nunnenkamp Center Friendship Village Tempe,,,UNCHANGED
8863,Nurses Assisted Living,,,UNCHANGED
8865,Nurtured Valley Assisted Living,,,UNCHANGED
8867,Oak Haven Assisted Living,,,UNCHANGED
8869,Oak Haven Assisted Living,,,UNCHANGED
8871,Oakbrook Assisted Living,,,UNCHANGED
8873,Oakmont Assisted Living Of Scottsdale,,,UNCHANGED
8875,Oasis At El Corral Assisted Living Center,,,UNCHANGED
8876,Oasis At Mesa Palms,,,UNCHANGED
8878,Oasis At Norterra,,,UNCHANGED
8880,Oasis Care Homes Ii,,,UNCHANGED
8882,Oasis Care Homes,,,UNCHANGED
8884,Obsidian Homes Ral,,,UNCHANGED
8886,Ohana Adult Care Home 2,,,UNCHANGED
8888,Ohana Adult Care Home,,,UNCHANGED
8890,Ohana Senior Care,,,UNCHANGED
8892,Ohana Straight Arrow North,,,UNCHANGED
8893,Ohana Straight Arrow South,,,UNCHANGED
8894,Olimpias Home Care,,,UNCHANGED
8895,Olive Grove Assisted Living Memory Care,,,UNCHANGED
8897,Olive Park Assisted Living,,,UNCHANGED
8899,One On One Adult Care Home,,,UNCHANGED
8901,Open Wings Assisted Living Care,,,UNCHANGED
8903,Orange Garden Assisted Living,,,UNCHANGED
8905,Orange Grove Senior Care,,,UNCHANGED
8907,Orange Grove Senior Care,,,UNCHANGED
8909,Orchard Pointe At Arrowhead,,,UNCHANGED
8911,Orchard Pointe At Surprise,,,UNCHANGED
8913,Orchard Pointe At Terrazza Operating,,,UNCHANGED
8915,Orchid Living,,,UNCHANGED
8917,Orchid Park Care Home,,,UNCHANGED
8919,Ordinary Lifestyles,,,UNCHANGED
8921,Ordinary Lifestyles Ii,,,UNCHANGED
8923,Ordinary Lifestyles Iv,,,UNCHANGED
8925,Ordinary Lifestyles Iv,,,UNCHANGED
8927,Ordinary Lifestyles Llc Iii,,,UNCHANGED
8929,Ortiz Sunnyside Assisted Living,,,UNCHANGED
8931,Otilias Home Care,,,UNCHANGED
8933,Our Grouphome,,,UNCHANGED
8935,Our Home On Rosewood,,,UNCHANGED
8937,Pacifica Senior Living Paradise Valley,,,UNCHANGED
8939,Pacifica Senior Living Peoria,,,UNCHANGED
8941,Page Springs Living,,,UNCHANGED
8942,Page Springs Living,,,UNCHANGED
8944,Palm House I Plc,,,UNCHANGED
8946,Palm House Of Arizona,,,UNCHANGED
8948,Palm Luxe Haus,,,UNCHANGED
8950,Palm Valley Assisted Living,,,UNCHANGED
8952,Palm Valley Senior Living,,,UNCHANGED
8954,Palos Verdes Senior Livingspectrum Retirement,,,UNCHANGED
8956,Paradise Assisted Living,,,UNCHANGED
8958,Paradise Assisted Living,,,UNCHANGED
8960,Paradise Cove In Yuma Az,,,UNCHANGED
8962,Paradise For Parents Quality Care,,,UNCHANGED
8964,Paradise Home In Phoenix,,,UNCHANGED
8966,Paradise Life Care,,,UNCHANGED
8968,Paradise Life Care 2,,,UNCHANGED
8970,Paradise Living Centers Camelback,,,UNCHANGED
8972,Paradise Living Centers Camelback,,,UNCHANGED
8974,Paradise Living Centers Camelback,,,UNCHANGED
8976,Paradise Oasis,,,UNCHANGED
8978,Paradise Senior Living,,,UNCHANGED
8980,Paradise Valley Adult Care Home,,,UNCHANGED
8982,Paradise Valley Care Home,,,UNCHANGED
8984,Paradise Valley Foothills Assisted Living,,,UNCHANGED
8986,Paradise Valley Premier Care,,,UNCHANGED
8988,Paradise Valley Senior Retreat,,,UNCHANGED
8990,Paradise West Assisted Senior Living,,,UNCHANGED
8992,Parc Joule Assisted Living,,,UNCHANGED
8994,Park At Surprise,,,UNCHANGED
8996,Park Senior Villas Chandler,,,UNCHANGED
8998,Park Senior Villas At Goodyear,,,UNCHANGED
9000,Park Senior Villas At Goodyear,,,UNCHANGED
9002,Park Senior Villas At Houghton Villa Aa,,,UNCHANGED
9004,Park Senior Villas At Houghton Villa Bb,,,UNCHANGED
9006,Park Senior Villas At Houghton Villa Cc,,,UNCHANGED
9008,Park Senior Villas At Houghton Villa Dd,,,UNCHANGED
9010,Park Senior Villas At Houghton Villa Ee,,,UNCHANGED
9012,Park Senior Villas At Houghton Villa Ff,,,UNCHANGED
9014,Park Senior Villas At Houghton Villa Gg,,,UNCHANGED
9016,Park Senior Villas At Houghton Villa Hh,,,UNCHANGED
9018,Park Senior Villas At Houghton Villa Ii,,,UNCHANGED
9020,Park Senior Villas At La Canada Villa A,,,UNCHANGED
9022,Park Senior Villas At La Canada Villa A,,,UNCHANGED
9024,Park Senior Villas At La Canada Villa B,,,UNCHANGED
9026,Park Senior Villas At La Canada Villa B,,,UNCHANGED
9028,Park Senior Villas At La Canada Villa C,,,UNCHANGED
9030,Park Senior Villas At La Canada Villa C,,,UNCHANGED
9032,Park Senior Villas At La Canada Villa D,,,UNCHANGED
9034,Park Senior Villas At La Canada Villa D,,,UNCHANGED
9036,Park Senior Villas At La Canada Villa F,,,UNCHANGED
9038,Park Senior Villas At La Canada Villa F,,,UNCHANGED
9040,Park Senior Villas At La Canada Villa G,,,UNCHANGED
9042,Park Senior Villas At La Canada Villa H,,,UNCHANGED
9044,Park Senior Villas At La Canada Villa I,,,UNCHANGED
9046,Park Senior Villas At La Canada Villa I,,,UNCHANGED
9048,Park Senior Villas At La Canada Villa J,,,UNCHANGED
9050,Park Senior Villas At La Canada Villa K,,,UNCHANGED
9052,Park Senior Villas At La Canada Villa L,,,UNCHANGED
9054,Park Senior Villas At La Canada Villa L,,,UNCHANGED
9056,Park Senior Villas At La Canada Villa M,,,UNCHANGED
9058,Park Senior Villas At La Canada Villa N,,,UNCHANGED
9059,Park Senior Villas At La Canada An,,,UNCHANGED
9060,Park Terrace Senior Living Independent,,,UNCHANGED
9062,Parkers Adult Care,,,UNCHANGED
9064,Parkland Memory Care,,,UNCHANGED
9066,Parkridge Assisted Living,,,UNCHANGED
9068,Parkview Assisted Living,,,UNCHANGED
9070,Parkview Care Home,,,UNCHANGED
9072,Parkview Drive Homecare,,,UNCHANGED
9074,Parkwood Adult Care Home,,,UNCHANGED
9076,Parkwood Adult Care Home I,,,UNCHANGED
9078,Paseo Highlands Assisted Living,,,UNCHANGED
9080,Paseo Village,,,UNCHANGED
9082,Pathways Assisted Living,,,UNCHANGED
9084,Peaceful And Comfort Assisted Living,,,UNCHANGED
9086,Peaceful Feeling Group Home,,,UNCHANGED
9088,Peaceful Haven Assisted Living,,,UNCHANGED
9090,Peachtree Assisted Living,,,UNCHANGED
9092,Peak Care Assisted Living Phoenix Life Home,,,UNCHANGED
9094,Pearl Manor Assisted Living,,,UNCHANGED
9096,Pebble Heights Assisted Living Memory Care,,,UNCHANGED
9097,Pecan Care Concepts At American Orchards,,,UNCHANGED
9099,Pecan Elderly Care Home,,,UNCHANGED
9101,Pecan Elderly Carehome,,,UNCHANGED
9103,Penda Home Care,,,UNCHANGED
9105,Pendo 1 Care Homes,,,UNCHANGED
9107,Pendo Care Homes,,,UNCHANGED
9109,Pennington Gardens,,,UNCHANGED
9111,Penzi Care Home,,,UNCHANGED
9113,Peoria Adult Care Home,,,UNCHANGED
9115,Peoria Vista,,,UNCHANGED
9117,Perpetual Help Assisted Living,,,UNCHANGED
9119,Perpetual Help Assisted Living 2,,,UNCHANGED
9121,Petradi Green Diamond Group Home,,,UNCHANGED
9123,Petradi Green Diamond Group Home,,,UNCHANGED
9125,Petrisor Assisted Living,,,UNCHANGED
9127,Phoenix Assisted Living,,,UNCHANGED
9129,Pine Meadows Ranch,,,UNCHANGED
9131,Pinnacle Peak Assisted Living,,,UNCHANGED
9133,Pinnacle Peak Senior Living,,,UNCHANGED
9135,Plaza Residential Assisted Living,,,UNCHANGED
9137,Pleasant Living Surprise,,,UNCHANGED
9138,Pleasant Stay Care Home,,,UNCHANGED
9140,Pleasant Sunset Assisted Living,,,UNCHANGED
9142,Pleasant Valley Adult Care Home,,,UNCHANGED
9144,Pleasant Valley Care Home,,,UNCHANGED
9146,Pleasant Ville Assisted Living,,,UNCHANGED
9148,Portobello Assisted Living,,,UNCHANGED
9150,Post Of Orchards Assisted Living,,,UNCHANGED
9152,Powell Place,,,UNCHANGED
9154,Precious Loving Home Care,,,UNCHANGED
9156,Precious Moments Assisted Living,,,UNCHANGED
9158,Precious Moments West Assisted Living,,,UNCHANGED
9160,Premier Assisted Living,,,UNCHANGED
9162,Premier Group Home Avondale,,,UNCHANGED
9164,Premier Senior Home Care,,,UNCHANGED
9166,Premium Comfort Care,,,UNCHANGED
9168,Prescott Assisted Living,,,UNCHANGED
9170,Prescott Caring Homes,,,UNCHANGED
9172,Prestige Alh,,,UNCHANGED
9174,Prestige Assisted Living At Green Valley,,,UNCHANGED
9176,Prestige Assisted Living,,,UNCHANGED
9178,Prestige Home,,,UNCHANGED
9180,Prestige Home In Arizona,,,UNCHANGED
9182,Prestige Home,,,UNCHANGED
9184,Primavera Assisted Living,,,UNCHANGED
9186,Prince Of Peace Assisting Living,,,UNCHANGED
9188,Proactive Home Care,,,UNCHANGED
9190,Progress Assisted Living,,,UNCHANGED
9192,Pronghorn Assisted Living,,,UNCHANGED
9193,Provencio Hope Assisted Living,,,UNCHANGED
9195,Provide Assisted Living,,,UNCHANGED
9196,Providence Manoir Assisted Living,,,UNCHANGED
9198,Providence Place At Glencroft,,,UNCHANGED
9200,Pueblo Norte Senior Living,,,UNCHANGED
9202,Pueblo Springs,,,UNCHANGED
9203,Pura Vida Assisted Living,,,UNCHANGED
9205,Pure Essence Family Living,,,UNCHANGED
9207,Purehearts Assisted Living,,,UNCHANGED
9209,Quail Manor Assisted Living,,,UNCHANGED
9211,Quality Senior Care,,,UNCHANGED
9213,Quality Senior Home,,,UNCHANGED
9214,Queen Of Hearts,,,UNCHANGED
9216,Queen Of Hearts,,,UNCHANGED
9218,R D Marathon Assisted Living Ii,,,UNCHANGED
9220,R D Marathon Assisted Living,,,UNCHANGED
9222,R D Marathon Assisted Living Vi,,,UNCHANGED
9224,Radiant Care Home,,,UNCHANGED
9226,Rainbow Acres,,,UNCHANGED
9227,Raintree Assisted Living,,,UNCHANGED
9229,Rally,,,UNCHANGED
9231,Ramblewood Care Home,,,UNCHANGED
9233,Rancho Ciello Low Income 55 Apartments No Referral Fee But Good To Refer,,,UNCHANGED
9234,Rancho Mirage Assisted Living,,,UNCHANGED
9235,Rancho Montanes Low Income 55 Housing Good Referral But No Referral Fee,,,UNCHANGED
9236,Rancho Santa Fe Assisted Living,,,UNCHANGED
9238,Reannas Assisted Living,,,UNCHANGED
9240,Red Mountain Assisted Living,,,UNCHANGED
9242,Red Mountain Assisted Living At Gateway,,,UNCHANGED
9244,Red Mountain Reflections Assisted Living,,,UNCHANGED
9246,Red Mountain Senior Home 1,,,UNCHANGED
9248,Redfield Assisted Living Care Home,,,UNCHANGED
9250,Reflections At Fellowship Square Mesa,,,UNCHANGED
9252,Regency Adult Home Care,,,UNCHANGED
9254,Rejoice Assisted Living 2,,,UNCHANGED
9256,Rejoice Assisted Living Incorporated,,,UNCHANGED
9258,Renatas Home For The Elderly,,,UNCHANGED
9260,Renatas Home For The Elderly,,,UNCHANGED
9262,Renatas Home For The Elderly 2,,,UNCHANGED
9264,Residence At Hana Maui Alh,,,UNCHANGED
9266,Residences In The Hills Formerly Beautiful Assisted Living,,,UNCHANGED
9268,Revel Mcdowell Mountain,,,UNCHANGED
9270,Revel Scottsdale,,,UNCHANGED
9272,Rhodas Assisted Living,,,UNCHANGED
9274,Rialto House Assisted Living,,,UNCHANGED
9276,Richmond Hills Assisted Living,,,UNCHANGED
9278,Ridgecrest I,,,UNCHANGED
9280,Ridges At Peoria,,,UNCHANGED
9282,Right At Home Home Care Arcadia,,,UNCHANGED
9283,Rising Rainbow Home Care,,,UNCHANGED
9285,Rita Golden Hands Health Services,,,UNCHANGED
9287,Rivendell Care Home,,,UNCHANGED
9289,River Of Love Adult Care Home,,,UNCHANGED
9291,River Rose Senior Care,,,UNCHANGED
9293,River Valley Estates,,,UNCHANGED
9295,Riviergreen Assisted Living,,,UNCHANGED
9297,Robson Reserve At Pebblecreek,,,UNCHANGED
9299,Robson Reserve At Sun Lakes,,,UNCHANGED
