title,description,address,city,state,price,type,featured_image,photos,amenities,url,website,import_date,import_source,status
Luray Home,,"930 East Luray Street, Long Beach, Ca 90807",Long Beach,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/fc291429194d23bb0c818bff35fffa81.jpg,,,https://app.seniorplace.com/communities/show/4ff2bef6-d8b4-4068-83b8-9aa60a4a87dd,https://app.seniorplace.com/communities/show/4ff2bef6-d8b4-4068-83b8-9aa60a4a87dd,2025-01-18,SeniorPlace Retry,publish
Luxor Living,,"17835 Parthenia Street, Los Angeles, Ca 91325",Los Angeles,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c6e863f30de15460b22941f1c57df57a.jpg,,,https://app.seniorplace.com/communities/show/24717de8-24fc-4107-aa0c-7555d6b86d02,https://app.seniorplace.com/communities/show/24717de8-24fc-4107-aa0c-7555d6b86d02,2025-01-18,SeniorPlace Retry,publish
Luxury Assisted Living,,"22901 Meyler Avenue, Torrance, Ca 90502",Torrance,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b500beb19bafa32d97305dabc2a537b4.jpg,,,https://app.seniorplace.com/communities/show/6652fffa-97ea-4829-b856-bf72ec9c52a9,https://app.seniorplace.com/communities/show/6652fffa-97ea-4829-b856-bf72ec9c52a9,2025-01-18,SeniorPlace Retry,publish
Lyday Home,,"559 East Cypress Street, Covina, Ca 91723",Covina,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/fdf06594487951f2b843f71a3b410687.jpg,,,https://app.seniorplace.com/communities/show/c32f7026-6510-4915-8c00-0294cfc078bb,https://app.seniorplace.com/communities/show/c32f7026-6510-4915-8c00-0294cfc078bb,2025-01-18,SeniorPlace Retry,publish
Lyday Home 2,,"375 West Rosewood Street, Rialto, Ca 92376",Rialto,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/dc4955ec5c2fd16bf9d5ff590bfd3558.jpg,,,https://app.seniorplace.com/communities/show/e5eae6e3-4bc9-49e0-92b3-f770bb591633,https://app.seniorplace.com/communities/show/e5eae6e3-4bc9-49e0-92b3-f770bb591633,2025-01-18,SeniorPlace Retry,publish
Lyns Home Care Iii,,"186 Moss Street, Chula Vista, Ca 91911",Chula Vista,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a7c888e448ea4517e272285da391a1e4.jpg,,,https://app.seniorplace.com/communities/show/29ccf273-c0b4-48b9-aebb-48b29cb2dcb9,https://app.seniorplace.com/communities/show/29ccf273-c0b4-48b9-aebb-48b29cb2dcb9,2025-01-18,SeniorPlace Retry,publish
Lyns Home,,"2667 Doe Court, Concord, Ca 94519",Concord,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c1c1412b59d48fbcacc3fcb1aa332fc2.jpg,,,https://app.seniorplace.com/communities/show/c5a0986c-13b7-49ed-8b29-4847f93387d3,https://app.seniorplace.com/communities/show/c5a0986c-13b7-49ed-8b29-4847f93387d3,2025-01-18,SeniorPlace Retry,publish
Lynwood Home,,"1212 Lynwood Drive, Novato, Ca 94947",Novato,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/0c68ea45caba2598952fe654a8bb77b0.jpg,,,https://app.seniorplace.com/communities/show/530221ce-cdba-4799-be16-6adb158b7917,https://app.seniorplace.com/communities/show/530221ce-cdba-4799-be16-6adb158b7917,2025-01-18,SeniorPlace Retry,publish
Lyric Lodge,,"1306 Vinci Park Way, San Jose, Ca 95131",San Jose,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/13633c34abb32514327a1dc39e840b73.jpg,,,https://app.seniorplace.com/communities/show/1d91d893-bf58-48eb-8df5-82836cfad430,https://app.seniorplace.com/communities/show/1d91d893-bf58-48eb-8df5-82836cfad430,2025-01-18,SeniorPlace Retry,publish
M L South Bay Maxi Care,,"1820 Mountain View Drive, Baywoodlos Osos, Ca 93402",Baywood-Los Osos,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/afd4182555704e1ac1067f40967016dd.jpg,,,https://app.seniorplace.com/communities/show/f1b32961-4923-4d79-8d9e-1e3fe85beac7,https://app.seniorplace.com/communities/show/f1b32961-4923-4d79-8d9e-1e3fe85beac7,2025-01-18,SeniorPlace Retry,publish
Mk Adult Care,,"5527 Century Manor Court, San Jose, Ca 95111",San Jose,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3a8104a018e33d565aabe0d54d92b2fb.jpg,,,https://app.seniorplace.com/communities/show/668eac06-ab70-4954-bacc-4b22a8f18352,https://app.seniorplace.com/communities/show/668eac06-ab70-4954-bacc-4b22a8f18352,2025-01-18,SeniorPlace Retry,publish
Mm Board Care,,"18245 Cherry Street, Hesperia, Ca 92345",Hesperia,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/065f1bbb64bfd7be451f27bd2c6e4fdf.jpg,,,https://app.seniorplace.com/communities/show/9d438a3d-262c-48a1-a666-751322ecc7e8,https://app.seniorplace.com/communities/show/9d438a3d-262c-48a1-a666-751322ecc7e8,2025-01-18,SeniorPlace Retry,publish
Mm Care Home,,"5937 West San Gabriel Avenue, Fresno, Ca 93722",Fresno,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/54ea00418e60e18b1bb117631d68dc01.jpg,,,https://app.seniorplace.com/communities/show/457cbf3c-acd5-49e7-bcc1-fa2c95740205,https://app.seniorplace.com/communities/show/457cbf3c-acd5-49e7-bcc1-fa2c95740205,2025-01-18,SeniorPlace Retry,publish
Maat Home Support Services,,"5301 Potrero Avenue, El Cerrito, Ca 94530",El Cerrito,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ba71148c03477b6be8d48c084b074538.jpg,,,https://app.seniorplace.com/communities/show/200fa2ee-c69d-4dda-a82b-48b0bfa796cc,https://app.seniorplace.com/communities/show/200fa2ee-c69d-4dda-a82b-48b0bfa796cc,2025-01-18,SeniorPlace Retry,publish
Macs Home 3,,"7528 Honeybelle Court, Riverside, Ca 92507",Riverside,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3a44f9ba3b9a36daea484913eb074435.jpg,,,https://app.seniorplace.com/communities/show/1735ec16-40a5-4b57-b8cf-65e25cb0bca8,https://app.seniorplace.com/communities/show/1735ec16-40a5-4b57-b8cf-65e25cb0bca8,2025-01-18,SeniorPlace Retry,publish
Mackenzie Care Home Ii,,"484 Corral Court, Imperial, Ca 92251",Imperial,CA,,Assisted Living Home,,,,https://app.seniorplace.com/communities/show/1e6f73c6-222f-4a5a-ad7c-91ad58becbe0,https://app.seniorplace.com/communities/show/1e6f73c6-222f-4a5a-ad7c-91ad58becbe0,2025-01-18,SeniorPlace Retry,publish
Mackenzie Care Home Iii,,"987 Shelbie Avenue, Brawley, Ca 92227",Brawley,CA,,Assisted Living Home,,,,https://app.seniorplace.com/communities/show/5573d125-92ee-478d-a096-c8cc2e81ba4e,https://app.seniorplace.com/communities/show/5573d125-92ee-478d-a096-c8cc2e81ba4e,2025-01-18,SeniorPlace Retry,publish
Madison Gardens Senior Living,,"4982 Tyler Street, Sacramento, Ca 95841",Sacramento,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a769ae96c6d827832f330b088da7ff51.jpg,,,https://app.seniorplace.com/communities/show/482d848a-52ce-4c8a-b67a-6308117fc59b,https://app.seniorplace.com/communities/show/482d848a-52ce-4c8a-b67a-6308117fc59b,2025-01-18,SeniorPlace Retry,publish
Madison Square Senior Living,,"4517 Cyclamen Way, Sacramento, Ca 95841",Sacramento,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c51a6b358178b21d4b0d0dbd09dd5622.jpg,,,https://app.seniorplace.com/communities/show/ae46cd9b-1126-43ca-8229-9e212dfbd6a0,https://app.seniorplace.com/communities/show/ae46cd9b-1126-43ca-8229-9e212dfbd6a0,2025-01-18,SeniorPlace Retry,publish
Madison Square Senior Living Ii,,"3120 Colorado Street, Carmichael, Ca 95608",Carmichael,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c367c024d299e22c44f95664cc2341df.jpg,,,https://app.seniorplace.com/communities/show/49dd09d7-3899-4b43-bc72-915a4fe2dc9b,https://app.seniorplace.com/communities/show/49dd09d7-3899-4b43-bc72-915a4fe2dc9b,2025-01-18,SeniorPlace Retry,publish
Mae Bea Andrews Boarding Care,,"1691 Newcomb Avenue, San Francisco, Ca 94124",San Francisco,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/9da40022ec8a995ad8d08408b591f005.jpg,,,https://app.seniorplace.com/communities/show/475965de-a7ce-4a2e-bc8b-0be223e17b18,https://app.seniorplace.com/communities/show/475965de-a7ce-4a2e-bc8b-0be223e17b18,2025-01-18,SeniorPlace Retry,publish
Mae House,,"521 Fullerton Avenue, Newport Beach, Ca 92663",Newport Beach,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b286a69caad40fcce15ad36e981a57a9.jpg,,,https://app.seniorplace.com/communities/show/10c3f31f-c513-4c71-ba55-fddb418c1136,https://app.seniorplace.com/communities/show/10c3f31f-c513-4c71-ba55-fddb418c1136,2025-01-18,SeniorPlace Retry,publish
Mae West Home Care,,"35544 Mountain View Street, Yucaipa, Ca 92399",Yucaipa,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/73e502ab66ba138189156bf302a9096b.jpg,,,https://app.seniorplace.com/communities/show/0ffe131a-213d-455d-b73f-8ea5a71755cb,https://app.seniorplace.com/communities/show/0ffe131a-213d-455d-b73f-8ea5a71755cb,2025-01-18,SeniorPlace Retry,publish
Essentials Crest Lane Care Home,,"32262 Crest Lane, Union City, Ca 94587",Union City,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/194d5c52641f208b728ec34e6a384591.jpg,,,https://app.seniorplace.com/communities/show/a27af047-150e-43fa-ad8b-fe23ad1dc1ea,https://app.seniorplace.com/communities/show/a27af047-150e-43fa-ad8b-fe23ad1dc1ea,2025-01-18,SeniorPlace Retry,publish
Maes Hands,,"1054 West 81St Place, Los Angeles, Ca 90044",Los Angeles,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/91a9b6e9d3ce1e6d33b62923fda6acfb.jpg,,,https://app.seniorplace.com/communities/show/cc62f8db-4a6d-4ad1-bf66-827d0a841723,https://app.seniorplace.com/communities/show/cc62f8db-4a6d-4ad1-bf66-827d0a841723,2025-01-18,SeniorPlace Retry,publish
Magallanes Rest Home,,"193 Lillian Place, Marina, Ca 93933",Marina,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/663d40bed5c994f72380ca8d59f034ba.jpg,,,https://app.seniorplace.com/communities/show/0dd2ce37-e947-4fdb-971e-00979d5ebccc,https://app.seniorplace.com/communities/show/0dd2ce37-e947-4fdb-971e-00979d5ebccc,2025-01-18,SeniorPlace Retry,publish
Estancia Del Sol,,"2489 California Avenue, Corona, Ca 92881",Corona,CA,,Assisted Living Community,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/1004c52b61eafd69650bb8ecf4ca9c5c.jpg,,,https://app.seniorplace.com/communities/show/19283bd9-9402-4307-af71-68c486fbbc6b,https://app.seniorplace.com/communities/show/19283bd9-9402-4307-af71-68c486fbbc6b,2025-01-18,SeniorPlace Retry,publish
Magic Care Assisted Living,,"10353 Rincon Avenue, Pacoima, Ca 91331",Pacoima,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/0739f627d19c03048c9f37a1a00c1d6c.jpg,,,https://app.seniorplace.com/communities/show/55c18aa7-cfc0-4fb1-bf4e-f0f93f36fd08,https://app.seniorplace.com/communities/show/55c18aa7-cfc0-4fb1-bf4e-f0f93f36fd08,2025-01-18,SeniorPlace Retry,publish
Esteemed Residential Care,,"9109 Blue Grass Drive, Stockton, Ca 95210",Stockton,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/81574dc0a838ecc51dc2a62f692ced50.jpg,,,https://app.seniorplace.com/communities/show/0a5846a5-3825-45ed-885d-a1d826bd02db,https://app.seniorplace.com/communities/show/0a5846a5-3825-45ed-885d-a1d826bd02db,2025-01-18,SeniorPlace Retry,publish
Magical Touch Care Home,,"22547 Harline Court, Torrance, Ca 90502",Torrance,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c66e173631c427e720cd7397530bd522.jpg,,,https://app.seniorplace.com/communities/show/730cc420-0f2e-4f6e-96e5-d71ae882970f,https://app.seniorplace.com/communities/show/730cc420-0f2e-4f6e-96e5-d71ae882970f,2025-01-18,SeniorPlace Retry,publish
Estela Home Care,,"1 Nitel Court, Elk Grove, Ca 95758",Elk Grove,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a7fdcc0b8bbab18236e9dabbb80ccd1e.jpg,,,https://app.seniorplace.com/communities/show/fdfcaf51-9325-4d60-8668-9a22e2f4fde6,https://app.seniorplace.com/communities/show/fdfcaf51-9325-4d60-8668-9a22e2f4fde6,2025-01-18,SeniorPlace Retry,publish
Estella Facility,,"16643 Estella Avenue, Cerritos, Ca 90703",Cerritos,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e1b14b5ec983038fd44e27a153abb04f.jpg,,,https://app.seniorplace.com/communities/show/eba40dd2-bed3-41a2-907a-230165d94fb4,https://app.seniorplace.com/communities/show/eba40dd2-bed3-41a2-907a-230165d94fb4,2025-01-18,SeniorPlace Retry,publish
Magnolia Care Home 1,,"4727 Songwood Court, Stockton, Ca 95206",Stockton,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/1e1c4a5cc477fb8c31636b46cca52391.jpg,,,https://app.seniorplace.com/communities/show/c8cbe002-ff1b-48ee-807c-8c03998f7f52,https://app.seniorplace.com/communities/show/c8cbe002-ff1b-48ee-807c-8c03998f7f52,2025-01-18,SeniorPlace Retry,publish
Magnolia Court,,"1111 Ulatis Drive, Vacaville, Ca 95687",Vacaville,CA,,Assisted Living Community,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ab360083d2e19b403599f8fc1e394db7.jpg,,,https://app.seniorplace.com/communities/show/26837fd6-ccf5-4cb3-a796-c6a122a1d587,https://app.seniorplace.com/communities/show/26837fd6-ccf5-4cb3-a796-c6a122a1d587,2025-01-18,SeniorPlace Retry,publish
Magnolia Elderly Care Home,,"7797 Magnolia Avenue, Fair Oaks, Ca 95628",Fair Oaks,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/95021debbafddd8be67d7bdf0b2326a4.jpg,,,https://app.seniorplace.com/communities/show/0f6f9274-7f6f-4ebc-8849-a3fc0f7d19ee,https://app.seniorplace.com/communities/show/0f6f9274-7f6f-4ebc-8849-a3fc0f7d19ee,2025-01-18,SeniorPlace Retry,publish
Esther Care Home,,"4415 Rollingrock Way, Carmichael, Ca 95608",Carmichael,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/914eb7b204b160a4afeb179d307f6802.jpg,,,https://app.seniorplace.com/communities/show/6e3fa563-bafe-4723-9b03-db7f267e7969,https://app.seniorplace.com/communities/show/6e3fa563-bafe-4723-9b03-db7f267e7969,2025-01-18,SeniorPlace Retry,publish
Magnolia Guest Home Antioch,,"2448 Stanford Way, Antioch, Ca 94531",Antioch,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ddaa59c769f0f734fa4f8b6a95b653aa.jpg,,,https://app.seniorplace.com/communities/show/b2e6d57a-b481-449e-b7c5-b9b9780c0c99,https://app.seniorplace.com/communities/show/b2e6d57a-b481-449e-b7c5-b9b9780c0c99,2025-01-18,SeniorPlace Retry,publish
Magnolia Manor,,"387 Magnolia Drive, Healdsburg, Ca 95448",Healdsburg,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/0db1e906efb90b3ba1f55db89669a98c.jpg,,,https://app.seniorplace.com/communities/show/effa80d1-8d73-4f8f-94be-ef2e38911b6f,https://app.seniorplace.com/communities/show/effa80d1-8d73-4f8f-94be-ef2e38911b6f,2025-01-18,SeniorPlace Retry,publish
Magnolia Residence 1,,"941 West Willow Street, Stockton, Ca 95203",Stockton,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ef737a95e04d3f846015379580577e92.jpg,,,https://app.seniorplace.com/communities/show/8c862bfc-96a4-4fa4-9455-12860e64b977,https://app.seniorplace.com/communities/show/8c862bfc-96a4-4fa4-9455-12860e64b977,2025-01-18,SeniorPlace Retry,publish
Magnolia Springssaddleback,,"7312 Saddleback Drive, Bakersfield, Ca 93309",Bakersfield,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/cb02a00914df20666d3d11e93ce971ae.jpg,,,https://app.seniorplace.com/communities/show/57b3b4da-0e6b-4158-86d2-01fc0e0f9ee2,https://app.seniorplace.com/communities/show/57b3b4da-0e6b-4158-86d2-01fc0e0f9ee2,2025-01-18,SeniorPlace Retry,publish
Magnolia Springssutton,,"2200 Sutton Place, Bakersfield, Ca 93309",Bakersfield,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/28913bd064776bffe6b7a1b74dd00b93.jpg,,,https://app.seniorplace.com/communities/show/b07a5bd5-24b6-4832-90f5-748d96e16361,https://app.seniorplace.com/communities/show/b07a5bd5-24b6-4832-90f5-748d96e16361,2025-01-18,SeniorPlace Retry,publish
Maica Place,,"67 Doone Street, Thousand Oaks, Ca 91360",Thousand Oaks,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/21ee14ad7d77c4758ec54e9dcbf6c8ba.jpg,,,https://app.seniorplace.com/communities/show/de8c138d-8653-4282-9e3d-8377a467d22f,https://app.seniorplace.com/communities/show/de8c138d-8653-4282-9e3d-8377a467d22f,2025-01-18,SeniorPlace Retry,publish
Maile Aloha Care Home,,"3636 Christine Street, San Diego, Ca 92117",San Diego,CA,,"Assisted Living Community, Assisted Living Home",https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/deca005cb10e6a8cf1d15cca437432a6.jpg,,,https://app.seniorplace.com/communities/show/c98f5095-9246-4b8a-8ef5-4fd14fe6f7c6,https://app.seniorplace.com/communities/show/c98f5095-9246-4b8a-8ef5-4fd14fe6f7c6,2025-01-18,SeniorPlace Retry,publish
Mainstream Lifestyles 1,,"26246 Kalmia Avenue, Moreno Valley, Ca 92555",Moreno Valley,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/2075921cc5f46c14a565147a9450c149.jpg,,,https://app.seniorplace.com/communities/show/ccb754ba-7715-43bd-bed9-17bfaf62f169,https://app.seniorplace.com/communities/show/ccb754ba-7715-43bd-bed9-17bfaf62f169,2025-01-18,SeniorPlace Retry,publish
Mainstream Lifestyles 2,,"11206 Raymond Road, Moreno Valley, Ca 92555",Moreno Valley,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/60f66c72476e327243ba1dce8ca5279d.jpg,,,https://app.seniorplace.com/communities/show/8678c720-8b14-46c9-b267-fa04948e1e62,https://app.seniorplace.com/communities/show/8678c720-8b14-46c9-b267-fa04948e1e62,2025-01-18,SeniorPlace Retry,publish
Majella Assisted Living Of Escondido,,"1220 Avocado Avenue, Escondido, Ca 92026",Escondido,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/46e1c9e6bc5b563f74b3f019a9b1b26b.jpg,,,https://app.seniorplace.com/communities/show/f547b7fe-9765-4610-a29a-4a52d2fdb306,https://app.seniorplace.com/communities/show/f547b7fe-9765-4610-a29a-4a52d2fdb306,2025-01-18,SeniorPlace Retry,publish
Majestic Residential Care,,"2036 Cutler Street, Simi Valley, Ca 93065",Simi Valley,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3cbe7fdc56e136cc07b01c82eec2d7ed.jpg,,,https://app.seniorplace.com/communities/show/caa6169b-55c1-4b52-96c9-f57038fb69d0,https://app.seniorplace.com/communities/show/caa6169b-55c1-4b52-96c9-f57038fb69d0,2025-01-18,SeniorPlace Retry,publish
Makarios Home Care,,"8134 Donnawood Way, Orangevale, Ca 95662",Orangevale,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/700271cf178a0661be11b627e37c9f5f.jpg,,,https://app.seniorplace.com/communities/show/b42740a1-21ef-434c-9e16-bf8340d5a458,https://app.seniorplace.com/communities/show/b42740a1-21ef-434c-9e16-bf8340d5a458,2025-01-18,SeniorPlace Retry,publish
Malama Home,,"4467 Lisa Drive, Union City, Ca 94587",Union City,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/eb2c2733e102cd174ddbc6560520880e.jpg,,,https://app.seniorplace.com/communities/show/2105a07c-2c79-47b8-b88d-06d22917d6eb,https://app.seniorplace.com/communities/show/2105a07c-2c79-47b8-b88d-06d22917d6eb,2025-01-18,SeniorPlace Retry,publish
Mama Claudias Loving Nest,,"4230 Paradise Drive, Carmichael, Ca 95608",Carmichael,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ee1379353952c448374d1f5335f52098.jpg,,,https://app.seniorplace.com/communities/show/ee133bbc-1153-4593-a6f6-6a507fa464d5,https://app.seniorplace.com/communities/show/ee133bbc-1153-4593-a6f6-6a507fa464d5,2025-01-18,SeniorPlace Retry,publish
Manalos Board And Care,,"807 Byron Drive, South San Francisco, Ca 94080",South San Francisco,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/9d4a467f38a7893af7011b70fe9491a5.jpg,,,https://app.seniorplace.com/communities/show/33a6dd8e-389c-4c83-b66c-a688355fdcf9,https://app.seniorplace.com/communities/show/33a6dd8e-389c-4c83-b66c-a688355fdcf9,2025-01-18,SeniorPlace Retry,publish
Manalos Board And Care V,,"840 Alta Loma Drive, South San Francisco, Ca 94080",South San Francisco,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/66a4cf944b933f7404933ac96824eb5e.jpg,,,https://app.seniorplace.com/communities/show/be59b357-2a0e-4560-960a-990a14bbb9ab,https://app.seniorplace.com/communities/show/be59b357-2a0e-4560-960a-990a14bbb9ab,2025-01-18,SeniorPlace Retry,publish
Manzanita Home,,"720 West Manzanita Court, Ontario, Ca 91762",Ontario,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/dc2412d3a3429c982b423fd0186cc22f.jpg,,,https://app.seniorplace.com/communities/show/637a9624-3eb8-4f7c-8da2-8a60a540c8fd,https://app.seniorplace.com/communities/show/637a9624-3eb8-4f7c-8da2-8a60a540c8fd,2025-01-18,SeniorPlace Retry,publish
Manzanita House,,"3997 Manzanita Drive, Nice, Ca 95464",Nice,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/f80523db77a96e32fe6e5cba16b8c835.jpg,,,https://app.seniorplace.com/communities/show/b7c2a593-58da-4f42-950d-2f695dbe067a,https://app.seniorplace.com/communities/show/b7c2a593-58da-4f42-950d-2f695dbe067a,2025-01-18,SeniorPlace Retry,publish
Maple Creek Senior Care,,"6500 Alder Park Circle, Roseville, Ca 95678",Roseville,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/85df2cf6c89b6c33d71125a97b4ac060.jpg,,,https://app.seniorplace.com/communities/show/249f4ab1-e932-4711-9dc8-663ba5324b25,https://app.seniorplace.com/communities/show/249f4ab1-e932-4711-9dc8-663ba5324b25,2025-01-18,SeniorPlace Retry,publish
Maple House The,,"410 Pennsylvania Avenue, Santa Cruz, Ca 95062",Santa Cruz,CA,,Assisted Living Community,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/40b2c7e35430d3ca0cb13319773f6526.jpg,,,https://app.seniorplace.com/communities/show/ac160e0c-0593-47db-86e4-2e2fcd57b3e7,https://app.seniorplace.com/communities/show/ac160e0c-0593-47db-86e4-2e2fcd57b3e7,2025-01-18,SeniorPlace Retry,publish
Maple Manor,,"1744 South Maple Street, Escondido, Ca 92025",Escondido,CA,,Assisted Living Community,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e7b4ffb14585f48151c456cbeca1ff96.jpg,,,https://app.seniorplace.com/communities/show/5be68369-e349-4930-a71d-4417365db242,https://app.seniorplace.com/communities/show/5be68369-e349-4930-a71d-4417365db242,2025-01-18,SeniorPlace Retry,publish
Maplewood Home,,"1910 North Maplewood Street, Orange, Ca 92865",Orange,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/73b019cf704c2c5f4b2d41fa834b2fbf.jpg,,,https://app.seniorplace.com/communities/show/34cc17ee-e446-43aa-a859-a224137c311b,https://app.seniorplace.com/communities/show/34cc17ee-e446-43aa-a859-a224137c311b,2025-01-18,SeniorPlace Retry,publish
Maplewood Manor,,"3281 Hebron Court, San Jose, Ca 95121",San Jose,CA,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/5ac730b2d0d16d4b4dabbeab75adb8e0.jpg,,,https://app.seniorplace.com/communities/show/82433260-b516-40b1-9927-ebd26feb76da,https://app.seniorplace.com/communities/show/82433260-b516-40b1-9927-ebd26feb76da,2025-01-18,SeniorPlace Retry,publish
Maravilla,,"5486 Calle Real, Santa Barbara, Ca 93111",Santa Barbara,CA,,Assisted Living Community,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/280bd9840a8e137f7c3a4ac9095cb5ca.jpg,,,https://app.seniorplace.com/communities/show/9899266c-e7ef-4b55-a69b-24617744614e,https://app.seniorplace.com/communities/show/9899266c-e7ef-4b55-a69b-24617744614e,2025-01-18,SeniorPlace Retry,publish
Marbella Chico,,"1351 East Lassen Avenue, Chico, Ca 95973",Chico,CA,,Assisted Living Community,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/59f5955df7ed1c52e165427bf1fcd479.jpg,,,https://app.seniorplace.com/communities/show/bb94bbc5-4e1b-4b6e-b714-4057f4c0b634,https://app.seniorplace.com/communities/show/bb94bbc5-4e1b-4b6e-b714-4057f4c0b634,2025-01-18,SeniorPlace Retry,publish
