ID,Title,RawType,Normalized,Unknown,Status,SeniorPlaceURL,SeniorlyURL
,Legacy Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/f99a8493-ae53-44a3-948e-4edf6f92554f,
,Legacy Care Home,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/ba93c4fa-80ec-4e50-ae80-6256b3908caa,
,Legacy Comfort Homes,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/bfd37e81-338e-4ce4-adf3-3a5bc6d1ecbf,
,Legacy House Avondale,a:2:{i:0;i:162;i:1;i:3;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Memory Care","0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/28e5a343-6b65-4398-9ff7-a785c5a5b53a,
,Legacy House Of Avondale,a:1:{i:0;i:1;}; field_682fc481aaf60,Uncategorized,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/ad37ad02-eb52-4687-9746-36f009dfe940,
,Legacy House Of Mesa Legacy Retirement Residence,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/ef69fef5-10c2-4ff7-8807-7a5d8105a010,
,Legacy Manor,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/ae7fe8de-89d5-442e-909c-6146001fe415,
,Legacy Of Hearts Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/legacy-of-hearts-assisted-living
,Legacy Senior Care,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/58d661a0-9bc4-4ad2-84d6-db437d27a67a,
,Legacy Village Of Salt River,a:3:{i:0;i:162;i:1;i:6;i:2;i:3;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Independent Living, Memory Care","0, 2, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/scottsdale/legacy-village-of-salt-river
,Legato Living At Old Town,a:3:{i:0;i:162;i:1;i:5;i:2;i:3;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community, Memory Care","0, 2, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/scottsdale/legato-living-at-old-town
,Legends Senior Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/4321edc1-c05d-4e4d-82b7-013c83fca3b2,
,Legends Senior Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/8d6907c3-883a-43fb-9f57-883c1db620e0,
,Legends Senior Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/abab3747-d2b4-4fcd-af6a-f0d45c06c8db,
,Legends Senior Living Iii,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/989988d9-1439-49ab-b264-507015218ccc,
,Legion Manor,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/mesa/legion-manor-llc
,Leisure Gardens,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/gilbert/leisure-gardens
,Leisure Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/3b6eccf1-1fb1-4ab9-b51a-f24efa0aa880,
,Leisure Living Cottages In Mesa,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/mesa/leisure-living-cottages-in-mesa
,Leisure Times Home,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/9c47b8e3-07f3-409d-a403-22b6ec21b3c4,
,Lesan Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/dfce02f2-f252-4fe5-bd53-c48d4d7a95bc,
,Letis At Valencia Mdsl 1,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/3eedf03a-e224-42eb-9a5e-22b6b228fc53,
,Letis At Valencia Mdsl 2,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/64ad4f2f-48c6-4452-af15-4637995ed48c,
,Liberty Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/avondale/liberty-assisted-living-home
,Liberty Care Home Ii,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/gilbert/liberty-care-home-ii
,Liberty Home Care Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/f50c1e84-c67b-4a9b-91e2-c02b33e0d634,
,Liberty Home Care Assisted Living One,a:1:{i:0;i:1;}; field_682fc481aaf60,Uncategorized,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/9d78d8cb-35f4-4f25-91df-90b58a193b2c,
,Liberty Manor Residency,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/da60e400-7d09-45ee-acb8-0e4b48ca9c8a,
,Liberty Manor Residency Ii,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/79147e42-d6af-4a51-b546-6c3081a4b360,
,Lidias Care Home,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/e9437270-9c50-41c3-90dd-ae60fdc8772e,
,Life Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/c55ca864-3d9a-41b5-9f89-8a4761e28012,
,Lifestream At Glendale,a:1:{i:0;i:6;}; field_682fc481aaf60,Independent Living,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/25ab6dc9-6ab2-4fd2-b35a-d4c937e9151d,
,Lifestream At North Phoenix,a:1:{i:0;i:6;}; field_682fc481aaf60,Independent Living,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/467842e7-05ac-4033-b835-2a38536aac47,
,Lifestream At Youngtown,a:2:{i:0;i:162;i:1;i:6;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Independent Living","0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/49aa689d-452f-4c3f-bf64-2c569a0803c4,
,Lifestream At Youngtown,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/youngtown/lifestream-at-youngtown
,Lifestream Complete Senior Living At Cook Health Care Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/11cdec82-8c83-4aae-b2ef-8a8063863969,
,Lilac Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/b359e95d-5e14-4c48-abcb-8e5450c35b0b,
,Lincoln Heights Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/lincoln-heights-assisted-living
,Lincoln Residential Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/paradise-valley/lincoln-residential-assisted-living
,Lita Caring Home,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/18b94c7d-a312-4c88-8cfa-929bc4f75daa,
,Litchfield Countryside Home Care,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/litchfield-park/litchfield-countryside-home-care
,Litchfield Joy Senior Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/61c79e13-8c6c-402c-8048-74bea70507bd,
,Litchfield Park Assisted Living Memory Care,a:2:{i:0;i:162;i:1;i:3;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Memory Care","0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/a8e17d01-9512-492a-a12f-e837a2916c3c,
,Litchfield Park Memory Care,a:2:{i:0;i:162;i:1;i:3;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Memory Care","0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/9f05c058-7251-49a1-9290-da5cf49cc1a0,
,Litchfield Terrace Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/ea0fafab-aad9-4e1c-bb08-e20e5e4b65b7,
,Little Flower Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/mesa/little-flower-assisted-living-home
,Little Touch Of Europe,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/peoria/little-touch-of-europe
,Live True Assisted Living Scottsdale,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/a8e1a636-a888-41fb-af64-eb014a23b62e,
,Living Legacy Senior Care East,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/mesa/living-legacy-senior-care-east
,Living Waters Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/02f9c700-69f7-45d9-8390-8c8b40110428,
,Loma Vista Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/f9c37df3-b777-486b-a6d9-61da6bd740e9,
,Lone Mountain Memory Carespectrum Retirment,a:1:{i:0;i:3;}; field_682fc481aaf60,Memory Care,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/67f52157-f676-4be3-a15c-9f9a699b8618,
,Lookout Mountain Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/lookout-mountain-assisted-living-home
,Lopez Adult Home Care,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/d8937212-891d-4226-9529-0fbbd8ee9fc7,
,Los Alamos Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/7d42d838-84f8-40db-a739-61dce8c056b8,
,Love And Care Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/803fefd0-57f8-45b8-ba37-30bde53d816b,
,Love And Care I Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/6be74c91-8489-4cdb-8c20-ab7d58633787,
,Love And Care Ii Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/surprise/love-and-care-ii-assisted-living
,Love And Care Iii Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/surprise/love-and-care-iii-assisted-living
,Love And Care Iv Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/3f52d593-40af-47c3-b64e-3f327ea9e51a,
,Lovecare Co,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/tucson/lovecare-co
,Lovely House,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/f236bba6-7280-4292-8ede-c2562e8cec03,
,Lovin Touch Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/ecc6890a-db03-47e6-8cbd-9eeabc70fe99,
,Loving Arms Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/cdf3c222-79fe-4951-a308-90d84689a188,
,Loving Hands Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/a0549390-3cf9-4ec1-992e-cfbd1896d3cc,
,Loving Heart Assisted Living Service,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/loving-heart-assisted-living-service
,Loving Hearts Assisted Living 3,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/85f04e37-8a97-4b48-874b-7476c360b7a0,
,Loving Hearts Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/mesa/loving-hearts-assisted-living-llc
,Loving Mother Residency,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/chandler/loving-mother-residency
,Loyale Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/glendale/loyale-assisted-living
,Lt Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/85167b58-3916-48de-bfb4-f3bad08e7371,
,Luxury Comfort Home,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/65df6629-4f4d-43c7-b258-8ccaea8ce17a,
,Lydias Adult Care Home,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/glendale/lydia-s-adult-care-home
,Lynettes Care Center,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/ff92509f-bd54-4e28-9a77-4f291736dc26,
,M K Tanya Home Care,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/df8ccb2b-73d8-4fff-8e33-095c30fb5e79,
,M And L Love And Care Home,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/a7d35449-8172-481c-b2a5-92ac84b86e4a,
,Mk Assisted Living Layton Lakes,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/gilbert/m-k-assisted-living-layton-lakes
,Mk Belrose Home Care,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/cd3d8bfc-f411-4d8f-8474-d54bf843fbc2,
,Mk Cadence Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/mesa/m-k-cadence-assisted-living
,Madeira Villa Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/chandler/madeira-villa-assisted-living-llc
,Madera Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/gilbert/madera-assisted-living-home
,Madison Meadows Managed By Sunshine,a:1:{i:0;i:6;}; field_682fc481aaf60,Independent Living,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/38eed568-3edb-4cb2-8f7b-cc7d44761b5b,
,Maelee Care Home,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/mesa/maelee-care-home
,Magdas Family Home Care,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/c003dad3-3b5a-452d-9cf4-3d34fbeddfcf,
,Magic Touch Adult Care,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/6a1a3c95-2586-42f2-9f5e-1068e8cfe76d,
,Magma Care Home,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/482a5138-9fae-4bf2-b4cd-dcf6a6cb0554,
,Magnolia Homecare At Mulberry,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/mesa/magnolia-homecare-at-mulberry
,Magnolia Manor Senior Care,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/ee57c9f7-747c-49f8-b18c-4e383c65c167,
,Magnolia Senior Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/5700f748-22e7-499e-983b-cbcf012345d4,
,Majestic Manor Senior Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/3eba3935-2987-4c52-a76f-2740055cf422,
,Majestic Rose Power Ranch,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/5bf65db1-b97b-4946-8691-9a5ce05a3830,
,Majestic Villa Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/d05cbd3c-5b4e-49a9-aa46-5a3a7da5eeb1,
,Mama Care Assisted Living,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/mesa/mama-care-assisted-living
,Manantial De Vida,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/4a21be0c-8f23-4e71-830a-26fc810a8398,
,Manna Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/9f520ed3-a65b-4658-80aa-d9c75bf04b58,
,Manor On Paradise,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/32042969-3490-4d08-ac16-17c06337c9ae,
,Maravilla Scottsdale,a:3:{i:0;i:162;i:1;i:6;i:2;i:3;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Independent Living, Memory Care","0, 2, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/d031b362-3994-468e-8095-31fedef2df56,
,Marcos And Secilia Ramon Home Care,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/mesa/marcos-and-secilia-ramon-home-care
,Mardon Assisted Livings I,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/342253f8-5b97-4f4e-a7b7-08041e6cc772,
,Margaret T Morris Center,a:2:{i:0;i:162;i:1;i:3;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Memory Care","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/prescott/margaret-t-morris-center
,Marias Adult Care Home,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/936cc246-5aad-40e1-92b7-22a6197c93d9,
,Marias Garden Care Home,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/maria-s-garden-care-home-llc
,Marian Adult Care Home,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/phoenix/marian-adult-care-home
,Marian Assisted Living Laveen Az,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/cd391efa-4504-424c-a3a8-f99d2b7f9d80,
,Marie Silver Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/6e43e0b5-7242-4a4e-8453-d606189834f3,
,Maries Board And Care Ii,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/72a98507-7031-485e-ad63-c3bc1d966e09,
,Marigold At Redwood Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/4fd89053-c24a-4f12-8ff5-db13faaa2e6b,
,Marilyn Manor Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/scottsdale/marilyn-manor-assisted-living-home
,Marino Manor Ii,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/glendale/marino-manor-ii-llc
,Mariposa Grande Senior Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/7513a60e-7a77-42f4-9072-dd8b8cf4ac1f,
,Markesh Alh,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/chandler/markesh-alh
,Markesh Care Home,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/f901a5fa-f20a-43f2-9d57-cdbd89b21aa1,
,Marley Adult Healthcare,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/94aab00b-40f5-456d-a199-ad8d89a1c15b,
,Marley Park Senior Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/cda36a5d-5440-4d19-9026-66ba1311b34e,
,Marquis 44 Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/e05feab7-6059-49ee-8501-f41e33135dd3,
,Marshall Home For Men,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/tucson/marshall-home-for-men
,Mary Petes Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/cc140db1-452b-420d-9540-fe4560263637,
,Mary Petes Assisted Living,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/tucson/mary-pete-s-assisted-living
,Mary Grace Care Home,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/mesa/mary-grace-care-home
,Mary Grace Care Home,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/2cd9e2a2-1d6b-4a50-9229-d8802ebf87ec,
,Marys Group Home,a:2:{i:0;i:162;i:1;i:5;}; field_682fc481aaf60,"Assisted Living Home, Uncategorized, Assisted Living Community","0, field_682fc481aaf60",ok,,https://www.seniorly.com/assisted-living/arizona/tolleson/mary-s-group-home
,Marybelas Loyal Care,a:1:{i:0;i:162;}; field_682fc481aaf60,Assisted Living Home,"0, field_682fc481aaf60",ok,https://app.seniorplace.com/communities/show/f1a6cb41-37b0-4df4-8f39-02a09166cd05,
